name,TGID,pos,POVR,PAGE,PYRP,length,salary,guarantee
Ervin Randle,6,OLB,77,24,1,2,1055000.0,0.0
Chris Washington,6,OLB,79,24,2,3,911000.0,242000.0
Joel Hilgenberg,27,C,79,24,2,2,957000.0,0.0
Marvin Powell,6,OT,76,31,9,2,786000.0,379000.0
Jeremiah Castille,6,S,74,25,3,1,1184000.0,0.0
Mike Prior,6,S,72,22,1,3,760000.0,0.0
Calvin Magee,6,TE,79,23,1,3,1172000.0,0.0
Jerry Bell,6,TE,71,27,4,1,1099000.0,1144000.0
David Williams,6,WR,64,23,0,4,55000.0,0.0
Willie Gillespie,6,WR,62,24,0,3,662000.0,383000.0
Leonard Harris,6,WR,69,26,0,3,1318000.0,0.0
Donald Igwebuike,6,K,81,26,1,2,744000.0,156000.0
Bob Nelson,6,DE,73,27,0,4,1336000.0,118000.0
George Yarno,6,OG,80,29,4,1,6560000.0,3966000.0
Kevin Murphy,6,OLB,73,23,0,4,396000.0,312000.0
Keith Browner,6,OLB,78,24,2,2,867000.0,0.0
William Gay,19,DE,81,31,8,2,2320000.0,0.0
J.D. Maarvleveld,6,OT,68,25,0,4,1041000.0,0.0
Ron Heller,6,OT,80,24,2,2,1912000.0,0.0
Scot Brantley,6,MLB,79,28,6,1,1808000.0,0.0
Jeff Davis,6,MLB,79,26,4,1,6617000.0,1577000.0
Frank Garcia,6,P,81,29,5,2,1022000.0,39000.0
Dexter Manley,26,DE,92,27,5,1,1660000.0,0.0
Steve Young,6,QB,85,25,2,2,16078000.0,1136000.0
Alan Risher,6,QB,67,25,1,2,1126000.0,0.0
Randy Clark,7,C,82,24,6,1,1468000.0,0.0
Gene Chilton,7,C,72,22,0,2,947000.0,109000.0
John Dutton,11,DT,83,35,12,2,3938000.0,583000.0
Bobby Johnson,7,CB,76,26,3,1,719000.0,0.0
Timmy Newsome,11,RB,86,28,6,1,2220000.0,0.0
Tommy Haynes,11,S,66,23,0,3,52000.0,13977000.0
Jeff Griffin,7,CB,73,28,5,1,1342000.0,121000.0
Michael Downs,11,S,83,27,5,1,1122000.0,0.0
Carl Carter,7,CB,75,22,0,4,781000.0,1000.0
Cedric Mack,7,CB,81,26,3,2,6203000.0,1004000.0
Herschel Walker,11,RB,83,24,1,3,1077000.0,0.0
Jay Pennison,30,C,79,24,0,4,913000.0,930000.0
David Galloway,7,DT,80,27,4,1,877000.0,0.0
Elois Grooms,7,DT,69,33,11,1,334000.0,0.0
Mark Duda,7,DT,76,25,3,1,937000.0,0.0
Earl Ferrell,7,RB,85,28,4,1,1254000.0,120000.0
Wayne Smith,7,S,76,29,6,1,1073000.0,119000.0
Lonnie Young,7,S,80,23,1,2,1745000.0,584000.0
Darryl Clack,11,RB,66,23,0,4,852000.0,44000.0
Ron Wolfley,7,RB,71,23,1,3,1022000.0,186000.0
Bobby Humphrey,18,CB,76,25,2,2,1984000.0,521000.0
Broderick Sargent,7,RB,69,24,0,3,307000.0,691000.0
John Lee,7,K,78,22,0,5,369000.0,388000.0
Bob Clasby,7,DE,79,25,0,4,1013000.0,0.0
Kurt Ploeger,11,DE,70,24,0,4,217000.0,488000.0
Rick DiBernardo,7,OLB,72,22,0,4,744000.0,0.0
Bob Otto,11,DE,71,23,0,4,580000.0,310000.0
Rick Bryan,14,DE,88,24,2,2,13135000.0,0.0
Freddie Joe Nunn,7,OLB,81,24,1,3,1227000.0,53000.0
Tootie Robbins,7,OT,77,28,4,1,884000.0,0.0
Don McNeal,12,CB,78,28,6,1,1156000.0,0.0
Mike Ruether,7,OT,73,23,0,4,1297000.0,1785000.0
Tom Howard,7,MLB,70,32,9,1,154000.0,0.0
Anthony Bell,7,MLB,76,22,0,3,767000.0,0.0
Terry Long,29,OG,81,27,2,3,3033000.0,512000.0
Greg Cater,7,P,84,29,4,1,955000.0,0.0
Brian Baldinger,11,OG,75,26,3,1,781000.0,0.0
Neil Lomax,7,QB,87,27,5,2,19990000.0,3955000.0
Kent Austin,7,QB,64,23,0,3,767000.0,0.0
Cliff Stoudt,7,QB,75,31,8,1,1504000.0,0.0
Gary Dulin,7,DE,74,29,0,4,781000.0,1000.0
Stafford Mays,7,DE,76,28,6,4,601000.0,312000.0
Doug Dawson,7,OG,75,24,2,2,2357000.0,185000.0
Niko Noga,7,MLB,79,24,2,2,937000.0,0.0
David Waymer,27,CB,83,28,6,1,1080000.0,673000.0
Ron Monaco,7,OLB,71,23,0,4,1022000.0,0.0
Lance Smith,7,OT,79,23,1,2,1461000.0,40000.0
Chuck Commiskey,27,OG,80,28,0,5,3342000.0,5842000.0
Leonard Smith,7,S,87,26,3,1,1196000.0,0.0
Dennis Thurman,7,S,78,30,8,1,2004000.0,2317000.0
Jay Novacek,7,TE,81,23,1,3,6374000.0,4130000.0
Greg LeFluer,7,TE,72,28,5,3,883000.0,0.0
Troy Johnson,7,WR,70,23,0,4,879000.0,72000.0
Scott Holman,7,WR,65,23,0,2,4000.0,2004000.0
Chas Fox,7,WR,65,22,0,3,105000.0,0.0
J.T. Smith,7,WR,88,31,8,1,8183000.0,0.0
Garth Jax,11,OLB,72,23,0,3,570000.0,448000.0
Pat Tilley,7,WR,80,33,10,2,4474000.0,1263000.0
Derek Kennard,7,OG,80,24,0,4,1546000.0,0.0
George Little,12,DE,77,23,1,3,1845000.0,3210000.0
Brad Benson,16,OT,89,30,8,1,10130000.0,0.0
Ray Brown,7,OG,76,23,0,4,2914000.0,718000.0
Stump Mitchell,7,RB,78,27,5,1,2789000.0,1276000.0
Doug Marsh,7,TE,82,28,6,1,5946000.0,793000.0
Paul Lankford,12,CB,82,28,4,1,13914000.0,12538000.0
Luis Sharpe,7,OT,88,26,4,1,1567000.0,186000.0
Joe Bostic,7,OG,84,29,7,2,2478000.0,506000.0
Al Baker,7,DE,84,29,8,3,7304000.0,2624000.0
Lionel Washington,7,CB,82,25,3,1,8106000.0,1666000.0
Ken Taylor,8,CB,80,23,1,3,4397000.0,119000.0
Jim Leonard,8,C,75,28,6,1,929000.0,0.0
Leslie O'Neal,8,DE,85,22,0,3,8739000.0,896000.0
Don Macek,8,C,82,32,10,1,8279000.0,2769000.0
Danny Walters,8,CB,78,25,3,1,7049000.0,753000.0
Kellen Winslow,8,TE,89,28,7,3,5171000.0,1899000.0
Jim Lachey,8,OT,86,23,1,4,4468000.0,9955000.0
Dennis McKnight,8,OG,82,32,10,1,6221000.0,0.0
David Martin,8,CB,70,27,0,4,633000.0,357000.0
John Hendy,8,CB,74,28,6,1,1268000.0,264000.0
Wayne Davis,8,CB,80,23,1,3,1776000.0,0.0
Blaise Winter,8,DT,75,24,1,2,708000.0,6000.0
Curtis Pardridge,8,WR,66,22,0,1,631000.0,156000.0
Timmy Ware,8,WR,66,24,0,3,744000.0,0.0
Charlie Joiner,8,WR,85,38,18,1,12544000.0,3914000.0
Wes Chandler,8,WR,84,30,8,2,3282000.0,241000.0
James Fitzpatrick,8,OG,75,22,0,3,582000.0,291000.0
Gary Anderson,8,RB,79,25,1,2,1022000.0,39000.0
Chuck Ehin,8,DT,80,25,3,2,1022000.0,39000.0
Jeff Rohrer,11,OLB,79,28,4,3,974000.0,47000.0
Terry Unrein,8,DT,72,23,0,4,1184000.0,0.0
Tim Spencer,8,RB,81,25,1,2,7969000.0,4529000.0
Kevin Wyatt,8,S,71,22,0,2,244000.0,0.0
Gill Byrd,8,S,85,25,3,1,1431000.0,0.0
Buford McGee,8,RB,73,26,2,1,563000.0,28000.0
Curtis Adams,8,RB,68,24,1,2,852000.0,252000.0
Dan Fouts,8,QB,83,35,13,1,5029000.0,579000.0
Bruce Mathison,8,QB,75,27,3,1,4757000.0,0.0
Mark Herrmann,8,QB,76,27,4,1,911000.0,203000.0
Earl Wilson,8,DE,73,28,1,3,1078000.0,0.0
Fred Robinson,8,DE,73,24,2,2,780000.0,0.0
Curt DiGiacomo,8,OG,70,22,0,4,147000.0,826000.0
Phil Pozderac,11,OT,84,26,4,3,1507000.0,647000.0
Derrie Nelson,8,OLB,72,28,3,1,729000.0,86000.0
Woodrow Lowe,8,OLB,83,31,10,4,6250000.0,2978000.0
Bill Bates,11,S,81,25,3,1,994000.0,376000.0
Jeff Walker,8,OT,71,23,0,4,1586000.0,119000.0
Jeffery Dale,8,S,78,23,1,3,2139000.0,1505000.0
Miles McPherson,8,S,69,26,5,1,805000.0,560000.0
Pete Holohan,8,TE,83,27,5,5,3045000.0,0.0
Eric Sievers,8,TE,76,28,5,2,1512000.0,0.0
Trumaine Johnson,8,WR,75,25,2,2,1702000.0,1683000.0
Rolf Benirschke,8,K,92,31,9,2,5687000.0,2961000.0
Lee Williams,8,DE,89,23,2,3,2001000.0,0.0
Sam Claphan,8,OG,81,29,5,1,6948000.0,2657000.0
Andy Demmin,8,OLB,67,22,0,1,781000.0,0.0
Billy Ray Smith,8,OLB,87,25,3,1,3366000.0,2023000.0
Tom Jelesky,13,OT,77,25,1,3,1829000.0,147000.0
Ken Dallafior,8,OT,75,27,1,3,3536000.0,1999000.0
Gary Kowalski,8,OT,79,26,2,1,2477000.0,0.0
Ron Baker,13,OG,82,31,8,3,9487000.0,0.0
Mark Fellows,8,MLB,71,23,1,2,707000.0,136000.0
Gary Plummer,8,MLB,81,26,0,4,2027000.0,1692000.0
Bob Rush,17,C,80,31,9,1,1749000.0,123000.0
Vince Albritton,11,S,72,24,2,2,557000.0,0.0
Ralf Mojsienjenko,8,P,78,23,1,3,744000.0,0.0
Tom Baugh,9,C,72,22,0,3,993000.0,114000.0
Bryan Millard,28,OG,84,25,2,2,7307000.0,687000.0
Adam Lingner,9,C,70,25,3,2,1077000.0,791000.0
Garcia Lane,9,CB,68,24,1,2,586000.0,28000.0
J.C. Pearson,9,CB,75,23,0,4,1375000.0,275000.0
Sherman Cocroft,9,CB,78,25,1,3,853000.0,0.0
Kevin Ross,9,CB,88,24,2,2,2705000.0,2485000.0
Bill Maas,9,DT,87,24,2,1,2468000.0,558000.0
Gary Baldinger,9,DT,74,22,0,4,957000.0,0.0
Leonard Griffin,9,DT,73,23,0,3,993000.0,109000.0
Mike Pruitt,9,RB,80,32,10,4,2291000.0,1992000.0
Angelo James,9,S,71,24,0,4,781000.0,1000.0
Deron Cherry,9,S,91,27,5,5,5990000.0,3881000.0
Herman Heard,9,RB,78,24,2,2,1236000.0,0.0
Jim Wilks,27,DE,81,28,5,1,878000.0,0.0
Bruce King,9,RB,71,23,1,3,730000.0,0.0
Rich Umphrey,17,C,73,27,4,2,700000.0,75000.0
Nick Lowery,9,K,99,30,7,1,3383000.0,244000.0
Art Still,9,DE,92,30,8,5,5844000.0,7163000.0
Brian Jozwiak,9,OG,72,23,0,4,510000.0,1094000.0
Gary Spani,9,MLB,78,30,8,4,1679000.0,1109000.0
Louis Cooper,9,OLB,79,23,1,3,1237000.0,0.0
John Alt,9,OT,82,24,2,2,3292000.0,436000.0
Rich Baldinger,9,OT,77,26,4,2,1756000.0,115000.0
Sam Seale,23,CB,75,23,2,2,707000.0,136000.0
Whitney Paul,9,MLB,74,32,10,1,1905000.0,0.0
Scott Radecic,9,MLB,75,24,2,2,849000.0,409000.0
Lewis Colbert,9,P,73,23,0,4,613000.0,1178000.0
Bill Kenney,9,QB,82,31,6,1,2764000.0,2627000.0
Frank Seurer,9,QB,65,24,0,3,121000.0,0.0
Jeff Van Note,14,C,79,40,17,1,1524000.0,0.0
Todd Blackledge,9,QB,77,25,3,3,3736000.0,4907000.0
Eric Holle,9,DE,75,26,2,2,1960000.0,1761000.0
Kit Lathrop,9,DE,74,30,2,2,1743000.0,1615000.0
Jim Rourke,9,OG,75,29,6,1,832000.0,109000.0
Thorton Chandler,11,TE,75,23,0,4,2652000.0,702000.0
David Croudip,14,CB,74,28,2,2,957000.0,0.0
Aaron Pearson,9,OLB,73,22,0,3,662000.0,383000.0
Tim Cofield,9,OLB,78,23,0,4,2769000.0,1350000.0
Dave Lutz,9,OT,82,26,3,1,2997000.0,0.0
Arthur Cox,14,TE,82,25,3,1,4368000.0,922000.0
Lloyd Burruss,9,S,91,28,5,1,21834000.0,7354000.0
Mark Robinson,9,S,75,23,2,1,647000.0,526000.0
Fred Cornwell,11,TE,64,25,2,1,60000.0,0.0
Walt Arnold,9,TE,76,28,6,1,1745000.0,296000.0
Mike Kenn,14,OT,84,30,8,1,1701000.0,40000.0
Paul Coffman,9,TE,79,30,8,1,1227000.0,0.0
Emile Harry,9,WR,73,23,0,4,937000.0,0.0
Anthony Hancock,9,WR,73,26,4,1,1953000.0,123000.0
Bill Fralic,14,OG,90,23,1,3,15985000.0,4240000.0
Carlos Carson,9,WR,85,27,6,2,3401000.0,768000.0
Dennis Woodberry,14,CB,71,22,0,4,810000.0,24000.0
Stephone Paige,9,WR,84,24,3,2,1738000.0,1529000.0
Henry Marshall,9,WR,82,32,10,1,5317000.0,0.0
Rick Donnally,9,C,82,27,4,1,3999000.0,1305000.0
Brad Budde,9,OG,81,29,6,1,2788000.0,960000.0
Boyce Green,9,RB,78,26,3,1,1721000.0,0.0
Jonathan Hayes,9,TE,80,24,1,3,1043000.0,109000.0
Irv Eatman,9,OT,79,25,0,3,1026000.0,0.0
Mark Adickes,9,OG,80,25,0,4,1454000.0,0.0
Pete Koch,9,DE,80,24,2,1,1044000.0,0.0
Albert Lewis,9,CB,90,25,3,1,3009000.0,243000.0
Eugene Daniel,10,CB,80,25,2,2,7324000.0,1595000.0
Ray Donaldson,10,C,93,28,6,1,5482000.0,380000.0
Jon Hand,10,DE,82,22,0,4,11066000.0,5577000.0
Mike Sherrard,11,WR,78,23,0,3,4708000.0,1694000.0
Don Bailey,10,C,70,25,2,1,844000.0,0.0
Pat Ballage,10,CB,70,22,0,4,724000.0,0.0
Gordon Banks,11,WR,70,28,6,1,1076000.0,119000.0
Pat Beach,10,TE,79,26,2,2,1022000.0,39000.0
Chris Hinton,10,OT,88,25,3,2,12724000.0,2636000.0
Ron Solt,10,OG,86,24,2,5,1359000.0,522000.0
Jeff Bryant,28,DE,84,26,4,1,9505000.0,0.0
Preston Davis,10,CB,74,24,2,2,876000.0,148000.0
Dexter Clinkscale,10,CB,80,28,5,4,5152000.0,795000.0
Leonard Coleman,10,CB,76,24,1,2,2349000.0,341000.0
John Haines,10,DT,70,24,1,3,833000.0,0.0
Oliver Williams,10,WR,66,25,1,3,435000.0,0.0
Will Grant,21,C,79,32,8,2,1693000.0,0.0
Jeff Fuller,15,CB,78,24,2,2,2046000.0,2955000.0
Robbie Martin,10,WR,68,27,5,1,458000.0,0.0
Bill Brooks,10,WR,80,22,0,3,1252000.0,0.0
Matt Bouza,10,WR,81,28,5,1,5020000.0,472000.0
Karl Powe,11,WR,73,24,1,2,712000.0,154000.0
Ron Caron,10,OG,71,24,1,3,1275000.0,1158000.0
Randy McMillan,10,RB,81,27,5,1,1960000.0,0.0
Willie Broughton,10,DT,77,22,1,3,1001000.0,115000.0
Scott Kellar,10,DT,72,22,0,4,794000.0,1119000.0
Albert Bentley,10,RB,85,26,1,2,2873000.0,0.0
John Holt,10,S,76,27,5,1,1275000.0,158000.0
Dwight Hicks,10,S,84,30,7,1,5780000.0,689000.0
Jim Romano,30,C,69,27,4,1,220000.0,0.0
Dan Turk,29,C,77,24,1,3,2653000.0,1252000.0
George Wonsley,10,RB,73,25,2,1,617000.0,62000.0
Hubie Oliver,10,RB,75,28,4,1,1022000.0,258000.0
Gary Hogeboom,10,QB,81,28,6,5,4092000.0,0.0
Blair Kiel,10,QB,68,24,1,1,819000.0,0.0
Jack Trudeau,10,QB,78,24,0,4,1607000.0,3569000.0
Randy Cross,15,OG,89,32,10,2,8548000.0,2055000.0
Harvey Armstrong,10,DE,74,26,3,1,994000.0,0.0
Scott Virkus,10,DE,69,27,3,1,624000.0,131000.0
Mark Kirchner,10,OG,71,26,2,2,881000.0,141000.0
Tony Hill,11,WR,85,30,9,1,9291000.0,939000.0
Barry Krauss,10,OLB,78,29,7,1,732000.0,488000.0
Duane Bickett,10,OLB,81,23,1,2,3945000.0,816000.0
Kevin Call,10,OT,78,24,2,3,2366000.0,879000.0
Nesby Glasgow,10,S,79,29,6,2,937000.0,0.0
Victor Jackson,10,S,70,28,0,4,681000.0,0.0
Mark Boyer,10,TE,77,23,1,3,1298000.0,0.0
Tim Sherwin,10,TE,75,28,5,1,782000.0,141000.0
Duane Galloway,19,CB,79,24,1,3,1077000.0,0.0
Wayne Capers,10,WR,74,25,3,1,959000.0,0.0
Dean Biasucci,10,K,90,28,1,3,2973000.0,124000.0
Donnell Thompson,10,DE,81,27,5,1,1075000.0,119000.0
Ben Utt,10,OG,79,27,4,4,1022000.0,0.0
Orlando Lowry,10,MLB,72,25,1,3,1388000.0,0.0
Johnie Cooks,10,OLB,82,27,4,1,1022000.0,258000.0
Karl Baldschwiler,10,OT,72,30,8,2,855000.0,344000.0
Bob Brotzki,10,OT,70,23,0,3,1426000.0,268000.0
Dave Ahrens,10,MLB,79,27,5,1,3566000.0,356000.0
Cliff Odom,10,MLB,80,28,5,3,874000.0,0.0
Ron Stark,10,P,92,27,4,1,2816000.0,3009000.0
Rafael Septian,11,K,94,33,9,2,2844000.0,637000.0
Too Tall Jones,11,DE,89,35,12,5,1576000.0,946000.0
Nate Newton,11,OG,84,25,0,3,2318000.0,2964000.0
Mike Kelley,25,OG,77,24,1,3,1070000.0,176000.0
Jesse Penn,11,OLB,73,24,1,2,835000.0,0.0
Mike Hegman,11,OLB,82,33,10,1,1022000.0,258000.0
Howard Richards,11,OT,76,27,5,1,715000.0,248000.0
Jim Cooper,11,OT,79,31,9,1,1159000.0,0.0
Steve DeOssie,11,MLB,77,24,2,2,911000.0,41000.0
Brian Salonen,11,MLB,66,25,2,2,693000.0,0.0
Mike Saxon,11,P,85,24,1,3,1239000.0,0.0
Danny White,11,QB,84,34,10,3,9034000.0,5738000.0
Reggie Collier,11,QB,65,25,0,4,708000.0,2139000.0
Donald Brown,12,CB,71,22,0,4,662000.0,0.0
Steve Pelluer,11,QB,75,24,2,2,9516000.0,4338000.0
Mike Smith,12,CB,70,23,1,1,781000.0,0.0
William Judson,12,CB,81,27,4,1,3671000.0,0.0
Bob Baumhower,12,DT,80,31,9,4,913000.0,171000.0
Mark Duper,12,WR,85,27,4,1,1387000.0,0.0
Tony Slaton,24,C,72,25,1,3,2454000.0,1402000.0
Roy Foster,12,OG,92,26,4,1,4848000.0,2803000.0
Jeff Toews,12,OG,69,28,7,1,744000.0,289000.0
Lorenzo Hampton,12,RB,80,24,1,3,1441000.0,0.0
Casey Merrill,27,DE,76,29,6,3,2739000.0,3103000.0
John Swain,29,CB,76,27,5,1,2429000.0,0.0
Bruce Hardy,12,TE,86,30,8,2,24484000.0,0.0
Jon Giesler,12,OT,88,29,7,1,17524000.0,0.0
Ronnie Lee,12,OG,83,29,6,1,2223000.0,0.0
Mike Charles,12,DT,77,23,3,1,3614000.0,0.0
Ronnie O'Bard,17,CB,71,28,1,2,732000.0,167000.0
Greg Brown,13,DE,84,29,5,2,1086000.0,0.0
Johnnie Poe,27,CB,80,27,5,2,857000.0,0.0
Brian Sochia,12,DT,75,25,3,1,582000.0,0.0
Steve Brown,30,CB,82,26,3,1,2643000.0,433000.0
Woody Bennett,12,RB,81,31,7,1,2370000.0,0.0
Bud Brown,12,S,75,25,2,2,1852000.0,474000.0
Carl Lee,31,CB,82,25,3,1,6533000.0,2314000.0
Lyle Blackwood,12,S,81,35,13,1,1227000.0,0.0
Tony Nathan,12,RB,79,29,6,1,841000.0,75000.0
Joe Carter,12,RB,74,24,2,2,1134000.0,278000.0
Doug Betters,12,DE,81,30,7,1,972000.0,0.0
Mack Moore,12,DE,76,27,1,2,826000.0,0.0
Brenard Wilson,13,CB,79,31,7,1,2196000.0,0.0
Tom Toth,12,OG,70,24,0,4,937000.0,0.0
Larry Kolic,12,OLB,74,23,0,4,912000.0,159000.0
Hugh Green,12,OLB,82,27,5,4,6554000.0,3387000.0
Cleveland Green,12,OT,84,28,7,2,2879000.0,124000.0
Glenn Blackwood,12,S,80,29,6,1,1344000.0,121000.0
Mike Kozlowski,12,S,76,30,6,3,881000.0,0.0
Dan Johnson,12,TE,77,26,3,1,911000.0,203000.0
Mark Lewis,20,TE,69,25,1,1,524000.0,59000.0
Nat Moore,12,WR,79,34,12,3,2935000.0,2781000.0
Jim Jensen,12,WR,75,27,5,2,1072000.0,0.0
James Pruitt,12,WR,72,22,0,3,857000.0,0.0
Mark Clayton,12,WR,86,25,3,1,1829000.0,0.0
Chris Godfrey,16,OG,87,28,3,1,12419000.0,1051000.0
Fuad Reveiz,12,K,89,23,1,3,2539000.0,695000.0
T.J. Turner,12,DE,75,23,0,4,1711000.0,120000.0
Jay Brophy,12,OLB,74,26,2,2,819000.0,0.0
Bob Brudzinski,12,OLB,82,31,9,1,3547000.0,0.0
Jeff Dellenbach,12,OT,77,23,1,3,1387000.0,0.0
Kirk Lowdermilk,31,C,81,23,1,2,1801000.0,0.0
Richard Byrd,30,DE,74,24,1,3,1466000.0,0.0
Greg Koch,12,OT,80,31,9,1,7727000.0,0.0
Jim Rockford,17,CB,71,25,1,3,930000.0,45000.0
Mark Brown,12,MLB,76,25,3,1,3142000.0,0.0
Jackie Shipp,12,MLB,80,24,2,2,8252000.0,4155000.0
Reggie Roby,12,P,99,25,3,5,3034000.0,0.0
Keith Graves,13,CB,73,20,4,1,993000.0,0.0
Dan Marino,12,QB,91,24,3,1,4282000.0,0.0
Don Strock,12,QB,79,35,12,1,4408000.0,468000.0
Eric Harris,17,CB,79,31,6,2,1138000.0,857000.0
Evan Cooper,13,CB,79,24,2,2,1227000.0,0.0
Ken Clarke,13,DT,83,30,8,1,2734000.0,241000.0
Ron Johnson,13,WR,69,27,1,3,581000.0,331000.0
Kenny Johnson,14,CB,78,34,12,1,3332000.0,2066000.0
Scott Case,14,CB,82,24,2,2,1058000.0,0.0
Nick Haden,13,OG,70,23,0,3,403000.0,459000.0
Keith Byars,13,RB,82,22,0,4,1701000.0,0.0
John Spagnola,13,TE,84,29,7,4,1461000.0,774000.0
Byron Darby,13,DT,79,26,3,1,1142000.0,89000.0
Jeff Tupper,13,DT,71,23,0,3,264000.0,1141000.0
Michael Haddix,13,RB,82,24,3,1,6980000.0,5383000.0
Wes Hopkins,13,S,81,25,3,1,1958000.0,0.0
Terry Hoage,13,S,77,24,2,2,2883000.0,159000.0
Junior Tautalasi,13,RB,72,23,0,4,802000.0,144000.0
Charles Crawford,13,RB,64,22,0,4,957000.0,0.0
Matt Cavanaugh,13,QB,75,29,7,2,1041000.0,0.0
Randall Cunningham,13,QB,83,23,1,4,30254000.0,1396000.0
Thomas Strauthers,13,DE,76,25,3,1,655000.0,0.0
Clyde Simmons,13,DE,82,22,0,4,2153000.0,2357000.0
Mossy Cade,20,CB,79,24,1,2,782000.0,0.0
Reggie Singletary,13,OG,74,22,0,3,1130000.0,0.0
Adam Schreiber,13,C,80,24,2,2,1227000.0,0.0
Rich Kraynak,13,OLB,75,25,2,2,853000.0,0.0
Alonzo Johnson,13,OLB,78,23,0,3,911000.0,242000.0
Leonard Mitchell,13,OT,80,27,5,1,1065000.0,1254000.0
Andre Waters,13,S,80,33,2,2,3750000.0,432000.0
William Frizzell,13,S,77,24,2,2,782000.0,0.0
Dave Little,13,TE,70,25,2,2,921000.0,0.0
Van Jakes,27,CB,75,25,2,2,1127000.0,695000.0
John Goode,13,TE,68,23,2,2,652000.0,24000.0
Andrew Provence,14,DT,77,25,3,1,2139000.0,0.0
Keith Baker,13,WR,70,29,1,3,253000.0,0.0
Paul McFadden,13,K,81,24,2,3,1735000.0,118000.0
Reggie White,13,DE,93,24,2,2,2821000.0,124000.0
Ken Reeves,13,OG,79,24,1,2,1007000.0,75000.0
Byron Lee,13,MLB,71,22,0,2,191000.0,0.0
Seth Joyner,13,OLB,82,21,0,5,5279000.0,1409000.0
Willie Tullis,27,CB,77,28,5,1,1023000.0,0.0
Marty Lyons,18,DE,86,29,7,6,4163000.0,6728000.0
Mike Black,13,OT,71,22,0,4,766000.0,7000.0
Jim Gilmore,13,OT,70,23,0,4,1218000.0,0.0
Dwayne Jiles,13,MLB,73,24,1,1,732000.0,488000.0
Fulton Walker,23,CB,78,28,5,1,974000.0,0.0
Mike Reichenbach,13,MLB,80,25,2,2,1172000.0,857000.0
John Teltschik,13,P,79,22,0,3,1382000.0,0.0
Ron Jaworski,13,QB,82,35,12,2,1414000.0,0.0
Aubrey Matthews,14,WR,70,24,0,4,351000.0,448000.0
Keith Williams,14,WR,67,22,0,2,841000.0,121000.0
Charlie Brown,14,WR,83,27,4,3,1115000.0,0.0
Floyd Dixon,14,WR,80,22,0,5,2444000.0,968000.0
John Scully,14,OG,82,29,4,1,1073000.0,0.0
Dwaine Board,15,DE,84,29,7,6,1636000.0,0.0
Gerald Riggs,14,RB,84,25,4,1,1542000.0,122000.0
Dan Benish,14,DT,77,25,3,1,1797000.0,0.0
Bill Ring,15,RB,73,29,5,1,913000.0,0.0
Tom Flynn,20,CB,77,24,2,2,3154000.0,241000.0
Tim McKyer,15,CB,84,23,0,4,3550000.0,4263000.0
Mike Pitts,14,DT,88,26,3,6,2931000.0,3142000.0
Jerry Holmes,18,CB,83,28,6,3,9507000.0,4330000.0
Sylvester Stamps,14,RB,82,25,2,2,1365000.0,0.0
Wendell Cason,14,S,77,23,1,3,2731000.0,352000.0
Bret Clark,14,S,79,25,0,4,907000.0,567000.0
Dave Brown,28,CB,84,33,11,1,11596000.0,1752000.0
Cliff Austin,14,RB,73,26,3,1,1239000.0,389000.0
Tim Tyrrell,14,RB,70,25,2,1,983000.0,333000.0
David Archer,14,QB,78,24,2,3,3927000.0,244000.0
Bob Holly,14,QB,63,26,3,1,934000.0,0.0
Michael Walter,15,OLB,77,25,3,2,1455000.0,409000.0
Ken McArthur,18,OLB,72,24,0,3,845000.0,0.0
Turk Schonert,14,QB,76,29,5,3,986000.0,109000.0
Michael McInnis,14,DE,69,24,0,4,169000.0,361000.0
Joe Costello,14,DE,74,26,0,4,1022000.0,0.0
Jamie Dukes,14,OG,75,22,0,5,2055000.0,999000.0
Carl Howard,18,CB,74,24,2,1,464000.0,496000.0
Aaron Brown,14,OLB,74,30,8,1,1126000.0,0.0
Russell Gary,27,CB,82,27,5,1,1022000.0,258000.0
David Mullen,18,CB,76,26,3,1,957000.0,0.0
Joel Williams,14,OLB,82,29,7,3,7838000.0,5249000.0
Eric Sanders,14,OT,76,27,5,1,1133000.0,135000.0
Robert Moore,14,S,73,27,0,4,662000.0,0.0
Jim Britt,14,S,80,26,3,2,921000.0,0.0
Ken Whisenhunt,14,TE,76,24,1,1,744000.0,289000.0
Ron Middleton,14,TE,74,21,0,4,1224000.0,655000.0
Patrick Allen,30,CB,80,25,2,2,1205000.0,0.0
Patrick Hunter,28,CB,76,21,0,3,1811000.0,790000.0
Stacey Bailey,14,WR,80,26,4,1,1220000.0,1810000.0
Mick Luckhurst,14,K,84,28,6,1,2666000.0,0.0
Mike Gann,14,DE,80,22,1,2,911000.0,41000.0
Ray Phillips,14,MLB,70,22,0,4,1083000.0,205000.0
John Dorsey,20,MLB,82,26,2,2,9974000.0,5185000.0
Joseph Pellegrini,14,OG,74,29,4,1,553000.0,528000.0
Tim Green,14,OLB,79,22,0,4,925000.0,0.0
Reggie Wilkes,14,OLB,82,30,8,1,4555000.0,1049000.0
Glen Howe,14,OT,70,24,1,2,637000.0,116000.0
Brett Miller,14,OT,82,27,3,1,2721000.0,0.0
Johnny Taylor,14,MLB,72,25,2,2,260000.0,0.0
John Rade,14,MLB,82,26,3,1,1738000.0,493000.0
Gerald Robinson,31,DE,73,23,0,4,923000.0,101000.0
Tony Elliot,27,DT,83,27,4,1,1471000.0,0.0
Rick Donnelly,14,P,78,23,1,3,1074000.0,729000.0
