name,pos,age,height,weight,jersey,source_save,years_pro_read,Speed,Agility,PassArmStrength,Stamina,KickPower,Durability,Strength,Jumping,Coverage,RunRoute,Tackle
Hosea Fortune,WR,,72,176,184,1983-1984SAVEGAME.DAT,1,81,74,18,90,25,67,47,85,24,37,29
Dan Manning,TE,,77,250,168,1983-1984SAVEGAME.DAT,1,63,63,13,30,5,59,52,53,6,65,10
Guy Ruff,OLB,,75,247,216,1983-1984SAVEGAME.DAT,1,86,72,10,60,6,88,43,59,40,16,54
Terry Sutorik,WR,,71,180,96,1983-1984SAVEGAME.DAT,1,86,80,18,32,8,59,38,69,9,64,10
Vance Bedford,CB,,71,170,72,1983-1984SAVEGAME.DAT,1,88,82,11,70,17,68,47,72,46,7,43
Chuck Evans,OLB,,75,235,152,1983-1984SAVEGAME.DAT,1,57,70,10,62,4,60,69,61,62,17,64
Cliff Parsley,P,,73,211,144,1983-1984SAVEGAME.DAT,1,56,50,32,48,71,74,44,40,19,22,33
Sam Hall,WR,,69,177,152,1983-1984SAVEGAME.DAT,1,82,71,18,53,14,53,28,69,33,70,31
Jimmy Walker,DE,,74,270,233,1983-1984SAVEGAME.DAT,1,49,56,10,40,11,74,71,29,20,16,63
Mike Miller,WR,,71,182,144,1983-1984SAVEGAME.DAT,1,92,85,11,36,15,75,31,74,20,69,15
Rick Bell,FB,,72,205,8,1983-1984SAVEGAME.DAT,1,79,81,9,17,11,90,42,63,35,28,82
Julius Dawkins,WR,,73,196,200,1983-1984SAVEGAME.DAT,1,82,85,18,51,14,87,74,65,30,50,38
Jack Lambert,ILB,,76,219,208,1983-1984SAVEGAME.DAT,1,86,90,10,97,24,79,63,72,74,30,94
