year,name,pos,age,rating,potential,draft_pick,round,college,career_av,pro_bowls,ever_played,source,ordering,raise_basis
1980,Mike House,TE,22,59,67,208,8,Pacific,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jeff Copeland,OLB,22,59,67,209,8,Texas Tech,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bobby Leopold,OLB,22,59,68,210,8,Notre Dame,15,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Grant Hudson,DT,22,59,67,211,8,Virginia,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jeff Allen,S,23,59,68,212,8,UC Davis,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Derrick Goddard,S,22,59,67,213,8,Drake,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,David Woodley,QB,21,59,70,214,8,LSU,34,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Randy Clark,C,23,59,69,215,8,Northern Illinois,27,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry Savage,OLB,22,59,67,216,8,Michigan St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Harold Bailey,WR,23,59,67,217,8,Oklahoma St.,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Curcio,OLB,23,59,67,218,8,Temple,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Curtis Sirmones,RB,22,58,66,219,8,North Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Pettigrew,OT,22,58,66,220,8,Eastern Illinois,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ted Walton,S,22,58,66,221,8,Connecticut,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,DeWayne Jett,WR,22,58,66,222,9,Hawaii,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Tuinei,DT,22,58,66,223,9,Hawaii,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Greg Bright,S,23,58,67,224,9,Morehead St.,9,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Stafford Mays,DE,22,58,67,225,9,Washington,14,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kelly Saalfeld,C,24,58,66,226,9,Nebraska,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Bright,RB,22,58,66,227,9,Temple,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Glen Keller,C,22,58,66,228,9,West Texas A&M,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Otis Wonsley,RB,23,58,66,229,9,Alcorn St.,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Donovan,WR,23,58,66,230,9,Penn St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kent Davis,S,22,58,66,231,9,SE Missouri St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dennis Mosley,RB,22,58,66,232,9,Iowa,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Frank Mordica,RB,22,58,66,233,9,Vanderbilt,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Peters,DT,22,57,65,234,9,Arizona St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Barry Burget,OLB,22,57,65,235,9,Oklahoma,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Roy De Walt,RB,22,57,65,236,9,Texas-Arlington,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dan Hartwig,QB,22,57,65,237,9,California Lutheran,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jim Swift,OT,22,57,65,238,9,Iowa,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mark Goodspeed,OT,23,57,65,239,9,Nebraska,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gerald Carter,WR,23,57,67,240,9,Texas A&M,27,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lawrence McCullough,WR,22,57,65,241,9,Illinois,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Turk Schonert,QB,23,57,66,242,9,Stanford,12,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Greg Bracelin,OLB,23,57,66,243,9,California,15,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ed Harris,RB,22,57,65,244,9,Bishop,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bob Harris,OT,22,57,65,245,9,Bowling Green,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jackie Flowers,WR,22,57,65,246,9,Florida St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Steve Whitman,RB,22,57,65,247,9,Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,George Farmer,WR,21,57,66,248,9,Southern,12,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ron McCall,WR,22,57,65,249,9,Ark-Pine Bluff,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Woodrow Wilson,S,22,57,65,250,10,North Carolina St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Donnie Henderson,S,22,57,65,251,10,Utah St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Sandro Vitiello,K,22,57,65,252,10,Massachusetts,-1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jafus White,S,22,57,65,253,10,Texas A&M-Kingsville,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Larry Stewart,OT,22,57,65,254,10,Maryland,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rush Brown,DT,26,57,67,255,10,Ball St.,19,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Sanford,OT,22,57,65,256,10,Washington,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Walt Bellamy,S,22,57,65,257,10,VMI,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kenny Brown,WR,22,57,65,258,10,Nebraska,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Greg Cater,P,23,56,65,259,10,Chattanooga,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Guy Bingham,C,22,56,66,260,10,Montana,23,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Rob Martinovich,OT,22,56,64,261,10,Notre Dame,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tanya Webb,DE,22,56,64,262,10,Michigan St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kevin Fidel,C,22,56,64,263,10,San Diego St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Walter Carter,DE,22,56,64,264,10,Florida St.,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ron Essink,OT,22,56,67,265,10,Grand Valley St.,34,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tom Daniel,C,22,56,64,266,10,Georgia Tech,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Andy Hawkins,OLB,22,56,66,267,10,Texas A&M-Kingsville,21,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lewis Walker,RB,22,56,64,268,10,Utah,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Willie Stephens,S,22,56,64,269,10,Texas Tech,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Virgil Seay,WR,22,56,65,270,10,Troy,9,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Doug Lantz,C,22,56,64,271,10,Miami (OH),,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ben Long,OLB,22,56,64,272,10,South Dakota,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Billy Reaves,WR,22,56,64,274,10,Morris Brown,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Brett Davis,RB,22,56,64,275,10,UNLV,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bob Gruber,OT,22,56,64,276,10,Pittsburgh,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ken Fritz,OG,22,56,64,277,10,Ohio St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Wayne Smith,S,23,56,67,278,11,Purdue,33,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Phil Driscoll,DE,22,56,64,279,11,Minnesota St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Eddy Whitley,TE,22,56,64,280,11,Kansas St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Alton Alexis,WR,22,56,64,281,11,Tulane,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Delrick Brown,S,22,56,64,282,11,Houston,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ricky Skiles,OLB,22,56,64,283,11,Louisville,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Babb,S,22,56,64,284,11,Oklahoma,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Steve Bernish,DE,22,56,64,285,11,South Carolina,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Joe Gordon,DT,22,55,63,286,11,Grambling St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Dale Markham,OT,23,55,63,287,11,North Dakota,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Sam Harrell,RB,23,55,63,288,11,East Carolina,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,George Woodard,RB,22,55,63,289,11,Texas A&M,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,James Zachery,OLB,22,55,63,290,11,Texas A&M,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Massey,OLB,22,55,63,291,11,Arkansas,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tali Ena,RB,22,55,63,292,11,Washington St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Hubach,P,22,55,63,293,11,Kansas,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Roland Sales,RB,22,55,63,294,11,Arkansas,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Matocha,DE,22,55,63,295,11,Texas-Arlington,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chris Judge,S,22,55,63,296,11,TCU,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Phil Farris,WR,22,55,63,297,11,North Carolina,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Lee Jukes,WR,22,55,63,298,11,North Carolina St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Terry Jones,DE,22,55,63,299,11,Central Oklahoma,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gary Padjen,OLB,22,54,62,300,11,Arizona St.,4,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Eddie Preston,WR,22,54,62,301,11,Western Kentucky,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Thomas Brown,DE,23,54,62,302,11,Baylor,5,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,John Singleton,DE,22,54,62,303,11,Texas-El Paso,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Terry Greer,WR,22,54,63,304,11,Alabama St.,6,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Frank Pollard,RB,23,54,65,305,11,Baylor,33,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Charles Vaclavik,S,22,54,62,306,12,Texas,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Ray Williams,RB,21,54,62,307,12,Washington St.,3,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Wright,QB,22,54,62,308,12,Vanderbilt,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tyrone Gray,WR,22,54,62,309,12,Washington St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,James Stewart,S,22,54,62,310,12,Memphis,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Randy Bielski,K,22,54,62,311,12,Towson,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Lansford,K,22,54,64,312,12,Washington,22,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Quinn Jones,RB,22,54,62,313,12,Tulsa,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Mike Brewington,OLB,22,53,61,314,12,East Carolina,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Thomas Lane,S,22,53,61,315,12,Florida A&M,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Roger Lapham,TE,22,53,61,316,12,Maine,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,David Dumars,S,22,53,61,317,12,La-Monroe,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kiser Lewis,OLB,22,53,61,318,12,Florida A&M,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Presnell Gilbert,S,22,53,61,319,12,U.S. International,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Jimmy Jordan,QB,22,53,61,320,12,Florida St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Marcus Jackson,DE,23,52,60,321,12,Purdue,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Calvin Muhammad,WR,21,52,61,322,12,Texas Southern,13,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Bob Fisher,TE,22,52,60,323,12,SMU,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Marvin Sims,RB,23,52,60,324,12,Clemson,2,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Chuck Stone,OG,22,51,59,325,12,North Carolina St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Gene Coleman,S,22,51,59,326,12,Miami (FL),,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Marcene Emmett,S,22,51,59,327,12,North Alabama,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Wiley Pitts,WR,22,51,59,328,12,Temple,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Howard Fields,S,22,51,59,329,12,Baylor,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Norm Wells,DT,22,50,58,330,12,Northwestern,0,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Harry Price,WR,22,50,58,331,12,McNeese St.,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Kevin Scanlon,QB,22,49,67,332,12,Arkansas,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Tyrone McGriff,OG,22,48,67,333,12,Florida A&M,7,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Matthew Teague,OLB,21,46,64,334,S,Prairie View A&M,1,0,yes,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
1980,Billy Mullins,WR,22,40,58,335,S,USC,,0,no,PFR 1980 draft listing,draft pick,"career AV, Pro Bowls"
