team,name,pgm3_pos,years_pro,rating,potential,headroom
houston-oilers,Conway Hayman,OG,5,83,84,1
houston-oilers,Curley Culp,DT,11,85,85,0
houston-oilers,Dan Pastorini,QB,8,79,79,0
houston-oilers,Daryl Hunt,MLB,0,58,62,4
houston-oilers,David Carter,C,2,66,69,3
houston-oilers,Earl Campbell,RB,1,90,94,4
houston-oilers,Ed Fisher,OG,5,79,80,1
houston-oilers,Eddie Foster,WR,2,44,47,3
houston-oilers,Elvin Bethea,DE,11,89,89,0
houston-oilers,George Reihner,OG,2,76,79,3
houston-oilers,Gifford Nielsen,QB,1,77,81,4
houston-oilers,Greg Stemrick,CB,4,76,77,1
houston-oilers,Gregg Bingham,MLB,6,89,89,0
houston-oilers,Guido Merkens,WR,1,64,68,4
houston-oilers,J.C. Wilson,CB,1,76,80,4
houston-oilers,Jeff Groth,WR,0,68,72,4
houston-oilers,Jesse Baker,DE,0,68,72,4
houston-oilers,Jim Young,DE,2,73,76,3
houston-oilers,Jimbo Elrod,MLB,3,66,68,2
houston-oilers,Ken Burrough,WR,9,84,84,0
houston-oilers,Ken Kennard,DT,2,62,65,3
houston-oilers,Kenny King,RB,0,59,63,4
houston-oilers,Leon Gray,OT,6,90,90,0
houston-oilers,Mike Barber,TE,3,81,83,2
houston-oilers,Mike Murphy,OLB,0,63,67,4
houston-oilers,Mike Reinfeldt,S,3,84,86,2
houston-oilers,Mike Renfro,WR,1,78,82,4
houston-oilers,Mike Stensrud,DT,0,70,74,4
houston-oilers,Morris Towns,OT,2,83,86,3
houston-oilers,Rich Caster,WR,10,78,78,0
houston-oilers,Rich Ellender,RB,0,45,49,4
houston-oilers,Rob Carpenter,RB,2,81,84,3
houston-oilers,Robert Brazile,OLB,4,91,92,1
houston-oilers,Ronnie Coleman,RB,5,77,78,1
houston-oilers,Steve Baumgartner,OLB,6,61,61,0
houston-oilers,Ted Thompson,MLB,4,60,61,1
houston-oilers,Ted Washington,OLB,6,80,80,0
houston-oilers,Tim Wilson,RB,2,83,86,3
houston-oilers,Tom Randall,OG,1,63,67,4
houston-oilers,Toni Fritsch,K,7,91,91,0
houston-oilers,Vernon Perry,S,0,72,76,4
houston-oilers,Wes Phillips,OT,0,60,64,4
houston-oilers,Willie Alexander,CB,8,74,74,0
kansas-city-chiefs,Arnold Morgado,RB,2,66,69,3
kansas-city-chiefs,Art Still,DE,1,79,83,4
kansas-city-chiefs,Bob Grupp,P,0,90,94,4
kansas-city-chiefs,Bob Simmons,OG,2,70,73,3
kansas-city-chiefs,Cal Peterson,OLB,4,68,69,1
kansas-city-chiefs,Charles Jackson,OLB,1,66,70,4
kansas-city-chiefs,Charlie Ane,C,4,60,61,1
kansas-city-chiefs,Charlie Getty,OT,5,70,71,1
kansas-city-chiefs,Curtis Anderson,DT,0,60,64,4
kansas-city-chiefs,Dave Lindstrom,DE,1,66,70,4
kansas-city-chiefs,Dave Rozumek,MLB,3,66,68,2
kansas-city-chiefs,Don Parrish,DT,1,70,74,4
kansas-city-chiefs,Earl Gant,RB,0,62,66,4
kansas-city-chiefs,Ed Beckman,TE,2,58,61,3
kansas-city-chiefs,Frank Manumaleuga,MLB,0,70,74,4
kansas-city-chiefs,Gary Barbaro,S,3,95,97,2
kansas-city-chiefs,Gary Green,CB,2,91,94,3
kansas-city-chiefs,Gary Spani,MLB,1,87,91,4
kansas-city-chiefs,Gerald Jackson,CB,0,65,69,4
kansas-city-chiefs,Henry Marshall,WR,3,76,78,2
kansas-city-chiefs,Herb Christopher,S,0,70,74,4
kansas-city-chiefs,Horace Belton,RB,1,59,63,4
kansas-city-chiefs,Horace Perkins,CB,0,63,67,4
kansas-city-chiefs,J.T. Smith,WR,1,68,72,4
kansas-city-chiefs,Jack Rudnay,C,9,86,86,0
kansas-city-chiefs,Jan Stenerud,K,12,76,76,0
kansas-city-chiefs,Jerry Blanton,MLB,0,54,58,4
kansas-city-chiefs,Jerry Reese,S,0,77,81,4
kansas-city-chiefs,Jim Nicholson,OT,5,69,70,1
kansas-city-chiefs,Johnnie Dirden,WR,1,60,64,4
kansas-city-chiefs,Ken Kremer,DT,0,61,65,4
kansas-city-chiefs,Larry Brown,OT,1,72,76,4
kansas-city-chiefs,M.L. Carter,CB,0,74,78,4
kansas-city-chiefs,Matt Herkenhoff,OT,3,70,72,2
kansas-city-chiefs,Mike Bell,DE,0,68,72,4
kansas-city-chiefs,Mike Livingston,QB,11,73,73,0
kansas-city-chiefs,Mike Williams,RB,0,65,69,4
kansas-city-chiefs,Rod Walters,OG,3,64,66,2
kansas-city-chiefs,Stan Rome,WR,0,61,65,4
kansas-city-chiefs,Steve Fuller,QB,0,70,74,4
kansas-city-chiefs,Steve Gaunty,WR,0,61,65,4
kansas-city-chiefs,Sylvester Hicks,DE,1,72,76,4
kansas-city-chiefs,Ted McKnight,RB,2,76,79,3
kansas-city-chiefs,Tim Collier,CB,3,74,76,2
kansas-city-chiefs,Tom Condon,OG,5,69,70,1
kansas-city-chiefs,Tom Howard,OLB,2,74,77,3
kansas-city-chiefs,Tony Reed,RB,2,74,77,3
kansas-city-chiefs,Tony Samuels,TE,2,68,71,3
kansas-city-chiefs,Walter White,TE,4,64,65,1
kansas-city-chiefs,Whitney Paul,OLB,3,77,79,2
kansas-city-chiefs,Wilbert Haslip,RB,0,58,62,4
los-angeles-rams,Bill Bain,OG,4,70,71,1
los-angeles-rams,Bill Dunstan,DT,5,66,67,1
los-angeles-rams,Billy Waddy,WR,2,74,77,3
los-angeles-rams,Bob Brudzinski,OLB,2,84,87,3
los-angeles-rams,Bob Lee,QB,10,69,69,0
los-angeles-rams,Charle Young,TE,6,74,74,0
los-angeles-rams,Cullen Bryant,RB,6,84,84,0
los-angeles-rams,Dan Ryczek,C,6,63,63,0
los-angeles-rams,Dave Elmendorf,S,8,85,85,0
los-angeles-rams,Dennis Harrah,OG,4,89,90,1
los-angeles-rams,Doug France,OT,4,89,90,1
los-angeles-rams,Doug Smith,OG,1,60,64,4
los-angeles-rams,Drew Hill,WR,0,66,70,4
los-angeles-rams,Dwayne O'Steen,CB,1,79,83,4
los-angeles-rams,Eddie Brown,S,7,69,69,0
los-angeles-rams,Eddie Hill,RB,0,61,65,4
los-angeles-rams,Elvis Peacock,RB,0,59,63,4
los-angeles-rams,Frank Corral,K,1,58,62,4
los-angeles-rams,Fred Dryer,DE,10,83,83,0
los-angeles-rams,George Andrews,OLB,0,69,73,4
los-angeles-rams,Gordon Gravelle,OT,7,77,77,0
los-angeles-rams,Greg Westbrooks,OLB,4,66,67,1
los-angeles-rams,Ivory Sully,S,0,63,67,4
los-angeles-rams,Jack Reynolds,MLB,9,89,89,0
los-angeles-rams,Jack Youngblood,DE,8,97,97,0
los-angeles-rams,Jackie Slater,OT,3,83,85,2
los-angeles-rams,Jackie Wallace,CB,6,70,70,0
los-angeles-rams,Jeff Rutledge,QB,0,68,72,4
los-angeles-rams,Jeff Severson,S,6,67,67,0
los-angeles-rams,Jerry Wilkinson,DE,0,66,70,4
los-angeles-rams,Jim Jodat,RB,2,68,71,3
los-angeles-rams,Jim Youngblood,OLB,6,85,85,0
los-angeles-rams,Joe Harris,OLB,3,62,64,2
los-angeles-rams,John Williams,OT,11,79,79,0
los-angeles-rams,Ken Clark,P,0,73,77,4
los-angeles-rams,Kent Hill,OG,0,78,82,4
los-angeles-rams,Kevin McLain,MLB,3,63,65,2
los-angeles-rams,Larry Brooks,DT,7,81,81,0
los-angeles-rams,Lawrence McCutcheon,RB,6,81,81,0
los-angeles-rams,Mike Fanning,DT,4,74,75,1
los-angeles-rams,Nolan Cromwell,S,2,83,86,3
los-angeles-rams,Pat Haden,QB,3,86,88,2
los-angeles-rams,Pat Thomas,CB,3,87,89,2
los-angeles-rams,Preston Dennard,WR,1,74,78,4
los-angeles-rams,Reggie Doss,DE,1,70,74,4
los-angeles-rams,Rich Saul,C,9,90,90,0
los-angeles-rams,Ricky Odom,CB,1,61,65,4
los-angeles-rams,Rod Perry,CB,4,81,82,1
los-angeles-rams,Ron Jessie,WR,8,71,71,0
los-angeles-rams,Ron Smith,WR,1,71,75,4
los-angeles-rams,Sidney Justin,CB,0,52,56,4
los-angeles-rams,Terry Nelson,TE,5,78,79,1
los-angeles-rams,Vince Ferragamo,QB,2,76,79,3
los-angeles-rams,Wendell Tyler,RB,2,83,86,3
los-angeles-rams,Willie Miller,WR,4,69,70,1
miami-dolphins,A.J. Duhe,DE,2,76,79,3
miami-dolphins,Bob Baumhower,DT,2,89,92,3
miami-dolphins,Bob Griese,QB,12,83,83,0
miami-dolphins,Bob Kuechenberg,OT,9,89,89,0
miami-dolphins,Bob Matheson,MLB,12,72,72,0
miami-dolphins,Bob Torrey,RB,0,49,53,4
miami-dolphins,Bruce Hardy,TE,1,74,78,4
miami-dolphins,Carl Barisich,DT,6,66,66,0
miami-dolphins,Charlie Babb,S,7,72,72,0
miami-dolphins,Cleveland Green,OT,0,66,70,4
miami-dolphins,Delvin Williams,RB,5,87,88,1
miami-dolphins,Don Bessillieu,S,0,63,67,4
miami-dolphins,Don Strock,QB,5,72,73,1
miami-dolphins,Doug Betters,DE,1,80,84,4
miami-dolphins,Duriel Harris,WR,3,85,87,2
miami-dolphins,Earnest Rhone,OLB,4,77,78,1
miami-dolphins,Ed Newman,OG,6,72,72,0
miami-dolphins,Ed Taylor,CB,4,68,69,1
miami-dolphins,Eric Laakso,OT,1,64,68,4
miami-dolphins,Gary Davis,RB,3,77,79,2
miami-dolphins,George Roberts,P,1,75,79,4
miami-dolphins,Gerald Small,CB,1,81,85,4
miami-dolphins,Glenn Blackwood,S,0,68,72,4
miami-dolphins,Guy Benjamin,QB,1,67,71,4
miami-dolphins,Jeff Toews,OG,0,64,68,4
miami-dolphins,Jim Langer,C,9,81,81,0
miami-dolphins,Jimmy Cefalo,WR,1,71,75,4
miami-dolphins,Jon Giesler,OT,0,67,71,4
miami-dolphins,Kim Bokamper,OLB,2,83,86,3
miami-dolphins,Larry Csonka,RB,10,80,80,0
miami-dolphins,Larry Gordon,OLB,3,87,89,2
miami-dolphins,Larry Little,OG,12,89,89,0
miami-dolphins,Mark Dennard,C,0,60,64,4
miami-dolphins,Mel Land,OLB,0,63,67,4
miami-dolphins,Mike Current,OT,12,79,79,0
miami-dolphins,Mike Kozlowski,S,0,66,70,4
miami-dolphins,Nat Moore,WR,5,90,91,1
miami-dolphins,Neal Colzie,CB,4,74,75,1
miami-dolphins,Norm Bulaich,RB,9,76,76,0
miami-dolphins,Norris Thomas,CB,2,74,77,3
miami-dolphins,Ralph Ortega,OLB,4,69,70,1
miami-dolphins,Ronnie Lee,TE,0,64,68,4
miami-dolphins,Rusty Chambers,MLB,4,72,73,1
miami-dolphins,Steve Howell,RB,0,45,49,4
miami-dolphins,Steve Towle,MLB,4,80,81,1
miami-dolphins,Tim Foley,S,9,82,82,0
miami-dolphins,Tony Nathan,RB,0,74,78,4
miami-dolphins,Uwe Von Schamann,K,0,82,86,4
miami-dolphins,Vern Den Herder,DE,8,88,88,0
minnesota-vikings,Ahmad Rashad,WR,6,90,90,0
minnesota-vikings,Bob Tucker,TE,9,74,74,0
minnesota-vikings,Bobby Bryant,CB,10,72,72,0
minnesota-vikings,Brent McClanahan,RB,6,68,68,0
minnesota-vikings,Charlie Goodrum,OG,6,76,76,0
minnesota-vikings,Chuck Foreman,RB,6,69,69,0
minnesota-vikings,Dave Huffman,C,0,60,64,4
minnesota-vikings,Dave Roller,DT,4,69,70,1
minnesota-vikings,Dennis Swilley,C,2,74,77,3
minnesota-vikings,Derrel Luce,OLB,4,70,71,1
minnesota-vikings,Doug Sutherland,DT,9,74,74,0
minnesota-vikings,Douglas Cunningham,WR,0,52,56,4
minnesota-vikings,Frank Myers,OT,1,70,74,4
minnesota-vikings,Fred McNeill,OLB,5,85,86,1
minnesota-vikings,Greg Coleman,P,2,75,78,3
minnesota-vikings,James White,DT,3,72,74,2
minnesota-vikings,Jeff Siemon,MLB,7,88,88,0
minnesota-vikings,Jim Hough,OG,1,64,68,4
minnesota-vikings,Jim Marshall,DE,19,71,71,0
minnesota-vikings,Jimmy Edwards,RB,0,45,49,4
minnesota-vikings,John Turner,CB,1,74,78,4
minnesota-vikings,Keith Nord,S,0,66,70,4
minnesota-vikings,Kevin Miller,WR,1,63,67,4
minnesota-vikings,Kurt Knoff,S,2,58,61,3
minnesota-vikings,Mark Mullaney,DE,4,65,66,1
minnesota-vikings,Matt Blair,OLB,5,90,91,1
minnesota-vikings,Nate Allen,CB,8,68,68,0
minnesota-vikings,Nate Wright,CB,10,70,70,0
minnesota-vikings,Paul Krause,S,15,72,72,0
minnesota-vikings,Phillip Wise,S,8,65,65,0
minnesota-vikings,Randy Holloway,DE,1,62,66,4
minnesota-vikings,Rick Danmeier,K,2,67,70,3
minnesota-vikings,Rickey Young,RB,4,81,82,1
minnesota-vikings,Robert Miller,RB,4,68,69,1
minnesota-vikings,Robert Steele,WR,1,63,67,4
minnesota-vikings,Ron Yary,OT,11,86,86,0
minnesota-vikings,Sammy White,WR,3,84,86,2
minnesota-vikings,Scott Studwell,MLB,2,75,78,3
minnesota-vikings,Steve Dils,QB,0,68,72,4
minnesota-vikings,Steve Niehaus,DT,3,64,66,2
minnesota-vikings,Steve Riley,OT,5,78,79,1
minnesota-vikings,Stu Voigt,TE,9,72,72,0
minnesota-vikings,Ted Brown,RB,0,70,74,4
minnesota-vikings,Terry LeCount,WR,1,69,73,4
minnesota-vikings,Tim Baylor,S,3,69,71,2
minnesota-vikings,Tom Hannon,S,2,77,80,3
minnesota-vikings,Tommy Kramer,QB,2,86,89,3
minnesota-vikings,Wally Hilgenberg,OLB,15,69,69,0
minnesota-vikings,Wes Hamilton,OG,3,75,77,2
new-england-patriots,Allan Clark,RB,0,54,58,4
new-england-patriots,Andy Johnson,RB,5,77,78,1
new-england-patriots,Bill Lenkaitis,C,11,77,77,0
new-england-patriots,Bill Matthews,MLB,0,54,58,4
new-england-patriots,Bob Cryder,OT,1,66,70,4
new-england-patriots,Bob Golic,DT,0,65,69,4
new-england-patriots,Carlos Pennywell,WR,1,63,67,4
new-england-patriots,Dick Conn,S,5,66,67,1
new-england-patriots,Don Calhoun,RB,5,76,77,1
new-england-patriots,Don Hasselbeck,TE,2,78,81,3
new-england-patriots,Donald Westbrook,WR,2,63,66,3
new-england-patriots,Doug Beaudoin,S,3,67,69,2
new-england-patriots,Dwight Wheeler,OT,1,73,77,4
new-england-patriots,Eddie Hare,P,0,64,68,4
new-england-patriots,Garry Puetz,OG,6,75,75,0
new-england-patriots,Harold Jackson,WR,12,87,87,0
new-england-patriots,Horace Ivory,RB,2,77,80,3
new-england-patriots,John Hannah,OG,6,96,96,0
new-england-patriots,John Smith,K,5,76,77,1
new-england-patriots,John Zamberlin,MLB,0,66,70,4
new-england-patriots,Julius Adams,DE,8,74,74,0
new-england-patriots,Mark Buben,DT,0,67,71,4
new-england-patriots,Mark Washington,CB,9,65,65,0
new-england-patriots,Matt Cavanaugh,QB,0,66,70,4
new-england-patriots,Mel Lunsford,DE,6,76,76,0
new-england-patriots,Mike Hawkins,OLB,1,68,72,4
new-england-patriots,Mike Haynes,CB,3,98,99,1
new-england-patriots,Mosi Tatupu,RB,1,66,70,4
new-england-patriots,Pete Brock,OT,3,71,73,2
new-england-patriots,Prentice McCray,S,5,74,75,1
new-england-patriots,Ray Costict,OLB,2,63,66,3
new-england-patriots,Ray Hamilton,DT,6,78,78,0
new-england-patriots,Ray Jarvis,WR,8,61,61,0
new-england-patriots,Raymond Clayborn,CB,2,87,90,3
new-england-patriots,Richard Bishop,DE,3,76,78,2
new-england-patriots,Rick Sanford,CB,0,63,67,4
new-england-patriots,Rod Shoate,OLB,3,79,81,2
new-england-patriots,Russ Francis,TE,4,96,97,1
new-england-patriots,Sam Adams,OG,7,85,85,0
new-england-patriots,Sam Cunningham,RB,6,82,82,0
new-england-patriots,Sam Hunt,MLB,5,75,76,1
new-england-patriots,Shelby Jordan,OT,3,74,76,2
new-england-patriots,Stanley Morgan,WR,2,82,85,3
new-england-patriots,Steve Grogan,QB,4,89,90,1
new-england-patriots,Steve King,OLB,6,73,73,0
new-england-patriots,Steve Nelson,MLB,5,80,81,1
new-england-patriots,Terry Falcon,C,1,52,56,4
new-england-patriots,Tim Fox,S,3,87,89,2
new-england-patriots,Tom Owen,QB,5,67,68,1
new-england-patriots,Tony McGee,DE,8,73,73,0
new-orleans-saints,Archie Manning,QB,7,80,80,0
new-orleans-saints,Barry Bennett,DT,1,67,71,4
new-orleans-saints,Bobby Scott,QB,7,66,66,0
new-orleans-saints,Brooks Williams,TE,1,62,66,4
new-orleans-saints,Chuck Muncie,RB,3,90,92,2
new-orleans-saints,Clarence Chapman,CB,4,68,69,1
new-orleans-saints,Conrad Dobler,OG,7,82,82,0
new-orleans-saints,Dave Lafary,OG,2,69,72,3
new-orleans-saints,David Gray,CB,0,60,64,4
new-orleans-saints,Derland Moore,DT,6,69,69,0
new-orleans-saints,Don Reese,DE,5,64,65,1
new-orleans-saints,Donald Schwartz,CB,1,60,64,4
new-orleans-saints,Ed Burns,QB,0,60,64,4
new-orleans-saints,Elex Price,DT,6,70,70,0
new-orleans-saints,Elois Grooms,DE,4,73,74,1
new-orleans-saints,Emanuel Zanders,OG,5,71,72,1
new-orleans-saints,Eric Felton,CB,1,64,68,4
new-orleans-saints,Fred Sturt,OG,3,69,71,2
new-orleans-saints,Garo Yepremian,K,11,82,82,0
new-orleans-saints,Henry Childs,TE,5,90,91,1
new-orleans-saints,Ike Harris,WR,4,80,81,1
new-orleans-saints,J.T. Taylor,OT,1,76,80,4
new-orleans-saints,Jack Holmes,RB,1,56,60,4
new-orleans-saints,Jim Kovach,MLB,0,52,56,4
new-orleans-saints,Jim Merlo,OLB,5,68,69,1
new-orleans-saints,Jim Pietrzak,C,4,51,52,1
new-orleans-saints,Joe Campbell,DE,2,70,73,3
new-orleans-saints,Joe Federspiel,MLB,7,74,74,0
new-orleans-saints,John Hill,C,7,71,71,0
new-orleans-saints,John Watson,OT,7,66,66,0
new-orleans-saints,Ken Bordelon,OLB,3,68,70,2
new-orleans-saints,Kim Jones,RB,3,63,65,2
new-orleans-saints,Larry Hardy,TE,1,63,67,4
new-orleans-saints,Michael Strachan,RB,4,69,70,1
new-orleans-saints,Mike Fultz,DE,2,59,62,3
new-orleans-saints,Pat Hughes,OLB,9,71,71,0
new-orleans-saints,Ralph McGill,S,7,75,75,0
new-orleans-saints,Ray Brown,S,8,77,77,0
new-orleans-saints,Reggie Mathis,OLB,0,57,61,4
new-orleans-saints,Rich Mauti,WR,2,66,69,3
new-orleans-saints,Rick Partridge,P,0,56,60,4
new-orleans-saints,Ricky Ray,CB,0,64,68,4
new-orleans-saints,Robert Woods,OT,6,72,72,0
new-orleans-saints,Roger Finnie,OT,10,73,73,0
new-orleans-saints,Russell Erxleben,P,0,52,56,4
new-orleans-saints,Tinker Owens,WR,3,73,75,2
new-orleans-saints,Tom Myers,S,7,79,79,0
new-orleans-saints,Tony Galbreath,RB,3,86,88,2
new-orleans-saints,Wayne Wilson,RB,0,61,65,4
new-orleans-saints,Wes Chandler,WR,1,88,92,4
new-york-giants,Al Dixon,TE,2,62,65,3
new-york-giants,Alan Caldwell,CB,0,57,61,4
new-york-giants,Beasley Reece,S,3,68,70,2
new-york-giants,Billy Taylor,RB,1,65,69,4
new-york-giants,Brad Benson,OT,2,71,74,3
new-york-giants,Brad Van Pelt,OLB,6,86,86,0
new-york-giants,Brian Kelley,OLB,6,82,82,0
new-york-giants,Calvin Miller,DT,0,56,60,4
new-york-giants,Cleveland Jackson,TE,0,54,58,4
new-york-giants,Dan Fowler,OG,0,59,63,4
new-york-giants,Dan Lloyd,MLB,3,63,65,2
new-york-giants,Dave Jennings,P,5,94,95,1
new-york-giants,Doug Kotar,RB,5,77,78,1
new-york-giants,Doug Van Horn,OG,12,76,76,0
new-york-giants,Dwight Scales,WR,3,63,65,2
new-york-giants,Earnest Gray,WR,0,73,77,4
new-york-giants,Eddie Hicks,RB,0,56,60,4
new-york-giants,Emery Moorehead,TE,2,76,79,3
new-york-giants,Ernie Jones,S,3,63,65,2
new-york-giants,Frank Marion,MLB,2,58,61,3
new-york-giants,Gary Jeter,DE,2,74,77,3
new-york-giants,Gary Shirk,TE,3,81,83,2
new-york-giants,Gene Washington,WR,9,75,75,0
new-york-giants,George Martin,DE,4,73,74,1
new-york-giants,Gordon King,OT,1,64,68,4
new-york-giants,Gus Coppens,OT,0,52,56,4
new-york-giants,Harry Carson,MLB,3,80,82,2
new-york-giants,J.T. Turner,OG,2,67,70,3
new-york-giants,Jeff Weston,OT,0,64,68,4
new-york-giants,Jim Clack,C,8,77,77,0
new-york-giants,Jim Robinson,WR,3,75,77,2
new-york-giants,Joe Danelo,K,4,71,72,1
new-york-giants,Joe Pisarcik,QB,2,72,75,3
new-york-giants,John Mendenhall,DT,7,74,74,0
new-york-giants,John Skorupan,OLB,6,63,63,0
new-york-giants,Johnny Perkins,WR,2,73,76,3
new-york-giants,Keith Eck,C,0,43,47,4
new-york-giants,Ken Johnson,RB,0,54,58,4
new-york-giants,Loaird McCreary,WR,3,52,54,2
new-york-giants,Mike McCoy,DT,9,74,74,0
new-york-giants,Odis McKinney,CB,1,68,72,4
new-york-giants,Phil Simms,QB,0,76,80,4
new-york-giants,Philip Tabor,DE,0,59,63,4
new-york-giants,Randy Coffield,OLB,3,56,58,2
new-york-giants,Randy Dean,QB,2,61,64,3
new-york-giants,Ray Oldham,S,6,69,69,0
new-york-giants,Ray Rhodes,CB,5,70,71,1
new-york-giants,Ron Mikolajczyk,OT,4,69,70,1
new-york-giants,Roy Simmons,OG,0,69,73,4
new-york-giants,Terry Jackson,CB,1,75,79,4
new-york-giants,Tom Mullady,TE,0,58,62,4
new-york-giants,Tom Neville,OT,13,74,74,0
new-york-jets,Abdul Salaam,DT,3,70,72,2
new-york-jets,Bob Raba,TE,2,58,61,3
new-york-jets,Bob Winkel,DE,0,66,70,4
new-york-jets,Bobby Jackson,CB,1,76,80,4
new-york-jets,Bobby Jones,WR,1,64,68,4
new-york-jets,Bruce Harper,RB,2,68,71,3
new-york-jets,Burgess Owens,S,6,80,80,0
new-york-jets,Chris Ward,OT,1,76,80,4
new-york-jets,Chuck Ramsey,P,2,78,81,3
new-york-jets,Clark Gaines,RB,3,72,74,2
new-york-jets,Dan Alexander,OG,2,75,78,3
new-york-jets,Dave Jacobs,K,0,50,54,4
new-york-jets,Derrick Gaffney,WR,1,74,78,4
new-york-jets,Donald Dykes,CB,0,67,71,4
new-york-jets,Ed McGlasson,C,0,55,59,4
new-york-jets,Eric Cunningham,OG,0,64,68,4
new-york-jets,Greg Buttle,OLB,3,82,84,2
new-york-jets,Jerome Barkum,TE,7,74,74,0
new-york-jets,Joe Fields,C,4,71,72,1
new-york-jets,Joe Klecko,DT,2,93,96,3
new-york-jets,Joe Pellegrini,DT,1,66,70,4
new-york-jets,John Hennessy,MLB,2,62,65,3
new-york-jets,John Roman,OT,3,66,68,2
new-york-jets,John Sullivan,OLB,0,62,66,4
new-york-jets,Johnny Lynn,CB,0,68,72,4
new-york-jets,Ken Schroy,S,2,67,70,3
new-york-jets,Kevin Long,RB,2,61,64,3
new-york-jets,Lawrence Pillers,DE,3,69,71,2
new-york-jets,Mark Gastineau,DE,0,60,64,4
new-york-jets,Marty Lyons,DE,0,66,70,4
new-york-jets,Marvin Powell,OT,2,90,93,3
new-york-jets,Matt Robinson,QB,2,73,76,3
new-york-jets,Mickey Shuler,TE,1,71,75,4
new-york-jets,Mike McKibben,OLB,0,65,69,4
new-york-jets,Pat Leahy,K,5,80,81,1
new-york-jets,Pat Ryan,QB,1,69,73,4
new-york-jets,Paul Darby,WR,0,58,62,4
new-york-jets,Randy Rasmussen,OG,12,80,80,0
new-york-jets,Richard Todd,QB,3,83,85,2
new-york-jets,Richie Szaro,K,3,68,70,2
new-york-jets,Roger Farmer,WR,0,52,56,4
new-york-jets,Ron Crosby,OLB,1,65,69,4
new-york-jets,Scott Dierking,RB,2,69,72,3
new-york-jets,Shafer Suggs,S,3,72,74,2
new-york-jets,Stan Blinka,MLB,0,69,73,4
new-york-jets,Stan Waldemore,OG,1,68,72,4
new-york-jets,Tim Moresco,CB,2,64,67,3
new-york-jets,Tom Newton,RB,2,45,48,3
new-york-jets,Toni Linhart,K,6,74,74,0
new-york-jets,Wesley Walker,WR,2,85,88,3
new-york-jets,Woody Bennett,RB,0,49,53,4
oakland-raiders,Art Shell,OT,11,96,96,0
oakland-raiders,Art Whittington,RB,1,81,85,4
oakland-raiders,Booker Russell,RB,1,61,65,4
oakland-raiders,Bruce Davis,OT,0,68,72,4
oakland-raiders,Charles Philyaw,DE,3,62,64,2
oakland-raiders,Charlie Phillips,S,4,70,71,1
oakland-raiders,Clarence Hawkins,RB,0,61,65,4
oakland-raiders,Cliff Branch,WR,7,90,90,0
oakland-raiders,Dan Medlin,OG,9,69,69,0
oakland-raiders,Dave Browning,DE,1,73,77,4
oakland-raiders,Dave Casper,TE,5,90,91,1
oakland-raiders,Dave Dalby,C,7,88,88,0
oakland-raiders,Dave Pear,DT,4,78,79,1
oakland-raiders,David Humm,QB,4,67,68,1
oakland-raiders,Derrick Jensen,RB,0,66,70,4
oakland-raiders,Derrick Ramsey,TE,1,70,74,4
oakland-raiders,Gene Upshaw,OG,12,91,91,0
oakland-raiders,Henry Lawrence,OT,5,86,87,1
oakland-raiders,Henry Williams,CB,0,72,76,4
oakland-raiders,Ira Matthews,RB,0,67,71,4
oakland-raiders,Jack Tatum,S,7,77,77,0
oakland-raiders,Jeff Barnes,OLB,2,66,69,3
oakland-raiders,Jim Breech,K,0,80,84,4
oakland-raiders,Jim Plunkett,QB,8,89,89,0
oakland-raiders,Joe Bell,DT,0,50,54,4
oakland-raiders,Joe Stewart,WR,1,59,63,4
oakland-raiders,John Huddleston,MLB,1,50,54,4
oakland-raiders,John Matuszak,DE,6,79,79,0
oakland-raiders,John Vella,OT,7,62,62,0
oakland-raiders,Ken Stabler,QB,9,80,80,0
oakland-raiders,Larry Brunson,WR,5,66,67,1
oakland-raiders,Lester Hayes,CB,2,87,90,3
oakland-raiders,Mark van Eeghen,RB,5,86,87,1
oakland-raiders,Mickey Marvin,OG,2,71,74,3
oakland-raiders,Mike Davis,S,2,80,83,3
oakland-raiders,Monte Jackson,CB,4,91,92,1
oakland-raiders,Monte Johnson,MLB,6,84,84,0
oakland-raiders,Morris Bradshaw,WR,5,75,76,1
oakland-raiders,Pat Toomay,DE,9,71,71,0
oakland-raiders,Phil Villapiano,MLB,8,84,84,0
oakland-raiders,Ray Guy,P,6,94,94,0
oakland-raiders,Raymond Chester,TE,9,96,96,0
oakland-raiders,Reggie Kinlaw,DT,0,64,68,4
oakland-raiders,Rich Martini,WR,0,69,73,4
oakland-raiders,Rod Martin,OLB,2,77,80,3
oakland-raiders,Rufus Bess,CB,0,60,64,4
oakland-raiders,Steve Sylvester,OG,4,78,79,1
oakland-raiders,Ted Hendricks,OLB,10,85,85,0
oakland-raiders,Terry Robiskie,RB,2,68,71,3
oakland-raiders,Todd Christensen,RB,0,56,60,4
oakland-raiders,Willie Jones,DE,0,53,57,4
philadelphia-eagles,Al Chesley,MLB,0,63,67,4
philadelphia-eagles,Al Latimer,CB,0,63,67,4
philadelphia-eagles,Bill Bergey,MLB,10,91,91,0
philadelphia-eagles,Billy Campfield,RB,1,77,81,4
philadelphia-eagles,Bob Howard,CB,12,72,72,0
philadelphia-eagles,Brenard Wilson,S,0,74,78,4
philadelphia-eagles,Carl Hairston,DE,3,80,82,2
philadelphia-eagles,Charlie Johnson,DT,2,79,82,3
philadelphia-eagles,Charlie Smith,CB,3,52,54,2
