year,name,pos,age,rating,potential,draft_pick,round,college,career_av,pro_bowls,ever_played,source,ordering,raise_basis
1981,Jeff Fisher,S,23,61,65,177,7,USC,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Obed Ariri,K,25,61,65,178,7,Clemson,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Daum,OT,22,61,65,179,7,Cal Poly-San Luis Obispo,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Billy Jackson,RB,21,60,66,180,7,Alabama,13,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Steve Busick,MLB,22,60,67,181,7,USC,26,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lee Spivey,OT,22,60,64,182,7,SMU,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,David Little,MLB,22,60,73,183,7,Florida,63,1,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Don Shaver,RB,22,60,64,184,7,Kutztown (PA),,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken Toler,WR,22,60,64,185,7,Mississippi,2,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Brad Scovill,TE,22,60,64,186,7,Penn St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Eddie Johnson,MLB,22,60,69,187,7,Louisville,37,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Steve Doolittle,OLB,22,60,64,188,7,Colorado,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Pete Holohan,TE,22,60,67,189,7,Notre Dame,29,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Clark,DE,22,60,64,190,7,Florida,2,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken Miller,S,22,60,64,191,7,Eastern Michigan,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Doak Field,OLB,22,60,64,192,7,Baylor,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Don Washington,S,22,59,67,193,7,Texas A&M-Kingsville,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken Naber,K,22,59,67,194,8,Stanford,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lloyd Jones,WR,22,59,67,195,8,BYU,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Eric Lane,RB,22,59,68,196,8,BYU,6,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,John Powers,OG,22,59,67,197,8,Michigan,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Fisher,WR,23,59,67,198,8,Baylor,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Denver Johnson,OT,22,59,67,199,8,Tulsa,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Larry Werts,OLB,22,59,67,200,8,Jackson St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Charlie Brown,WR,22,59,73,201,8,South Carolina St.,38,2,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bobby Kemp,S,22,59,72,202,8,Cal State-Fullerton,29,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Garry White,RB,22,59,67,203,8,Minnesota,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken Sitton,S,22,59,67,204,8,Oklahoma,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Scott Zettek,DT,22,59,67,205,8,Notre Dame,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,David Dorn,WR,22,59,67,206,8,Rutgers,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mark Reed,QB,22,59,67,207,8,Moorhead State (MN),0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,William Judson,S,22,59,72,208,8,South Carolina St.,37,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Frank Wilson,TE,22,59,67,209,8,Rice,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Wade Wilson,QB,22,59,74,210,8,East Texas A&M,49,1,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bob Niziolek,TE,23,59,67,211,8,Colorado,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lin Dawson,TE,22,59,70,212,8,North Carolina St.,12,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,J.C. Watts,S,22,59,67,213,8,Oklahoma,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Gene Gladys,OLB,22,59,67,214,8,Penn St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Kevin Evans,S,22,59,67,215,8,Arkansas,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Art Plunkett,OT,22,59,68,216,8,UNLV,8,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Willie Tullis,S,23,59,71,217,8,Troy,26,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Paul Piurowski,OLB,22,58,66,218,8,Florida St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Clifford Toney,S,22,58,66,219,8,Auburn,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Hosea Taylor,DE,22,58,66,220,8,Houston,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Billy Ard,OG,22,58,73,221,8,Wake Forest,51,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Toussaint Tyler,RB,22,58,66,222,9,Washington,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Stone,RB,22,58,66,223,9,Notre Dame,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Byron Hunt,OLB,22,58,68,224,9,SMU,18,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Admiral Dewey Larry,S,22,58,66,225,9,UNLV,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Stump Mitchell,RB,22,58,71,226,9,The Citadel,43,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Tim Huffman,OG,22,58,68,227,9,Notre Dame,15,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Ford,QB,22,58,66,228,9,SMU,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Hannula,OT,22,58,66,229,9,Northern Illinois,1,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Samoa Samoa,RB,22,58,66,230,9,Washington St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Darryl Grant,DT,21,58,73,231,9,Rice,49,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Frank Ditta,OG,22,58,66,232,9,Baylor,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Tim Gooch,DT,22,58,66,233,9,Kentucky,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Rusty Olsen,DE,22,57,65,234,9,Washington,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,John Noonan,WR,22,57,65,235,9,Nebraska,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Whatley,WR,22,57,65,236,9,Washington St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Anthony Vereen,S,22,57,65,237,9,Southeastern Louisiana,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Hugh Jernigan,S,22,57,65,238,9,Arkansas,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,James Hunter,DT,23,57,65,239,9,USC,1,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,David Martin,S,22,57,65,240,9,Villanova,1,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Robb Riddick,RB,24,57,67,241,9,Millersville,17,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ron Seawell,OLB,22,57,65,242,9,Portland St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Avon Riley,OLB,23,57,68,243,9,UCLA,25,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Randy Schleusener,OG,22,57,65,244,9,Nebraska,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Calvin Fance,RB,22,57,65,245,9,Rice,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Wilson,WR,22,57,68,246,9,Washington St.,22,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Chuck Commiskey,OG,23,57,66,247,9,Mississippi,9,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Curt Mohl,OT,22,57,65,248,9,UCLA,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Hokie Gajan,RB,22,57,67,249,10,LSU,15,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Barker,DT,22,57,65,250,10,Grambling St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Marty Wetzel,MLB,23,57,65,251,10,Tulane,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken Dawson,RB,22,57,65,252,10,Savannah St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,James Mallard,WR,22,57,65,253,10,Alabama,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ken McCune,DE,22,57,65,254,10,Texas,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Nickie Hall,QB,22,57,65,255,10,Tulane,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Gregg Gerken,OLB,22,57,65,256,10,Northern Arizona,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Phil Kessel,QB,22,57,65,257,10,Northern Michigan,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Hubert Simpson,RB,22,57,65,258,10,Tennessee,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Trent Bryant,S,22,56,64,259,10,Arkansas,4,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Tim Clifford,QB,22,56,64,260,10,Indiana,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Steve Folsom,TE,23,56,65,261,10,Utah,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Les Studdard,C,22,56,64,262,10,Texas,3,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Joiner,WR,22,56,64,263,10,Miami (FL),,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Andy Cannavino,OLB,22,56,64,264,10,Michigan,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Mayock,S,23,56,64,265,10,Boston Col.,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,James Murphy,WR,21,56,64,266,10,Utah St.,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Allan Kennedy,OT,23,56,64,267,10,Washington St.,4,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Robert Parham,RB,22,56,64,268,10,Grambling St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Robert Alexander,RB,23,56,64,269,10,West Virginia,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Larry Jones,RB,22,56,64,270,10,Colorado St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Dean Prater,DE,22,56,65,271,10,Oklahoma St.,6,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Justin Cross,OT,22,56,65,272,10,Western St. (CO),8,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Pat Graham,DT,22,56,64,273,10,California,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Robert Murphy,S,22,56,64,274,10,Ohio St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Hubie Oliver,RB,23,56,66,275,10,Arizona,12,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Frank Hawkins,RB,22,56,66,276,10,Nevada,15,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lester Mickens,WR,22,56,64,277,11,Kansas,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ed Gall,DT,22,56,64,278,11,Maryland,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lance Olander,RB,22,56,64,279,11,Colorado,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Matt Petrzelka,OT,22,56,64,280,11,Iowa,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Sherrod,TE,22,56,64,281,11,Illinois,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Forrest Valora,OLB,22,56,64,282,11,Oklahoma,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Johnny Ray Smith,S,24,56,64,283,11,Lamar,4,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jerry Hill,WR,22,56,64,284,11,North Alabama,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Robert Jackson,S,22,55,66,285,11,Central Michigan,23,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ronnie DeBose,TE,22,55,63,286,11,UCLA,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Lonnie Johnson,RB,22,55,63,287,11,Indiana,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Holden Smith,WR,22,55,63,288,11,California,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Frank Case,DE,23,55,63,289,11,Penn St.,1,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Pat Walker,WR,22,55,63,290,11,Miami (FL),,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Jensen,WR,22,55,65,291,11,Boston Univ.,20,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Rick Trocano,QB,22,55,63,292,11,Pittsburgh,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bill Stephanos,OT,22,55,63,293,11,Boston Col.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Willie Jackson,S,22,55,63,294,11,Mississippi St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Brian Buckley,QB,22,55,63,295,11,Harvard,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Marcellus Greene,S,23,55,63,296,11,Arizona,1,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Claude Mathews,OG,22,55,63,297,11,Auburn,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Larry Friday,S,23,55,63,298,11,Mississippi St.,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Buster Barnett,TE,22,54,62,299,11,Jackson St.,2,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Carlos Bradley,OLB,21,54,63,300,11,Wake Forest,6,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Keith Chappelle,WR,22,54,62,301,11,Iowa,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Tim Morrison,OG,22,54,62,302,11,Georgia,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Gail Davis,OT,22,54,62,303,11,Virginia Union,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Chester Willis,RB,23,54,62,304,11,Auburn,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jim Wilks,DE,23,54,71,305,12,San Diego St.,63,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jeff Bednarek,DT,22,54,62,306,12,Pacific,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Maher,TE,22,54,62,307,12,Western Illinois,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mike Moeller,OT,22,54,62,308,12,Drake,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Joe Adams,OG,22,54,62,309,12,Nebraska,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Brad White,DT,23,54,63,310,12,Tennessee,10,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Cliff Lewis,OLB,21,54,62,311,12,Southern Miss,4,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mark O'Connell,QB,22,54,62,312,12,Ball St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Major Ogilvie,RB,22,53,61,313,12,Alabama,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Clint Didier,TE,22,53,64,314,12,Portland St.,18,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Eric Scoggins,OLB,22,53,61,315,12,USC,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bob Shupryt,OLB,22,53,61,316,12,New Mexico,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,John Hankerd,OLB,22,53,61,317,12,Notre Dame,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,John Alford,DT,22,53,61,318,12,South Carolina St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bob Gagliano,QB,23,53,62,319,12,Utah St.,13,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Brian Williams,TE,23,52,60,320,12,Southern,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mandel Robinson,RB,22,52,60,321,12,Wyoming,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Joe Adams,QB,22,52,60,322,12,Tennessee St.,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Cris Crissy,S,22,52,60,323,12,Princeton,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Bill Capece,K,22,51,60,324,12,Florida St.,6,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Kevin McGill,OT,22,51,59,325,12,Oregon,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Keith Clark,OLB,22,51,59,326,12,Memphis,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Stacy Charles,WR,22,51,59,327,12,Bethune-Cookman,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Jairo Penaranda,RB,23,51,59,328,12,UCLA,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Nate Lundy,WR,22,50,58,329,12,Indiana,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Mark McCants,S,22,50,58,330,12,Temple,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Ray Ellis,S,22,49,71,331,12,Ohio St.,30,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Phil Nelson,TE,22,48,66,332,12,Delaware,,0,no,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Dave Wilson,QB,22,46,66,333,S,Illinois,16,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
1981,Chy Davidson,WR,22,40,58,334,S,Rhode Island,0,0,yes,PFR 1981 draft listing,draft pick,"career AV, Pro Bowls, All-Pros, seasons started"
