cohort,name,pos,team,appearance,skin_source,skin_agreement,hair_source,band
spine,Elvis Peacock,RB,los-angeles-rams,Head5a Eyes1b Hair1m Beard1a Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Frank Corral,K,los-angeles-rams,Head1a Eyes1c Hair3b Beard3e Eyebrows3a Nose1c Mouth1a Glasses1e Clothes2,archive season-majority,0.67,PHCL NFL79,light
spine,Fred Dryer,DE,los-angeles-rams,Head1c Eyes1a Hair2f Beard2d Eyebrows2b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,George Andrews,OLB,los-angeles-rams,Head3a Eyes1d Hair3j Beard3b Eyebrows3a Nose3d Mouth3a Glasses1e Clothes2,archive season-majority,0.67,PHCL NFL79,light
spine,Gordon Gravelle,OT,los-angeles-rams,Head1c Eyes1b Hair3a Beard3e Eyebrows3b Nose1b Mouth1a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Greg Westbrooks,OLB,los-angeles-rams,Head2a Eyes1b Hair1s Beard1d Eyebrows1b Nose2c Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ivory Sully,S,los-angeles-rams,Head4a Eyes1c Hair1g Beard1a Eyebrows1b Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Jack Reynolds,MLB,los-angeles-rams,Head3c Eyes1a Hair3d Beard3g Eyebrows3b Nose3c Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jack Youngblood,DE,los-angeles-rams,Head3a Eyes1a Hair2e Beard2g Eyebrows2b Nose3a Mouth3b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Jackie Slater,OT,los-angeles-rams,Head5a Eyes1a Hair3g Beard3g Eyebrows3a Nose5b Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Jackie Wallace,CB,los-angeles-rams,Head5a Eyes1d Hair1p Beard1a Eyebrows1b Nose5c Mouth5b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Jeff Rutledge,QB,los-angeles-rams,Head2a Eyes1e Hair3b Beard3b Eyebrows3a Nose2d Mouth2b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Jeff Severson,S,los-angeles-rams,Head3c Eyes1c Hair2e Beard2b Eyebrows2b Nose3b Mouth3a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Jerry Wilkinson,DE,los-angeles-rams,Head3a Eyes1b Hair5c Beard5c Eyebrows5a Nose3d Mouth3b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Jim Jodat,RB,los-angeles-rams,Head3a Eyes1a Hair2f Beard2f2 Eyebrows2b Nose3a Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Jim Youngblood,OLB,los-angeles-rams,Head2a Eyes1a Hair3e Beard3e Eyebrows3a Nose2b Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Joe Harris,OLB,los-angeles-rams,Head4a Eyes1a Hair1p Beard1g Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,0.75,PHCL NFL79,dark
spine,John Williams,OT,los-angeles-rams,Head1c Eyes1d Hair1j Beard1e Eyebrows1b Nose1d Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ken Clark,P,los-angeles-rams,Head1a Eyes1e Hair5h Beard5g Eyebrows5b Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Kent Hill,OG,los-angeles-rams,Head1b Eyes1e Hair5b Beard5g Eyebrows5b Nose1b Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Kevin McLain,MLB,los-angeles-rams,Head1a Eyes1b Hair3f Beard3a Eyebrows3a Nose1a Mouth1a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,Larry Brooks,DT,los-angeles-rams,Head5a Eyes1b Hair1c Beard1b Eyebrows1b Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Lawrence McCutcheon,RB,los-angeles-rams,Head4a Eyes1a Hair1e Beard1e Eyebrows1a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Mike Fanning,DT,los-angeles-rams,Head3b Eyes1c Hair5f Beard5f2 Eyebrows5b Nose3a Mouth3a Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Nolan Cromwell,S,los-angeles-rams,Head5a Eyes1d Hair1q Beard1g Eyebrows1b Nose5d Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Pat Haden,QB,los-angeles-rams,Head3a Eyes1d Hair5k Beard5g Eyebrows5a Nose3a Mouth3b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Pat Thomas,CB,los-angeles-rams,Head4a Eyes1a Hair1r2 Beard1f1 Eyebrows1b Nose4b Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Preston Dennard,WR,los-angeles-rams,Head5a Eyes1b Hair1j Beard1g Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Reggie Doss,DE,los-angeles-rams,Head5b Eyes1e Hair1i Beard1g Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Rich Saul,C,los-angeles-rams,Head1c Eyes1b Hair2l Beard2f2 Eyebrows2b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ricky Odom,CB,los-angeles-rams,Head5a Eyes1d Hair1m Beard1g Eyebrows1b Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Rod Perry,CB,los-angeles-rams,Head4a Eyes1e Hair1r1 Beard1a Eyebrows1b Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ron Jessie,WR,los-angeles-rams,Head5c Eyes1d Hair1a Beard1a Eyebrows1b Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Ron Smith,WR,los-angeles-rams,Head5a Eyes1a Hair1r1 Beard1g Eyebrows1a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Sidney Justin,CB,los-angeles-rams,Head1a Eyes1c Hair4i Beard4b Eyebrows4b Nose1b Mouth1a Glasses1e Clothes2,no source -> league prior,0.00,generated,light
spine,Terry Nelson,TE,los-angeles-rams,Head5a Eyes1c Hair1n Beard1c Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Vince Ferragamo,QB,los-angeles-rams,Head1a Eyes1d Hair3i Beard3a Eyebrows3b Nose1a Mouth1b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Wendell Tyler,RB,los-angeles-rams,Head5a Eyes1e Hair3a Beard3b Eyebrows3b Nose5d Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Willie Miller,WR,los-angeles-rams,Head4c Eyes1b Hair1g Beard1b Eyebrows1a Nose4c Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,A.J. Duhe,DE,miami-dolphins,Head1a Eyes1c Hair5f Beard5f2 Eyebrows5a Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Baumhower,DT,miami-dolphins,Head3b Eyes1b Hair2h Beard2a Eyebrows2b Nose3b Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Bob Griese,QB,miami-dolphins,Head1c Eyes1c Hair3e Beard3f1 Eyebrows3b Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Kuechenberg,OT,miami-dolphins,Head1c Eyes1d Hair2b Beard2d Eyebrows2b Nose1a Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Matheson,MLB,miami-dolphins,Head2c Eyes1c Hair3h Beard3f2 Eyebrows3a Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Torrey,RB,miami-dolphins,Head1a Eyes1c Hair3g Beard3c Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bruce Hardy,TE,miami-dolphins,Head4a Eyes1e Hair1j Beard1f2 Eyebrows1a Nose4b Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Carl Barisich,DT,miami-dolphins,Head2a Eyes1b Hair3i Beard3f1 Eyebrows3b Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Charlie Babb,S,miami-dolphins,Head5a Eyes1e Hair3a Beard3b Eyebrows3b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Cleveland Green,OT,miami-dolphins,Head5b Eyes1d Hair1d Beard1g Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Delvin Williams,RB,miami-dolphins,Head4a Eyes1a Hair1b Beard1e Eyebrows1a Nose4a Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Don Bessillieu,S,miami-dolphins,Head5a Eyes1a Hair1r1 Beard1c Eyebrows1a Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,dark
spine,Don Strock,QB,miami-dolphins,Head2a Eyes1d Hair3e Beard3g Eyebrows3b Nose2c Mouth2a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Doug Betters,DE,miami-dolphins,Head1b Eyes1a Hair1d Beard1f1 Eyebrows1b Nose1b Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Duriel Harris,WR,miami-dolphins,Head4a Eyes1a Hair1q Beard1f1 Eyebrows1b Nose4d Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Earnest Rhone,OLB,miami-dolphins,Head4a Eyes1d Hair1b Beard1f2 Eyebrows1b Nose4d Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Ed Newman,OG,miami-dolphins,Head2a Eyes1d Hair3e Beard3g Eyebrows3a Nose2b Mouth2b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Ed Taylor,CB,miami-dolphins,Head4a Eyes1c Hair1k Beard1b Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Eric Laakso,OT,miami-dolphins,Head1b Eyes1b Hair5g Beard5d Eyebrows5b Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Gary Davis,RB,miami-dolphins,Head4a Eyes1b Hair1q Beard1f1 Eyebrows1a Nose4c Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,George Roberts,P,miami-dolphins,Head1a Eyes1e Hair3l Beard3e Eyebrows3b Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Gerald Small,CB,miami-dolphins,Head5a Eyes1b Hair1k Beard1d Eyebrows1b Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Glenn Blackwood,S,miami-dolphins,Head4a Eyes1d Hair1h Beard1e Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Guy Benjamin,QB,miami-dolphins,Head1a Eyes1d Hair3l Beard3a Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Jeff Toews,OG,miami-dolphins,Head1a Eyes1b Hair4f Beard4f1 Eyebrows4b Nose1a Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Jim Langer,C,miami-dolphins,Head2c Eyes1a Hair3g Beard3a Eyebrows3b Nose2d Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jimmy Cefalo,WR,miami-dolphins,Head1a Eyes1b Hair3k Beard3f2 Eyebrows3a Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jon Giesler,OT,miami-dolphins,Head3b Eyes1d Hair2i Beard2g Eyebrows2b Nose3a Mouth3a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Kim Bokamper,OLB,miami-dolphins,Head3a Eyes1a Hair3k Beard3f2 Eyebrows3a Nose3c Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Larry Csonka,RB,miami-dolphins,Head2c Eyes1d Hair3l Beard3d Eyebrows3b Nose2d Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Larry Gordon,OLB,miami-dolphins,Head4a Eyes1d Hair1c Beard1c Eyebrows1a Nose4d Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Larry Little,OG,miami-dolphins,Head4d Eyes1c Hair1a Beard1f1 Eyebrows1b Nose4c Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Mark Dennard,C,miami-dolphins,Head4a Eyes1e Hair1b Beard1c Eyebrows1b Nose4d Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mel Land,OLB,miami-dolphins,Head5a Eyes1c Hair3l Beard3c Eyebrows3b Nose5d Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Mike Current,OT,miami-dolphins,Head2d Eyes1a Hair5i Beard5a Eyebrows5b Nose2b Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Mike Kozlowski,S,miami-dolphins,Head5a Eyes1d Hair1r1 Beard1b Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Nat Moore,WR,miami-dolphins,Head5a Eyes1c Hair1d Beard1d Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Neal Colzie,CB,miami-dolphins,Head4a Eyes1b Hair1d Beard1f2 Eyebrows1a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Norm Bulaich,RB,miami-dolphins,Head4c Eyes1d Hair3c Beard3g Eyebrows3a Nose4d Mouth4a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Norris Thomas,CB,miami-dolphins,Head5a Eyes1e Hair1l Beard1b Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ralph Ortega,OLB,miami-dolphins,Head1a Eyes1d Hair3h Beard3d Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ronnie Lee,TE,miami-dolphins,Head5b Eyes1c Hair1d Beard1f2 Eyebrows1a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Rusty Chambers,MLB,miami-dolphins,Head2a Eyes1c Hair3h Beard3g Eyebrows3b Nose2a Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Steve Howell,RB,miami-dolphins,Head1a Eyes1e Hair2i Beard2a Eyebrows2a Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Steve Towle,MLB,miami-dolphins,Head3a Eyes1a Hair2h Beard2e Eyebrows2a Nose3d Mouth3b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Tim Foley,S,miami-dolphins,Head1c Eyes1c Hair1j Beard1a Eyebrows1a Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tony Nathan,RB,miami-dolphins,Head5a Eyes1a Hair1f Beard1c Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Uwe Von Schamann,K,miami-dolphins,Head1a Eyes1e Hair3g Beard3g Eyebrows3a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Vern Den Herder,DE,miami-dolphins,Head1c Eyes1e Hair2f Beard2f1 Eyebrows2a Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Ahmad Rashad,WR,minnesota-vikings,Head4c Eyes1d Hair1f Beard1f1 Eyebrows1a Nose4b Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Bob Tucker,TE,minnesota-vikings,Head1c Eyes1b Hair1f Beard1f1 Eyebrows1a Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bobby Bryant,CB,minnesota-vikings,Head2c Eyes1d Hair3l Beard3g Eyebrows3b Nose2d Mouth2b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Brent McClanahan,RB,minnesota-vikings,Head5a Eyes1e Hair1h Beard1a Eyebrows1b Nose5c Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Charlie Goodrum,OG,minnesota-vikings,Head3a Eyes1c Hair2f Beard2b Eyebrows2a Nose3d Mouth3a Glasses1e Clothes2,archive era-majority,1.00,generated,light
spine,Chuck Foreman,RB,minnesota-vikings,Head5a Eyes1d Hair1g Beard1g Eyebrows1a Nose5d Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Dave Huffman,C,minnesota-vikings,Head5b Eyes1d Hair3k Beard3b Eyebrows3b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,dark
spine,Dave Roller,DT,minnesota-vikings,Head4d Eyes1b Hair3e Beard3g Eyebrows3b Nose4b Mouth4b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Dennis Swilley,C,minnesota-vikings,Head4a Eyes1d Hair1b Beard1d Eyebrows1b Nose4c Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Derrel Luce,OLB,minnesota-vikings,Head4a Eyes1a Hair3j Beard3f1 Eyebrows3a Nose4d Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Doug Sutherland,DT,minnesota-vikings,Head2c Eyes1d Hair1g Beard1c Eyebrows1a Nose2b Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Douglas Cunningham,WR,minnesota-vikings,Head2a Eyes1e Hair3j Beard3f2 Eyebrows3a Nose2c Mouth2b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Frank Myers,OT,minnesota-vikings,Head5a Eyes1b Hair3b Beard3a Eyebrows3b Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Fred McNeill,OLB,minnesota-vikings,Head4a Eyes1c Hair1i Beard1d Eyebrows1a Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Greg Coleman,P,minnesota-vikings,Head1a Eyes1a Hair3j Beard3b Eyebrows3a Nose1a Mouth1a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,James White,DT,minnesota-vikings,Head5b Eyes1d Hair1e Beard1c Eyebrows1a Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Jeff Siemon,MLB,minnesota-vikings,Head2a Eyes1b Hair3e Beard3g Eyebrows3a Nose2c Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jim Hough,OG,minnesota-vikings,Head1b Eyes1d Hair2i Beard2g Eyebrows2b Nose1a Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Jim Marshall,DE,minnesota-vikings,Head4c Eyes1b Hair1k Beard1c Eyebrows1a Nose4c Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Jimmy Edwards,RB,minnesota-vikings,Head2a Eyes1e Hair1l Beard1g Eyebrows1a Nose2c Mouth2a Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,John Turner,CB,minnesota-vikings,Head5a Eyes1e Hair1g Beard1d Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Keith Nord,S,minnesota-vikings,Head4a Eyes1c Hair1n Beard1d Eyebrows1a Nose4a Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Kevin Miller,WR,minnesota-vikings,Head5a Eyes1e Hair1p Beard1g Eyebrows1b Nose5a Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Kurt Knoff,S,minnesota-vikings,Head3a Eyes1d Hair2a Beard2f2 Eyebrows2a Nose3a Mouth3b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Mark Mullaney,DE,minnesota-vikings,Head1a Eyes1c Hair1h Beard1g Eyebrows1b Nose1d Mouth1b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Matt Blair,OLB,minnesota-vikings,Head5a Eyes1a Hair1g Beard1c Eyebrows1a Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Nate Allen,CB,minnesota-vikings,Head5c Eyes1a Hair1n Beard1b Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Nate Wright,CB,minnesota-vikings,Head5c Eyes1b Hair1h Beard1b Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Paul Krause,S,minnesota-vikings,Head1a Eyes1d Hair3l Beard3a Eyebrows3b Nose1d Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Phillip Wise,S,minnesota-vikings,Head5b Eyes1e Hair2j Beard2g Eyebrows2b Nose5a Mouth5a Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
spine,Randy Holloway,DE,minnesota-vikings,Head4a Eyes1c Hair1r1 Beard1f1 Eyebrows1a Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Rick Danmeier,K,minnesota-vikings,Head1a Eyes1c Hair5k Beard5d Eyebrows5a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Rickey Young,RB,minnesota-vikings,Head5a Eyes1e Hair1o Beard1b Eyebrows1b Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Robert Miller,RB,minnesota-vikings,Head4a Eyes1e Hair1r2 Beard1b Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Robert Steele,WR,minnesota-vikings,Head5a Eyes1a Hair5j Beard5e Eyebrows5b Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ron Yary,OT,minnesota-vikings,Head2b Eyes1d Hair3g Beard3f1 Eyebrows3b Nose2c Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Sammy White,WR,minnesota-vikings,Head4a Eyes1a Hair1a Beard1f1 Eyebrows1a Nose4b Mouth4a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Scott Studwell,MLB,minnesota-vikings,Head3a Eyes1c Hair2b Beard2c Eyebrows2a Nose3c Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Steve Dils,QB,minnesota-vikings,Head2a Eyes1b Hair3i Beard3f1 Eyebrows3b Nose2d Mouth2b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Steve Niehaus,DT,minnesota-vikings,Head1b Eyes1e Hair3f Beard3f2 Eyebrows3b Nose1a Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Steve Riley,OT,minnesota-vikings,Head2a Eyes1e Hair3l Beard3b Eyebrows3b Nose2b Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Stu Voigt,TE,minnesota-vikings,Head2c Eyes1c Hair3h Beard3f1 Eyebrows3a Nose2b Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Ted Brown,RB,minnesota-vikings,Head4a Eyes1e Hair1r2 Beard1e Eyebrows1b Nose4b Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Terry LeCount,WR,minnesota-vikings,Head5a Eyes1b Hair1s Beard1a Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Tim Baylor,S,minnesota-vikings,Head4a Eyes1a Hair1e Beard1f1 Eyebrows1b Nose4b Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Tom Hannon,S,minnesota-vikings,Head4a Eyes1e Hair2g Beard2f1 Eyebrows2b Nose4b Mouth4a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,dark
spine,Tommy Kramer,QB,minnesota-vikings,Head1a Eyes1d Hair2e Beard2g Eyebrows2a Nose1c Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Wally Hilgenberg,OLB,minnesota-vikings,Head1c Eyes1c Hair3c Beard3f2 Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Wes Hamilton,OG,minnesota-vikings,Head2a Eyes1e Hair3d Beard3e Eyebrows3a Nose2a Mouth2a Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Allan Clark,RB,new-england-patriots,Head5a Eyes1a Hair2l Beard2g Eyebrows2b Nose5d Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Andy Johnson,RB,new-england-patriots,Head2a Eyes1d Hair3c Beard3f2 Eyebrows3b Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Bill Lenkaitis,C,new-england-patriots,Head1c Eyes1b Hair3a Beard3d Eyebrows3b Nose1c Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bill Matthews,MLB,new-england-patriots,Head2a Eyes1b Hair2k Beard2f2 Eyebrows2a Nose2d Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Cryder,OT,new-england-patriots,Head1b Eyes1b Hair3i Beard3a Eyebrows3b Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
