year,name,pos,age,rating,potential,draft_pick,round,college,career_av,pro_bowls,ever_played,source,ordering,raise_basis
1983,John Tuggle,RB,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Davlin Mullen,S,23,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Darryl Talley,OLB,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Hasson Arbubakkr,DE,21,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Jerome Foster,DT,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Sam Hall,WR,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Mark Cooper,C,23,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1983,Darryl Meadows,CB,22,58,66,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Darryl Caldwell,OG,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Jessie Clark,RB,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Tim Straka,TE,21,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,David Lutz,OT,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Mark Brown,MLB,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Wayne Capers,WR,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Paul Moyer,S,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Daryl Byrd,OLB,26,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Quinton Ballard,DE,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Elbert Foules,CB,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Walt Bowyer,DT,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Van Williams,RB,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Mark Reed,QB,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,PassArmStrength alone — the model fails for rookie QBs,NONE — no career outcome on disk; PFR fetch pending
1983,Thomas Maxwell,P,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.77),NONE — no career outcome on disk; PFR fetch pending
1983,Mike Miller,WR,21,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Steve Korte,OG,23,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Fred Bohannon,S,22,57,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Vince Newsome,CB,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Mike McCloskey,TE,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Don Mosebar,OT,24,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Johnny Hector,RB,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Guy Ruff,OLB,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Jerry Baker,DE,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Terry Sutorik,WR,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Adam Lingner,C,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1983,Vance Bedford,CB,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Tom Strauthers,DT,21,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Tom Holmoe,S,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Lawrence Ricks,RB,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Riki Ellison,MLB,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Rocky Belk,WR,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Ali Haji-Sheikh,K,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.65),NONE — no career outcome on disk; PFR fetch pending
1983,Blake Wingle,OG,22,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Greg Knafelc,TE,21,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Tim Norman,OT,23,56,64,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Joe Dufek,QB,22,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,PassArmStrength alone — the model fails for rookie QBs,NONE — no career outcome on disk; PFR fetch pending
1983,Larry Kubin,OLB,23,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Bill Elko,DE,22,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,George Peoples,RB,26,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Julius Dawkins,WR,22,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Wes Hopkins,S,22,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Scott Virkus,DT,23,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Wilbur Myers,CB,22,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Marco Tongue,CB,23,55,63,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Jesse Sapolu,OG,22,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Chuck McSwain,RB,21,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Cleo Simmons,OT,23,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Ron Wetzel,TE,22,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Phil Smith,WR,23,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Emmett Tilley,OLB,22,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Rich Stachowskid,DE,24,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Jim Ackerman,P,22,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.77),NONE — no career outcome on disk; PFR fetch pending
1983,Mike Kennedy,S,22,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Gerry Feehery,C,23,54,62,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.64),NONE — no career outcome on disk; PFR fetch pending
1983,Darrell Pattillo,CB,22,53,61,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Major Everett,RB,23,53,61,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Hosea Fortune,WR,22,53,61,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
1983,Mark Hicks,MLB,21,53,61,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Jim Bob Taylor,QB,22,53,61,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,PassArmStrength alone — the model fails for rookie QBs,NONE — no career outcome on disk; PFR fetch pending
1983,Michael Cofer,DT,22,52,60,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Ron Sams,OG,23,52,60,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Norris Brown,TE,22,52,60,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.59),NONE — no career outcome on disk; PFR fetch pending
1983,Chris Schultz,OT,24,51,59,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Mark Jerue,OLB,22,51,59,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.46),NONE — no career outcome on disk; PFR fetch pending
1983,Chris Lindstrom,DE,21,51,59,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.57),NONE — no career outcome on disk; PFR fetch pending
1983,Dean Barnett,S,23,50,58,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.62),NONE — no career outcome on disk; PFR fetch pending
1983,Gary Thompson,CB,22,49,67,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.58),NONE — no career outcome on disk; PFR fetch pending
1983,Rick Bell,RB,23,47,65,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.42),NONE — no career outcome on disk; PFR fetch pending
1983,Steve Bird,WR,22,40,58,,,,,,,2K5 1983-1984SAVEGAME.DAT years_pro==1,calibrated attributes (fit r 0.70),NONE — no career outcome on disk; PFR fetch pending
