team,name,pos,rating,salary,guarantee,length,eSalary,eGuarantee,eLength,greed,loyalty,ambition
dallas-cowboys,Cliff Harris,S,93,9005612,540337,1,9005612,540337,1,39,23,53
dallas-cowboys,D.D. Lewis,OLB,81,5477343,328641,1,5477343,328641,1,39,23,53
dallas-cowboys,Danny White,QB,83,10777956,646677,1,10777956,646677,1,39,23,53
dallas-cowboys,Dave Stalls,DT,71,3440103,309609,2,3440103,309609,2,39,23,53
dallas-cowboys,Dennis Thurman,CB,75,2976222,238098,3,2976222,238098,3,39,23,53
dallas-cowboys,Doug Cosbie,TE,65,1300944,273198,4,1300944,273198,4,40,23,54
dallas-cowboys,Drew Pearson,WR,87,6880106,412806,1,6880106,412806,1,40,23,54
dallas-cowboys,Glenn Carano,QB,64,4286165,385755,2,4286165,385755,2,40,24,54
dallas-cowboys,Guy Brown,OLB,63,2286545,205789,2,2286545,205789,2,40,24,54
dallas-cowboys,Harvey Martin,DE,95,11577492,694650,1,11577492,694650,1,40,24,54
dallas-cowboys,Herbert Scott,OG,85,6447279,386837,1,6447279,386837,1,40,24,54
dallas-cowboys,Jay Saldi,TE,70,3014964,180898,1,3014964,180898,1,40,24,55
dallas-cowboys,Jim Cooper,OT,83,6466774,582010,2,6466774,582010,2,40,24,55
dallas-cowboys,John Dutton,DT,79,5072119,304327,1,5072119,304327,1,40,24,55
dallas-cowboys,John Fitzgerald,C,86,6767896,406074,1,6767896,406074,1,40,24,55
dallas-cowboys,Larry Bethea,DE,65,2024690,161975,3,2024690,161975,3,41,24,55
dallas-cowboys,Larry Brinson,RB,63,3149832,283485,2,3149832,283485,2,41,24,55
dallas-cowboys,Larry Cole,DE,86,7480306,448818,1,7480306,448818,1,41,24,55
dallas-cowboys,Mike Hegman,OLB,68,2914512,174871,1,2914512,174871,1,41,24,56
dallas-cowboys,Pat Donovan,OT,84,6788360,407302,1,6788360,407302,1,42,24,56
dallas-cowboys,Preston Pearson,RB,69,4214546,252873,1,4214546,252873,1,42,24,56
dallas-cowboys,Rafael Septien,K,83,4003241,360292,2,4003241,360292,2,42,24,56
dallas-cowboys,Randy Hughes,S,77,4142642,248559,1,4142642,248559,1,42,24,56
dallas-cowboys,Randy White,DT,93,10006236,600374,1,10006236,600374,1,43,24,56
dallas-cowboys,Rayfield Wright,OT,76,4604124,276247,1,4604124,276247,1,43,25,56
dallas-cowboys,Robert Newhouse,RB,86,9617536,865578,2,9617536,865578,2,43,25,57
dallas-cowboys,Robert Shaw,C,43,461844,96987,4,461844,96987,4,43,25,57
dallas-cowboys,Roger Staubach,QB,98,22320040,1339202,1,22320040,1339202,1,43,25,57
dallas-cowboys,Ron Springs,RB,76,3255773,683712,4,3255773,683712,4,43,25,57
dallas-cowboys,Scott Laidlaw,RB,69,4214546,252873,1,4214546,252873,1,43,25,57
dallas-cowboys,Steve Wilson,S,60,998452,209675,4,998452,209675,4,43,25,57
dallas-cowboys,Thomas Henderson,OLB,81,5477343,328641,1,5477343,328641,1,43,25,57
dallas-cowboys,Tom Rafferty,OG,86,6767896,406074,1,6767896,406074,1,44,25,57
dallas-cowboys,Tony Dorsett,RB,94,14180180,1276216,2,14180180,1276216,2,44,25,57
dallas-cowboys,Tony Hill,WR,87,6880106,619210,2,6880106,619210,2,44,25,57
dallas-cowboys,Wade Manning,WR,59,972289,204181,4,972289,204181,4,44,25,57
denver-broncos,Barney Chavous,DE,83,6466774,388006,1,6466774,388006,1,44,25,57
denver-broncos,Bernard Jackson,S,87,6730539,605749,2,6730539,605749,2,44,25,57
denver-broncos,Billy Bryan,C,74,3780305,340227,2,3780305,340227,2,44,26,58
denver-broncos,Billy Thompson,S,88,7065242,423915,1,7065242,423915,1,44,26,58
denver-broncos,Bob Swenson,OLB,82,5749727,344984,1,5749727,344984,1,45,26,58
denver-broncos,Brison Manor,DE,63,2449869,220488,2,2449869,220488,2,45,26,58
denver-broncos,Bruce Radford,DE,58,1057108,221993,4,1057108,221993,4,45,26,58
denver-broncos,Charlie West,CB,61,2011513,120691,1,2011513,120691,1,45,26,58
denver-broncos,Chris Pane,CB,70,3113278,186797,1,3113278,186797,1,45,26,58
denver-broncos,Claudie Minor,OT,84,6788360,407302,1,6788360,407302,1,45,26,58
denver-broncos,Craig Morton,QB,73,6633825,398030,1,6633825,398030,1,45,26,58
denver-broncos,Craig Penrose,QB,64,4286165,257170,1,4286165,257170,1,45,26,59
denver-broncos,Dave Preston,RB,68,3011167,240893,3,3011167,240893,3,46,26,59
denver-broncos,Dave Studdard,OT,69,1802889,378607,4,1802889,378607,4,46,26,59
denver-broncos,Don Latimer,DT,57,1307830,104626,3,1307830,104626,3,46,26,59
denver-broncos,Fred Steinfort,K,52,889237,53354,1,889237,53354,1,46,26,59
denver-broncos,George Atkinson,S,80,4791916,287515,1,4791916,287515,1,46,26,59
denver-broncos,Glenn Hyde,OT,70,3440991,206459,1,3440991,206459,1,46,26,59
denver-broncos,Haven Moses,WR,87,6880106,412806,1,6880106,412806,1,46,26,59
denver-broncos,Jack Dolbin,WR,74,3660927,219656,1,3660927,219656,1,46,26,59
denver-broncos,Jim Jensen,RB,80,7187873,431272,1,7187873,431272,1,46,27,59
denver-broncos,Jim Ryan,OLB,55,852952,179120,4,852952,179120,4,47,27,59
denver-broncos,Jim Turner,K,71,2236067,134164,1,2236067,134164,1,47,27,59
denver-broncos,Joe Rizzo,MLB,87,7478376,448703,1,7478376,448703,1,47,27,59
denver-broncos,John Grant,DT,72,3611177,216671,1,3611177,216671,1,47,27,60
denver-broncos,Jon Keyworth,RB,78,6522978,391379,1,6522978,391379,1,47,27,60
denver-broncos,Kelvin Clark,OG,62,1161349,243883,4,1161349,243883,4,47,27,60
denver-broncos,Ken Brown,C,51,680947,142999,4,680947,142999,4,47,27,60
denver-broncos,Kit Lathrop,DE,51,752625,158051,4,752625,158051,4,47,27,60
denver-broncos,Larry Canada,RB,61,2143849,171508,3,2143849,171508,3,47,27,60
denver-broncos,Larry Evans,OLB,63,2286545,137193,1,2286545,137193,1,47,27,60
denver-broncos,Louis Wright,CB,92,9055597,543336,1,9055597,543336,1,47,27,60
denver-broncos,Luke Prestridge,P,56,548185,115119,4,548185,115119,4,48,28,60
denver-broncos,Norris Weese,QB,72,6319559,379174,1,6319559,379174,1,48,28,60
denver-broncos,Otis Armstrong,RB,81,7545320,452719,1,7545320,452719,1,48,28,60
denver-broncos,Paul Howard,OG,80,5058133,303488,1,5058133,303488,1,48,28,61
denver-broncos,Randy Gradishar,MLB,93,10006236,600374,1,10006236,600374,1,48,28,61
denver-broncos,Rick Upchurch,WR,76,4034089,242045,1,4034089,242045,1,48,28,61
denver-broncos,Riley Odoms,TE,86,6554173,589876,2,6554173,589876,2,48,28,61
denver-broncos,Rob Lytle,RB,77,6213964,559257,2,6213964,559257,2,48,28,61
denver-broncos,Rob Nairne,OLB,60,1976733,177906,2,1976733,177906,2,48,28,61
denver-broncos,Ron Egloff,TE,63,2146552,193190,2,2146552,193190,2,49,28,61
denver-broncos,Rubin Carter,DT,86,7124101,427446,1,7124101,427446,1,49,28,62
denver-broncos,Steve Foley,CB,87,7104457,426267,1,7104457,426267,1,49,28,62
denver-broncos,Steve Watson,WR,63,1180604,247927,4,1180604,247927,4,49,29,62
denver-broncos,Tom Glassic,OG,87,7104457,426267,1,7104457,426267,1,49,29,62
denver-broncos,Tom Jackson,OLB,97,11907093,714426,1,11907093,714426,1,49,29,62
denver-broncos,Vince Kinney,WR,60,1391781,111342,3,1391781,111342,3,49,29,62
denver-broncos,Zachary Dixon,RB,49,878150,184412,4,878150,184412,4,49,29,62
detroit-lions,Al Baker,DE,86,5610230,448818,3,5610230,448818,3,49,29,62
detroit-lions,Amos Fowler,C,60,1437165,114973,3,1437165,114973,3,50,29,62
detroit-lions,Benny Ricardo,K,74,2586524,155191,1,2586524,155191,1,50,29,62
detroit-lions,Bo Robinson,RB,64,1818559,381897,4,1818559,381897,4,50,29,63
detroit-lions,Charlie Weaver,MLB,74,3979268,238756,1,3979268,238756,1,50,29,63
detroit-lions,Cleveland Elam,DT,77,4602936,276176,1,4602936,276176,1,50,29,63
detroit-lions,Dave Gallagher,DT,65,2571036,154262,1,2571036,154262,1,50,29,63
detroit-lions,Dave Parkin,S,63,1154938,242537,4,1154938,242537,4,50,29,63
detroit-lions,Dave Pureifory,DE,73,3980295,358227,2,3980295,358227,2,50,29,63
detroit-lions,Dave Washington,OLB,70,3211592,192696,1,3211592,192696,1,50,29,63
detroit-lions,David Hill,TE,87,6880106,412806,1,6880106,412806,1,50,29,63
detroit-lions,Dennis Franks,C,47,1019627,61178,1,1019627,61178,1,50,29,63
detroit-lions,Dexter Bussey,RB,83,8314423,498865,1,8314423,498865,1,50,30,64
detroit-lions,Don Morrison,OT,62,2333811,140029,1,2333811,140029,1,50,30,64
detroit-lions,Don Patterson,CB,62,1161349,243883,4,1161349,243883,4,51,30,64
detroit-lions,Doug English,DT,83,6158832,369530,1,6158832,369530,1,51,30,64
detroit-lions,Doug Jones,S,68,2676593,160596,1,2676593,160596,1,51,30,64
detroit-lions,Ed O'Neil,OLB,80,5217864,313072,1,5217864,313072,1,51,30,64
detroit-lions,Eddie Cole,OLB,52,737382,154850,4,737382,154850,4,51,30,64
detroit-lions,Eddie Lewis,CB,65,2442484,146549,1,2442484,146549,1,51,30,64
detroit-lions,Ernie Jackson,CB,70,3113278,280195,2,3113278,280195,2,51,30,64
detroit-lions,Freddie Scott,WR,74,3660927,219656,1,3660927,219656,1,51,30,64
detroit-lions,Garry Cobb,OLB,63,1257600,264096,4,1257600,264096,4,51,30,64
detroit-lions,Gene Washington,WR,75,3842981,230579,1,3842981,230579,1,51,30,64
detroit-lions,Homer Elias,OG,69,2224344,177948,3,2224344,177948,3,51,30,64
detroit-lions,Horace King,RB,68,4014889,240893,1,4014889,240893,1,52,31,65
detroit-lions,James Harrell,OLB,68,1602982,336626,4,1602982,336626,4,52,31,65
detroit-lions,James Hunter,S,72,3250059,195004,1,3250059,195004,1,52,31,65
detroit-lions,Jeff Komlo,QB,69,3004815,631011,4,3004815,631011,4,52,31,65
detroit-lions,Jimmy Allen,S,80,4791916,287515,1,4791916,287515,1,52,31,65
detroit-lions,Jimmy Stewart,CB,68,2825292,254276,2,2825292,254276,2,52,31,65
detroit-lions,Joe Reed,QB,67,4957932,446214,2,4957932,446214,2,52,31,65
detroit-lions,John Arnold,WR,53,726661,152599,4,726661,152599,4,52,31,65
detroit-lions,Jon Brooks,OLB,67,1527043,320679,4,1527043,320679,4,52,32,65
detroit-lions,Karl Baldischwiler,OT,73,2985221,238818,3,2985221,238818,3,52,32,65
detroit-lions,Karl Chandler,OG,70,3113278,186797,1,3113278,186797,1,52,32,65
detroit-lions,Keith Dorney,OT,66,1558609,327308,4,1558609,327308,4,52,32,65
detroit-lions,Ken Callicutt,RB,61,2143849,171508,3,2143849,171508,3,52,32,65
detroit-lions,Ken Ellis,CB,72,3430618,205837,1,3430618,205837,1,52,32,65
detroit-lions,Ken Fantetti,MLB,63,1283265,269486,4,1283265,269486,4,53,32,65
detroit-lions,Ken Sanders,DE,62,2333811,210043,2,2333811,210043,2,53,32,65
detroit-lions,Larry Swider,P,72,1191688,250254,4,1191688,250254,4,53,32,65
detroit-lions,Larry Tearry,C,70,2334958,186797,3,2334958,186797,3,53,32,65
detroit-lions,Lawrence Gaines,RB,64,3306470,198388,1,3306470,198388,1,53,32,66
detroit-lions,Leonard Thompson,WR,71,3164895,189894,1,3164895,189894,1,53,32,66
detroit-lions,Luther Blue,WR,66,2482980,223468,2,2482980,223468,2,53,32,66
detroit-lions,Luther Bradley,CB,79,3613885,289111,3,3613885,289111,3,53,32,66
detroit-lions,Rick Kane,RB,67,3824691,344222,2,3824691,344222,2,54,32,66
detroit-lions,Robert Woods,OT,72,3791736,227504,1,3791736,227504,1,54,32,66
detroit-lions,Russ Bolinger,OG,75,3968296,238098,1,3968296,238098,1,54,32,66
detroit-lions,Scott Hunter,QB,66,4723059,283384,1,4723059,283384,1,54,32,66
detroit-lions,Tom Skladany,P,67,1274897,101992,3,1274897,101992,3,54,32,66
detroit-lions,Tony Leonard,CB,68,2825292,169518,1,2825292,169518,1,54,33,66
detroit-lions,Ulysses Norris,TE,72,1827255,383724,4,1827255,383724,4,54,33,66
detroit-lions,Wally Pesuit,OG,66,2563946,153837,1,2563946,153837,1,54,33,67
detroit-lions,Walt Williams,CB,74,3780305,340227,2,3780305,340227,2,54,33,67
detroit-lions,William Gay,DE,66,2125377,170030,3,2125377,170030,3,54,33,67
green-bay-packers,Aundra Thompson,WR,73,3487497,313875,2,3487497,313875,2,54,33,67
green-bay-packers,Barty Smith,RB,76,5919588,355175,1,5919588,355175,1,55,33,67
green-bay-packers,Bob Barber,DE,57,1830963,109858,1,1830963,109858,1,55,33,67
green-bay-packers,Bobby Kimball,WR,53,726661,152599,4,726661,152599,4,55,33,67
green-bay-packers,Carl Barzilauskas,DT,74,3979268,238756,1,3979268,238756,1,55,33,67
green-bay-packers,Casey Merrill,DE,53,829341,174162,4,829341,174162,4,55,33,67
green-bay-packers,Charles Johnson,DT,64,1347080,282887,4,1347080,282887,4,55,33,67
green-bay-packers,Chester Marcol,K,74,2586524,232787,2,2586524,232787,2,55,33,67
green-bay-packers,Dave Simmons,OLB,65,1385788,291015,4,1385788,291015,4,55,33,67
green-bay-packers,David Beverly,P,82,3520241,211214,1,3520241,211214,1,55,34,67
green-bay-packers,David Whitehurst,QB,72,6319559,568760,2,6319559,568760,2,55,34,67
green-bay-packers,Derrel Gofourth,OG,78,4590244,413122,2,4590244,413122,2,55,34,68
green-bay-packers,Earl Edwards,DT,71,3440103,206406,1,3440103,206406,1,55,34,68
green-bay-packers,Eddie Lee Ivery,RB,65,1908994,400889,4,1908994,400889,4,55,34,68
green-bay-packers,Eric Torkelson,RB,68,4014889,240893,1,4014889,240893,1,55,34,68
green-bay-packers,Estus Hood,CB,70,2334958,186797,3,2334958,186797,3,56,34,68
green-bay-packers,Ezra Johnson,DE,77,4833083,434977,2,4833083,434977,2,56,34,68
green-bay-packers,Gary Weaver,OLB,72,3538953,212337,1,3538953,212337,1,56,34,68
green-bay-packers,Greg Koch,OT,79,5325725,479315,2,5325725,479315,2,56,34,68
green-bay-packers,Henry Monroe,CB,60,1053921,221323,4,1053921,221323,4,56,34,68
green-bay-packers,Howard Sampson,CB,60,1437165,114973,3,1437165,114973,3,56,34,68
green-bay-packers,James Lofton,WR,91,6265639,501251,3,6265639,501251,3,56,34,68
green-bay-packers,Jim Culbreath,RB,54,2035130,183162,2,2035130,183162,2,56,34,68
green-bay-packers,Jim Gueno,OLB,62,2178224,130693,1,2178224,130693,1,56,35,68
green-bay-packers,Joe McLaughlin,MLB,51,716786,150525,4,716786,150525,4,56,35,68
green-bay-packers,John Anderson,OLB,71,2528476,202278,3,2528476,202278,3,57,35,68
green-bay-packers,John Thompson,TE,58,926228,194508,4,926228,194508,4,57,35,69
green-bay-packers,Johnnie Gray,S,80,4791916,287515,1,4791916,287515,1,57,35,69
green-bay-packers,Larry McCarren,C,79,4818513,289111,1,4818513,289111,1,57,35,69
green-bay-packers,Leotis Harris,OG,67,2018587,161487,3,2018587,161487,3,57,35,69
green-bay-packers,Lynn Dickey,QB,76,7673540,460412,1,7673540,460412,1,57,35,69
green-bay-packers,Mark Koncar,OT,71,3612109,216727,1,3612109,216727,1,57,35,69
green-bay-packers,Melvin Jackson,OG,67,2691449,161487,1,2691449,161487,1,57,35,69
green-bay-packers,Mike Butler,DE,71,3612109,325090,2,3612109,325090,2,57,35,69
green-bay-packers,Mike Douglass,OLB,74,2924762,233981,3,2924762,233981,3,57,35,69
green-bay-packers,Mike Hunt,MLB,70,2457851,196628,3,2457851,196628,3,57,36,69
green-bay-packers,Mike McCoy,DT,74,3979268,238756,1,3979268,238756,1,57,36,69
green-bay-packers,Mike Wellman,C,47,560795,117767,4,560795,117767,4,57,36,69
green-bay-packers,Nate Simpson,RB,63,3149832,283485,2,3149832,283485,2,57,36,69
green-bay-packers,Paul Coffman,TE,76,3025567,242045,3,3025567,242045,3,57,36,69
green-bay-packers,Paul Rudzinski,MLB,52,1026042,82083,3,1026042,82083,3,58,36,69
green-bay-packers,Rich Wingo,MLB,66,1484390,311722,4,1484390,311722,4,58,36,69
green-bay-packers,Ricky Patton,RB,63,2362374,188990,3,2362374,188990,3,58,36,70
green-bay-packers,Ron Cassidy,WR,59,972289,204181,4,972289,204181,4,58,36,70
green-bay-packers,Sammy Johnson,RB,63,3149832,188990,1,3149832,188990,1,58,36,70
green-bay-packers,Steve Atkins,RB,65,1908994,400889,4,1908994,400889,4,58,36,70
green-bay-packers,Steve Luke,S,68,2676593,160596,1,2676593,160596,1,58,36,70
green-bay-packers,Steve Odom,WR,69,2872135,172328,1,2872135,172328,1,58,36,70
green-bay-packers,Steve Stewart,MLB,58,1372868,109829,3,1372868,109829,3,58,37,70
green-bay-packers,Steve Wagner,S,60,1815367,108922,1,1815367,108922,1,58,37,70
green-bay-packers,Terdell Middleton,RB,83,8314423,748298,2,8314423,748298,2,58,37,70
green-bay-packers,Terry Jones,DT,62,1667008,133361,3,1667008,133361,3,58,37,70
green-bay-packers,Timothy Stokes,OT,71,3612109,216727,1,3612109,216727,1,59,37,70
green-bay-packers,Tom Birney,K,54,538933,113176,4,538933,113176,4,59,37,70
green-bay-packers,Walt Landers,RB,49,1197477,95798,3,1197477,95798,3,59,37,70
green-bay-packers,Walter Tullis,WR,71,2373671,189894,3,2373671,189894,3,59,37,70
green-bay-packers,Wylie Turner,CB,60,1053921,221323,4,1053921,221323,4,59,37,70
houston-oilers,Andy Dorris,DE,76,4604124,276247,1,4604124,276247,1,59,37,70
houston-oilers,Art Stringer,MLB,75,4177154,375944,2,4177154,375944,2,59,37,70
houston-oilers,Bill Currier,S,70,2949421,265448,2,2949421,265448,2,59,37,71
houston-oilers,Billy Johnson,WR,66,2482980,148979,1,2482980,148979,1,59,38,71
houston-oilers,Boobie Clark,RB,68,4014889,361340,2,4014889,361340,2,59,38,71
houston-oilers,Carl Mauck,C,91,8626604,517596,1,8626604,517596,1,60,38,71
houston-oilers,Carter Hartwig,S,66,1335951,280550,4,1335951,280550,4,60,38,71
houston-oilers,Charles Jefferson,CB,67,1480297,310862,4,1480297,310862,4,60,38,71
houston-oilers,Cliff Parsley,P,81,3353475,301813,2,3353475,301813,2,60,38,71
houston-oilers,Conrad Rucker,TE,68,2052054,164164,3,2052054,164164,3,60,38,71
houston-oilers,Conway Hayman,OG,83,5850890,351053,1,5850890,351053,1,60,38,71
houston-oilers,Curley Culp,DT,85,6786609,407197,1,6786609,407197,1,60,38,71
houston-oilers,Dan Pastorini,QB,79,8876208,532572,1,8876208,532572,1,60,38,71
houston-oilers,Daryl Hunt,MLB,58,1006770,211422,4,1006770,211422,4,60,38,71
houston-oilers,David Carter,C,66,2563946,230755,2,2563946,230755,2,60,38,71
houston-oilers,Earl Campbell,RB,90,8758587,700687,3,8758587,700687,3,60,38,71
houston-oilers,Ed Fisher,OG,79,4818513,289111,1,4818513,289111,1,60,38,71
houston-oilers,Eddie Foster,WR,44,853638,76827,2,853638,76827,2,60,39,71
houston-oilers,Elvin Bethea,DE,89,8652689,519161,1,8652689,519161,1,60,39,71
houston-oilers,George Reihner,OG,76,4165636,374907,2,4165636,374907,2,60,39,72
houston-oilers,Gifford Nielsen,QB,77,6041353,483308,3,6041353,483308,3,60,39,72
houston-oilers,Greg Stemrick,CB,76,4165636,249938,1,4165636,249938,1,60,39,72
houston-oilers,Gregg Bingham,MLB,89,8240656,494439,1,8240656,494439,1,60,39,72
houston-oilers,Guido Merkens,WR,64,1689974,135198,3,1689974,135198,3,60,39,72
houston-oilers,J.C. Wilson,CB,76,3124227,249938,3,3124227,249938,3,60,39,72
houston-oilers,Jeff Groth,WR,68,1504840,316016,4,1504840,316016,4,60,39,72
houston-oilers,Jesse Baker,DE,68,1717480,360671,4,1717480,360671,4,60,39,72
houston-oilers,Jim Young,DE,73,3980295,358227,2,3980295,358227,2,60,39,72
houston-oilers,Jimbo Elrod,MLB,66,2698891,161933,1,2698891,161933,1,60,39,72
houston-oilers,Ken Burrough,WR,84,5947897,356874,1,5947897,356874,1,60,39,72
houston-oilers,Ken Kennard,DT,62,2222677,200041,2,2222677,200041,2,61,39,72
houston-oilers,Kenny King,RB,59,1426728,299613,4,1426728,299613,4,61,39,72
houston-oilers,Leon Gray,OT,90,9082979,544979,1,9082979,544979,1,61,39,72
houston-oilers,Mike Barber,TE,81,5141996,308520,1,5141996,308520,1,61,39,72
houston-oilers,Mike Murphy,OLB,63,1257600,264096,4,1257600,264096,4,61,40,72
houston-oilers,Mike Reinfeldt,S,84,5818595,349116,1,5818595,349116,1,61,40,72
houston-oilers,Mike Renfro,WR,78,3333967,266717,3,3333967,266717,3,61,40,72
houston-oilers,Mike Stensrud,DT,70,1802424,378509,4,1802424,378509,4,61,40,72
houston-oilers,Morris Towns,OT,83,6466774,582010,2,6466774,582010,2,61,40,72
houston-oilers,Rich Caster,WR,78,4445289,266717,1,4445289,266717,1,61,40,73
houston-oilers,Rich Ellender,RB,45,723202,151872,4,723202,151872,4,61,40,73
houston-oilers,Rob Carpenter,RB,81,7545320,679079,2,7545320,679079,2,61,40,73
houston-oilers,Robert Brazile,OLB,91,8899023,533941,1,8899023,533941,1,61,40,73
houston-oilers,Ronnie Coleman,RB,77,6213964,372838,1,6213964,372838,1,62,40,73
houston-oilers,Steve Baumgartner,OLB,61,2075034,124502,1,2075034,124502,1,62,40,73
houston-oilers,Ted Thompson,MLB,60,2017074,121024,1,2017074,121024,1,62,40,73
houston-oilers,Ted Washington,OLB,80,5217864,313072,1,5217864,313072,1,62,40,73
houston-oilers,Tim Wilson,RB,83,8314423,748298,2,8314423,748298,2,62,40,73
houston-oilers,Tom Randall,OG,63,1662411,132993,3,1662411,132993,3,62,40,73
houston-oilers,Toni Fritsch,K,91,5902413,531217,2,5902413,531217,2,62,40,73
houston-oilers,Vernon Perry,S,72,1787532,375382,4,1787532,375382,4,62,40,73
houston-oilers,Wes Phillips,OT,60,1164860,244621,4,1164860,244621,4,62,40,73
houston-oilers,Willie Alexander,CB,74,3780305,226818,1,3780305,226818,1,62,40,73
kansas-city-chiefs,Arnold Morgado,RB,66,3643503,327915,2,3643503,327915,2,62,40,73
kansas-city-chiefs,Art Still,DE,79,3994293,319543,3,3994293,319543,3,62,41,73
kansas-city-chiefs,Bob Grupp,P,90,2854651,599477,4,2854651,599477,4,62,41,73
kansas-city-chiefs,Bob Simmons,OG,70,3113278,280195,2,3113278,280195,2,63,41,73
kansas-city-chiefs,Cal Peterson,OLB,68,2914512,174871,1,2914512,174871,1,63,41,73
kansas-city-chiefs,Charles Jackson,OLB,66,1983685,158695,3,1983685,158695,3,63,41,74
kansas-city-chiefs,Charlie Ane,C,60,1916221,114973,1,1916221,114973,1,63,41,74
kansas-city-chiefs,Charlie Getty,OT,70,3440991,206459,1,3440991,206459,1,63,41,74
kansas-city-chiefs,Curtis Anderson,DT,60,1109391,232972,4,1109391,232972,4,63,41,74
kansas-city-chiefs,Dave Lindstrom,DE,66,2125377,170030,3,2125377,170030,3,63,41,74
kansas-city-chiefs,Dave Rozumek,MLB,66,2698891,161933,1,2698891,161933,1,63,41,74
kansas-city-chiefs,Don Parrish,DT,70,2457851,196628,3,2457851,196628,3,63,41,74
kansas-city-chiefs,Earl Gant,RB,62,1650338,346571,4,1650338,346571,4,63,41,74
kansas-city-chiefs,Ed Beckman,TE,58,1684051,151565,2,1684051,151565,2,63,41,74
kansas-city-chiefs,Frank Manumaleuga,MLB,70,1802424,378509,4,1802424,378509,4,63,41,74
kansas-city-chiefs,Gary Barbaro,S,95,9923565,595414,1,9923565,595414,1,63,41,74
kansas-city-chiefs,Gary Green,CB,91,8626604,776394,2,8626604,776394,2,63,42,74
kansas-city-chiefs,Gary Spani,MLB,87,5608782,448703,3,5608782,448703,3,63,42,74
kansas-city-chiefs,Gerald Jackson,CB,65,1343366,282107,4,1343366,282107,4,63,42,74
kansas-city-chiefs,Henry Marshall,WR,76,4034089,242045,1,4034089,242045,1,64,42,74
kansas-city-chiefs,Herb Christopher,S,70,1622182,340658,4,1622182,340658,4,64,42,74
kansas-city-chiefs,Horace Belton,RB,59,1945538,155643,3,1945538,155643,3,64,42,74
kansas-city-chiefs,Horace Perkins,CB,63,1219102,256011,4,1219102,256011,4,64,42,74
kansas-city-chiefs,J.T. Smith,WR,68,2052054,164164,3,2052054,164164,3,64,42,74
kansas-city-chiefs,Jack Rudnay,C,86,6767896,406074,1,6767896,406074,1,64,42,74
kansas-city-chiefs,Jan Stenerud,K,76,2850172,171010,1,2850172,171010,1,64,42,74
kansas-city-chiefs,Jerry Blanton,MLB,54,829127,174117,4,829127,174117,4,64,42,74
kansas-city-chiefs,Jerry Reese,S,77,2278453,478475,4,2278453,478475,4,64,42,74
kansas-city-chiefs,Jim Nicholson,OT,69,3277980,196679,1,3277980,196679,1,64,42,74
kansas-city-chiefs,Johnnie Dirden,WR,60,1391781,111342,3,1391781,111342,3,64,42,75
kansas-city-chiefs,Ken Kremer,DT,61,1164560,244558,4,1164560,244558,4,64,42,75
kansas-city-chiefs,Larry Brown,OT,72,2843802,227504,3,2843802,227504,3,65,43,75
kansas-city-chiefs,M.L. Carter,CB,74,2079168,436625,4,2079168,436625,4,65,43,75
kansas-city-chiefs,Matt Herkenhoff,OT,70,3440991,206459,1,3440991,206459,1,65,43,75
kansas-city-chiefs,Mike Bell,DE,68,1717480,360671,4,1717480,360671,4,65,43,75
kansas-city-chiefs,Mike Livingston,QB,73,6633825,398030,1,6633825,398030,1,65,43,75
kansas-city-chiefs,Mike Williams,RB,65,1908994,400889,4,1908994,400889,4,65,43,75
kansas-city-chiefs,Rod Walters,OG,64,2326775,139606,1,2326775,139606,1,65,43,75
kansas-city-chiefs,Stan Rome,WR,61,1071395,224993,4,1071395,224993,4,65,43,75
kansas-city-chiefs,Steve Fuller,QB,70,3154242,662391,4,3154242,662391,4,65,43,75
kansas-city-chiefs,Steve Gaunty,WR,61,1071395,224993,4,1071395,224993,4,65,43,75
kansas-city-chiefs,Sylvester Hicks,DE,72,2843802,227504,3,2843802,227504,3,65,43,75
kansas-city-chiefs,Ted McKnight,RB,76,5919588,532763,2,5919588,532763,2,65,43,75
kansas-city-chiefs,Tim Collier,CB,74,3780305,226818,1,3780305,226818,1,65,43,75
kansas-city-chiefs,Tom Condon,OG,69,2965792,177948,1,2965792,177948,1,65,43,75
kansas-city-chiefs,Tom Howard,OLB,74,3899683,350971,2,3899683,350971,2,65,44,75
kansas-city-chiefs,Tony Reed,RB,74,5372012,483481,2,5372012,483481,2,65,44,75
kansas-city-chiefs,Tony Samuels,TE,68,2736073,246247,2,2736073,246247,2,65,44,75
kansas-city-chiefs,Walter White,TE,64,2253298,135198,1,2253298,135198,1,65,44,75
kansas-city-chiefs,Whitney Paul,OLB,77,4510877,270653,1,4510877,270653,1,65,44,75
kansas-city-chiefs,Wilbert Haslip,RB,58,1359139,285419,4,1359139,285419,4,65,44,75
los-angeles-rams,Bill Bain,OG,70,3113278,186797,1,3113278,186797,1,65,44,75
los-angeles-rams,Bill Dunstan,DT,66,2698891,161933,1,2698891,161933,1,65,44,75
los-angeles-rams,Billy Waddy,WR,74,3660927,329483,2,3660927,329483,2,66,44,75
los-angeles-rams,Bob Brudzinski,OLB,84,6335803,570222,2,6335803,570222,2,66,44,76
los-angeles-rams,Bob Lee,QB,69,5463300,327798,1,5463300,327798,1,66,44,76
los-angeles-rams,Charle Young,TE,74,3660927,219656,1,3660927,219656,1,66,44,76
los-angeles-rams,Cullen Bryant,RB,84,8727892,523674,1,8727892,523674,1,66,44,76
