name,pos,age,height,weight,jersey,source_save,years_pro_read,Speed,Agility,PassArmStrength,Stamina,KickPower,Durability,Strength,Jumping,Coverage,RunRoute,Tackle
Rich Diana,RB,,69,220,8,1983-1984SAVEGAME.DAT,2,75,73,16,36,17,89,37,46,9,43,29
Danny Miller,K,,70,172,40,1983-1984SAVEGAME.DAT,2,45,52,11,27,58,51,49,18,9,12,16
Brian Williams,TE,,77,240,184,1983-1984SAVEGAME.DAT,2,68,72,10,56,9,61,42,65,25,66,30
Kevin Donnalley,FS,,71,180,224,1983-1984SAVEGAME.DAT,2,46,62,9,64,16,51,55,82,46,12,40
Marcus Anderson,WR,,71,178,176,1983-1984SAVEGAME.DAT,2,90,71,20,25,9,62,29,67,8,65,13
Frank Wilson,TE,,74,243,200,1983-1984SAVEGAME.DAT,2,65,65,10,58,9,63,60,52,20,36,25
Wilson Alvarez,K,,72,165,72,1983-1984SAVEGAME.DAT,2,39,43,11,42,53,38,34,44,23,23,32
Mike Perko,DE,,76,235,56,1983-1984SAVEGAME.DAT,2,63,64,10,43,26,76,61,45,9,35,64
Mike Reilly,ILB,,76,219,88,1983-1984SAVEGAME.DAT,2,68,73,6,55,17,68,71,44,43,10,71
Chuck Slaughter,T,,77,260,112,1983-1984SAVEGAME.DAT,2,49,50,11,55,10,70,58,39,9,12,32
Orlando McDaniel,WR,,72,180,128,1983-1984SAVEGAME.DAT,2,78,79,17,28,8,77,32,65,35,60,23
Steve Doig,ILB,,74,240,208,1983-1984SAVEGAME.DAT,2,69,68,10,71,9,69,63,59,55,18,75
Del Thompson,FB,,72,203,248,1983-1984SAVEGAME.DAT,2,71,67,16,38,16,66,57,48,10,29,15
Holden Smith,WR,,73,191,152,1983-1984SAVEGAME.DAT,2,86,85,18,58,10,74,37,72,10,57,10
Earnest French,SS,,71,195,48,1983-1984SAVEGAME.DAT,2,84,82,9,45,19,30,49,72,55,12,61
