team,name,fdb_pos,mod_pos,pgm3_pos,povr,rating,join_tier,pos_note
detroit-lions,Dave Washington,LB,LOLB,OLB,78,70,team+name,
detroit-lions,David Hill,TE,TE,TE,93,87,team+name,
detroit-lions,Dennis Franks,C,C,C,70,45,team+name,
detroit-lions,Dexter Bussey,RB,RB,RB,82,83,team+name,
detroit-lions,Don Morrison,OT,LT,OT,71,62,team+name,
detroit-lions,Don Patterson,DB,CB,CB,73,62,team+name,
detroit-lions,Doug English,DT,DT,DT,90,83,team+name,
detroit-lions,Doug Jones,DB,SS,S,79,68,team+name,
detroit-lions,Ed O'Neil,LB,LOLB,OLB,83,80,team+name,
detroit-lions,Eddie Cole,LB,LOLB,OLB,60,52,team+name,
detroit-lions,Eddie Lewis,DB,CB,CB,77,65,name only (moved or FA in the mod),
detroit-lions,Ernie Jackson,DB,CB,CB,80,70,name only (moved or FA in the mod),
detroit-lions,Freddie Scott,WR,WR,WR,81,74,team+name,
detroit-lions,Garry Cobb,LB,LOLB,OLB,73,63,team+name,
detroit-lions,Gene Washington,WR,WR,WR,82,76,team+name,
detroit-lions,Homer Elias,OG,LG,OG,78,69,team+name,
detroit-lions,Horace King,RB,FB,RB,80,68,team+name,
detroit-lions,James Harrell,LB,ROLB,OLB,75,68,team+name,
detroit-lions,James Hunter,DB,FS,S,83,72,team+name,
detroit-lions,Jeff Komlo,QB,QB,QB,73,69,team+name,
detroit-lions,Jimmy Allen,DB,SS,S,86,80,team+name,
detroit-lions,Jimmy Stewart,DB,CB,CB,79,68,team+name,
detroit-lions,Joe Reed,QB,QB,QB,70,67,team+name,
detroit-lions,John Arnold,WR,WR,WR,66,56,team+name,
detroit-lions,Jon Brooks,LB,ROLB,OLB,74,67,team+name,
detroit-lions,Karl Baldischwiler,OT,LT,OT,79,73,team+name,
detroit-lions,Karl Chandler,C,LG,OG,80,70,team+name,
detroit-lions,Keith Dorney,OT,RT,OT,72,66,team+name,
detroit-lions,Ken Callicutt,RB,RB,RB,71,61,team+name,
detroit-lions,Ken Ellis,DB,CB,CB,81,72,team+name,
detroit-lions,Ken Fantetti,LB,MLB,MLB,72,63,team+name,
detroit-lions,Ken Sanders,DE,LE,DE,78,62,team+name,
detroit-lions,Larry Swider,P,P,P,79,72,team+name,
detroit-lions,Larry Tearry,C,C,C,82,71,team+name,
detroit-lions,Lawrence Gaines,RB,FB,RB,77,63,team+name,
detroit-lions,Leonard Thompson,WR,WR,WR,79,71,team+name,
detroit-lions,Luther Blue,WR,WR,WR,76,67,team+name,
detroit-lions,Luther Bradley,DB,CB,CB,85,78,team+name,
detroit-lions,Rick Kane,RB,RB,RB,75,67,team+name,
detroit-lions,Robert Woods,WR,WR,WR,64,52,team+surname+position,
detroit-lions,Russ Bolinger,OG,RG,OG,83,76,team+name,
detroit-lions,Scott Hunter,QB,QB,QB,69,66,team+name,
detroit-lions,Tom Skladany,P,P,P,75,67,name only (moved or FA in the mod),
detroit-lions,Tony Leonard,DB,CB,CB,79,68,name only (moved or FA in the mod),
detroit-lions,Ulysses Norris,TE,TE,TE,81,72,team+name,
detroit-lions,Wally Pesuit,OG,LG,OG,75,66,team+name,
detroit-lions,Walt Williams,DB,CB,CB,82,74,team+name,
detroit-lions,William Gay,DE,RE,DE,78,66,team+name,
green-bay-packers,Aundra Thompson,WR,WR,WR,80,73,team+name,
green-bay-packers,Barty Smith,RB,FB,RB,84,76,team+name,
green-bay-packers,Bob Barber,DE,LE,DE,73,57,team+name,
green-bay-packers,Bobby Kimball,WR,WR,WR,66,56,team+name,
green-bay-packers,Carl Barzilauskas,DT,DT,DT,83,74,team+name,
green-bay-packers,Casey Merrill,DE,RE,DE,72,56,team+name,
green-bay-packers,Charles Johnson,DT,DT,DT,75,64,team+name,
green-bay-packers,Chester Marcol,K,K,K,77,74,team+name,
green-bay-packers,Dave Simmons,LB,ROLB,OLB,72,65,team+name,
green-bay-packers,David Beverly,P,P,P,88,82,team+name,
green-bay-packers,David Whitehurst,QB,QB,QB,75,72,team+name,
green-bay-packers,Derrel Gofourth,OG,LG,OG,84,78,team+name,
green-bay-packers,Earl Edwards,DT,DT,DT,81,71,team+name,
green-bay-packers,Eddie Lee Ivery,RB,RB,RB,74,65,team+name,
green-bay-packers,Eric Torkelson,RB,FB,RB,80,68,team+name,
green-bay-packers,Estus Hood,DB,CB,CB,80,70,team+name,
green-bay-packers,Ezra Johnson,DE,RE,DE,88,78,team+name,
green-bay-packers,Gary Weaver,LB,LOLB,OLB,79,72,team+name,
green-bay-packers,Greg Koch,OT,RT,OT,85,78,team+name,
green-bay-packers,Henry Monroe,DB,CB,CB,71,60,name only (moved or FA in the mod),
green-bay-packers,Howard Sampson,DB,CB,CB,71,60,team+name,
green-bay-packers,James Lofton,WR,WR,WR,93,91,team+name,
green-bay-packers,Jim Culbreath,RB,FB,RB,68,54,name only (moved or FA in the mod),
green-bay-packers,Jim Gueno,LB,LOLB,OLB,72,62,team+name,
green-bay-packers,Joe McLaughlin,LB,MLB,MLB,63,51,team+name,
green-bay-packers,John Anderson,LB,ROLB,OLB,78,71,team+name,
green-bay-packers,John Thompson,TE,TE,TE,70,58,team+name,
green-bay-packers,Johnnie Gray,DB,FS,S,89,80,team+name,
green-bay-packers,Larry McCarren,C,C,C,88,79,team+name,
green-bay-packers,Leotis Harris,OG,RG,OG,79,68,team+name,
green-bay-packers,Lynn Dickey,QB,QB,QB,77,76,team+name,
green-bay-packers,Mark Koncar,OT,LT,OT,78,71,team+name,
green-bay-packers,Melvin Jackson,OG,RG,OG,79,68,team+name,
green-bay-packers,Mike Butler,DE,LE,DE,83,71,team+name,
green-bay-packers,Mike Douglass,LB,ROLB,OLB,81,74,team+name,
green-bay-packers,Mike Hunt,LB,MLB,MLB,77,70,team+name,
green-bay-packers,Mike McCoy,DB,CB,CB,87,82,team+surname+position,
green-bay-packers,Mike Wellman,C,C,C,70,45,team+name,
green-bay-packers,Nate Simpson,RB,RB,RB,73,63,team+name,
green-bay-packers,Paul Coffman,TE,TE,TE,84,76,team+name,
green-bay-packers,Paul Rudzinski,LB,MLB,MLB,65,52,team+name,
green-bay-packers,Rich Wingo,LB,MLB,MLB,75,66,team+name,
green-bay-packers,Ricky Patton,RB,RB,RB,73,63,team+name,
green-bay-packers,Ron Cassidy,WR,WR,WR,69,59,team+name,
green-bay-packers,Sammy Johnson,RB,RB,RB,73,63,name only (moved or FA in the mod),
green-bay-packers,Steve Atkins,RB,RB,RB,74,65,team+name,
green-bay-packers,Steve Luke,DB,SS,S,79,68,team+name,
green-bay-packers,Steve Odom,WR,WR,WR,78,69,team+name,
green-bay-packers,Steve Stewart,LB,MLB,MLB,68,58,name only (moved or FA in the mod),
green-bay-packers,Steve Wagner,DB,FS,S,74,60,team+name,
green-bay-packers,Terdell Middleton,RB,RB,RB,83,83,team+name,
green-bay-packers,Terry Jones,DT,DT,DT,74,63,team+name,
green-bay-packers,Timothy Stokes,OT,LT,OT,78,71,team+surname+position,
green-bay-packers,Tom Birney,K,K,K,70,54,team+name,
green-bay-packers,Walt Landers,RB,RB,RB,66,49,team+surname+position,
green-bay-packers,Walter Tullis,WR,WR,WR,79,71,team+name,
green-bay-packers,Wylie Turner,DB,CB,CB,71,60,team+name,
houston-oilers,Andy Dorris,DE,LE,DE,85,76,team+name,
houston-oilers,Art Stringer,LB,MLB,MLB,83,75,team+name,
houston-oilers,Bill Currier,DB,SS,S,82,70,team+name,
houston-oilers,Billy Johnson,WR,WR,WR,76,67,team+name,
houston-oilers,Boobie Clark,RB,FB,RB,80,68,team+name,
houston-oilers,Carl Mauck,C,C,C,98,91,team+name,
houston-oilers,Carter Hartwig,DB,FS,S,79,66,team+name,
houston-oilers,Charles Jefferson,DB,CB,CB,78,67,team+name,
houston-oilers,Cliff Parsley,P,P,P,87,81,team+name,
houston-oilers,Conrad Rucker,TE,TE,TE,78,68,team+name,
houston-oilers,Conway Hayman,OG,LG,OG,88,83,team+name,
houston-oilers,Curley Culp,DT,DT,DT,91,85,team+name,
houston-oilers,Dan Pastorini,QB,QB,QB,80,79,team+name,
houston-oilers,Daryl Hunt,LB,MLB,MLB,68,58,team+name,
houston-oilers,David Carter,C,C,C,79,67,team+name,
houston-oilers,Earl Campbell,RB,RB,RB,88,90,team+name,
houston-oilers,Ed Fisher,OG,RG,OG,86,79,team+name,
houston-oilers,Eddie Foster,WR,WR,WR,59,44,team+name,
houston-oilers,Elvin Bethea,DE,RE,DE,94,89,team+name,
houston-oilers,George Reihner,OG,LG,OG,83,76,team+name,
houston-oilers,Gifford Nielsen,QB,QB,QB,78,77,team+name,
houston-oilers,Greg Stemrick,DB,CB,CB,84,76,team+name,
houston-oilers,Gregg Bingham,LB,MLB,MLB,92,89,team+name,
houston-oilers,Guido Merkens,QB,WR,WR,75,65,team+name,
houston-oilers,J.C. Wilson,DB,CB,CB,84,76,team+name,
houston-oilers,Jeff Groth,WR,WR,WR,77,68,name only (moved or FA in the mod),
houston-oilers,Jesse Baker,DE,RE,DE,80,69,team+name,
houston-oilers,Jim Young,DE,LE,DE,84,73,team+name,
houston-oilers,Jimbo Elrod,LB,MLB,MLB,75,66,team+name,
houston-oilers,Ken Burrough,WR,WR,WR,87,84,team+name,
houston-oilers,Ken Kennard,DT,DT,DT,73,62,team+name,
houston-oilers,Kenny King,RB,FB,RB,72,58,team+name,
houston-oilers,Leon Gray,OT,LT,OT,92,90,team+name,
houston-oilers,Mike Barber,TE,TE,TE,86,81,team+name,
houston-oilers,Mike Murphy,LB,ROLB,OLB,71,63,team+name,
houston-oilers,Mike Reinfeldt,DB,FS,S,94,84,team+name,
houston-oilers,Mike Renfro,WR,WR,WR,84,78,team+name,
houston-oilers,Mike Stensrud,DT,DT,DT,80,70,team+name,
houston-oilers,Morris Towns,OT,RT,OT,86,82,team+name,
houston-oilers,Rich Caster,TE,WR,WR,84,78,team+name,
houston-oilers,Rich Ellender,RB,RB,RB,63,45,team+name,
houston-oilers,Rob Carpenter,RB,RB,RB,81,81,team+name,
houston-oilers,Robert Brazile,LB,ROLB,OLB,93,91,team+name,
houston-oilers,Ronnie Coleman,RB,RB,RB,80,77,team+name,
houston-oilers,Steve Baumgartner,DE,ROLB,OLB,70,61,team+name,
houston-oilers,Ted Thompson,LB,MLB,MLB,69,60,team+name,
houston-oilers,Ted Washington,LB,LOLB,OLB,83,80,team+name,
houston-oilers,Tim Wilson,RB,FB,RB,88,83,team+name,
houston-oilers,Tom Randall,OG,RG,OG,75,63,team+name,
houston-oilers,Toni Fritsch,K,K,K,97,91,team+name,
houston-oilers,Vernon Perry,DB,SS,S,83,72,team+name,
houston-oilers,Wes Phillips,OT,RT,OT,68,60,team+name,
houston-oilers,Willie Alexander,DB,CB,CB,82,74,team+name,
kansas-city-chiefs,Arnold Morgado,RB,FB,RB,79,65,team+name,
kansas-city-chiefs,Art Still,DE,LE,DE,87,79,team+name,
kansas-city-chiefs,Bob Grupp,P,P,P,98,90,team+name,
kansas-city-chiefs,Bob Simmons,OG,LG,OG,80,70,team+name,
kansas-city-chiefs,Cal Peterson,LB,ROLB,OLB,75,68,team+name,
kansas-city-chiefs,Charles Jackson,LB,LOLB,OLB,75,66,team+name,
kansas-city-chiefs,Charlie Ane,C,C,C,74,59,team+name,
kansas-city-chiefs,Charlie Getty,OT,LT,OT,77,70,team+name,
kansas-city-chiefs,Curtis Anderson,DE,DT,DT,71,60,team+name,
kansas-city-chiefs,Dave Lindstrom,DE,RE,DE,79,67,team+name,
kansas-city-chiefs,Dave Rozumek,LB,MLB,MLB,75,66,team+name,
kansas-city-chiefs,Don Parrish,DT,DT,DT,80,70,team+name,
kansas-city-chiefs,Earl Gant,RB,RB,RB,72,62,team+name,
kansas-city-chiefs,Ed Beckman,TE,TE,TE,70,58,team+name,
kansas-city-chiefs,Frank Manumaleuga,LB,MLB,MLB,77,70,team+name,
kansas-city-chiefs,Gary Barbaro,DB,FS,S,99,95,team+name,
kansas-city-chiefs,Gary Green,DB,CB,CB,92,91,team+name,
kansas-city-chiefs,Gary Spani,LB,MLB,MLB,87,87,team+name,
kansas-city-chiefs,Gerald Jackson,DB,CB,CB,77,65,team+name,
kansas-city-chiefs,Henry Marshall,WR,WR,WR,83,76,team+name,
kansas-city-chiefs,Herb Christopher,DB,SS,S,82,70,team+name,
kansas-city-chiefs,Horace Belton,RB,RB,RB,70,59,team+name,
kansas-city-chiefs,Horace Perkins,DB,CB,CB,74,63,team+name,
kansas-city-chiefs,J.T. Smith,WR,WR,WR,77,68,team+name,
kansas-city-chiefs,Jack Rudnay,C,C,C,92,86,team+name,
kansas-city-chiefs,Jan Stenerud,K,K,K,80,76,team+name,
kansas-city-chiefs,Jerry Blanton,LB,MLB,MLB,66,54,team+name,
kansas-city-chiefs,Jerry Reese,DB,SS,S,85,77,team+name,
kansas-city-chiefs,Jim Nicholson,OT,RT,OT,76,69,team+name,
kansas-city-chiefs,Johnnie Dirden,WR,WR,WR,70,60,team+name,
kansas-city-chiefs,Ken Kremer,DT,DT,DT,72,61,team+name,
kansas-city-chiefs,Larry Brown,OT,RG,OG,67,54,team+surname+position,
kansas-city-chiefs,M.L. Carter,DB,CB,CB,82,74,team+name,
kansas-city-chiefs,Matt Herkenhoff,OT,LT,OT,77,70,team+name,
kansas-city-chiefs,Mike Bell,DE,RE,DE,80,69,team+name,
kansas-city-chiefs,Mike Livingston,QB,QB,QB,76,73,team+name,
kansas-city-chiefs,Mike Williams,RB,FB,RB,78,65,team+surname+position,
kansas-city-chiefs,Rod Walters,OG,LG,OG,74,64,team+name,
kansas-city-chiefs,Stan Rome,WR,WR,WR,71,61,team+name,
kansas-city-chiefs,Steve Fuller,QB,QB,QB,74,70,team+name,
kansas-city-chiefs,Steve Gaunty,WR,WR,WR,72,62,team+name,
kansas-city-chiefs,Sylvester Hicks,DE,RE,DE,83,72,team+name,
kansas-city-chiefs,Ted McKnight,RB,FB,RB,84,76,team+name,
kansas-city-chiefs,Tim Collier,DB,CB,CB,82,74,team+name,
kansas-city-chiefs,Tom Condon,OG,RG,OG,80,69,team+name,
kansas-city-chiefs,Tom Howard,LB,ROLB,OLB,81,74,team+name,
kansas-city-chiefs,Tony Reed,RB,RB,RB,79,74,team+name,
kansas-city-chiefs,Tony Samuels,TE,TE,TE,78,68,team+name,
kansas-city-chiefs,Walter White,TE,TE,TE,75,64,team+name,
kansas-city-chiefs,Whitney Paul,LB,LOLB,OLB,82,77,team+name,
kansas-city-chiefs,Wilbert Haslip,RB,RB,RB,69,58,team+name,
los-angeles-rams,Bill Bain,OG,LG,OG,80,70,team+name,
los-angeles-rams,Bill Dunstan,DT,DT,DT,77,66,team+name,
los-angeles-rams,Billy Waddy,WR,WR,WR,81,74,team+name,
los-angeles-rams,Bob Brudzinski,LB,ROLB,OLB,86,84,team+name,
los-angeles-rams,Bob Lee,QB,QB,QB,73,69,team+name,
los-angeles-rams,Charle Young,TE,TE,TE,82,74,team+name,
los-angeles-rams,Cullen Bryant,RB,FB,RB,89,84,team+name,
los-angeles-rams,Dan Ryczek,C,C,C,75,63,team+name,
los-angeles-rams,Dave Elmendorf,DB,SS,S,93,85,team+name,
los-angeles-rams,Dennis Harrah,OG,RG,OG,94,89,team+name,
los-angeles-rams,Doug France,OT,LT,OT,91,89,team+name,
los-angeles-rams,Doug Smith,C,LG,OG,72,60,team+name,
los-angeles-rams,Drew Hill,WR,WR,WR,76,67,team+name,
los-angeles-rams,Dwayne O'Steen,DB,CB,CB,85,78,team+name,
los-angeles-rams,Eddie Brown,DB,SS,S,80,68,team+name,
los-angeles-rams,Eddie Hill,RB,RB,RB,71,61,team+name,
los-angeles-rams,Elvis Peacock,RB,RB,RB,70,59,team+name,
los-angeles-rams,Frank Corral,K,K,K,71,58,team+name,
los-angeles-rams,Fred Dryer,DE,RE,DE,90,84,team+name,
los-angeles-rams,George Andrews,LB,ROLB,OLB,76,69,team+name,
los-angeles-rams,Gordon Gravelle,OT,LT,OT,81,77,team+name,
los-angeles-rams,Greg Westbrooks,LB,LOLB,OLB,75,66,team+name,
los-angeles-rams,Ivory Sully,DB,FS,S,77,63,team+name,
los-angeles-rams,Jack Reynolds,LB,MLB,MLB,92,89,team+name,
los-angeles-rams,Jack Youngblood,DE,LE,DE,95,97,team+name,
los-angeles-rams,Jackie Slater,OT,RT,OT,86,82,team+name,
los-angeles-rams,Jackie Wallace,DB,CB,CB,80,70,team+name,
los-angeles-rams,Jeff Rutledge,QB,QB,QB,72,68,team+name,
los-angeles-rams,Jeff Severson,DB,SS,S,77,67,team+name,
los-angeles-rams,Jerry Wilkinson,DE,LE,DE,81,66,team+name,
los-angeles-rams,Jim Jodat,RB,FB,RB,80,68,team+name,
los-angeles-rams,Jim Youngblood,LB,LOLB,OLB,87,85,team+name,
los-angeles-rams,Joe Harris,LB,LOLB,OLB,72,62,team+name,
los-angeles-rams,John Williams,OT,RT,OT,85,78,team+name,
los-angeles-rams,Ken Clark,P,P,P,80,73,team+name,
los-angeles-rams,Kent Hill,OG,LG,OG,84,78,team+name,
los-angeles-rams,Kevin McLain,LB,MLB,MLB,73,63,team+name,
los-angeles-rams,Larry Brooks,DT,DT,DT,88,81,team+name,
los-angeles-rams,Lawrence McCutcheon,RB,RB,RB,81,81,team+name,
los-angeles-rams,Mike Fanning,DT,DT,DT,83,74,team+name,
los-angeles-rams,Nolan Cromwell,DB,FS,S,91,83,team+name,
los-angeles-rams,Pat Haden,QB,QB,QB,83,86,team+name,
los-angeles-rams,Pat Thomas,DB,CB,CB,91,87,team+name,
los-angeles-rams,Preston Dennard,WR,WR,WR,81,74,team+name,
los-angeles-rams,Reggie Doss,DE,RE,DE,81,70,team+name,
los-angeles-rams,Rich Saul,C,C,C,96,90,team+name,
los-angeles-rams,Ricky Odom,DB,CB,CB,72,61,team+name,
los-angeles-rams,Rod Perry,DB,CB,CB,86,81,team+name,
los-angeles-rams,Ron Jessie,WR,WR,WR,79,71,team+name,
los-angeles-rams,Ron Smith,WR,WR,WR,79,71,team+name,
los-angeles-rams,Sidney Justin,DB,CB,CB,64,52,team+surname+position,
los-angeles-rams,Terry Nelson,TE,TE,TE,85,78,team+name,
los-angeles-rams,Vince Ferragamo,QB,QB,QB,77,76,team+name,
los-angeles-rams,Wendell Tyler,RB,RB,RB,82,83,team+name,
los-angeles-rams,Willie Miller,WR,WR,WR,78,69,team+name,
miami-dolphins,A.J. Duhe,LB,RE,DE,87,76,team+name,
miami-dolphins,Bob Baumhower,DT,DT,DT,95,88,team+name,
miami-dolphins,Bob Griese,QB,QB,QB,82,83,team+name,
miami-dolphins,Bob Kuechenberg,OG,LT,OT,91,89,team+name,
miami-dolphins,Bob Matheson,LB,MLB,MLB,80,72,team+name,
miami-dolphins,Bob Torrey,RB,FB,RB,66,49,team+name,
miami-dolphins,Bruce Hardy,TE,TE,TE,83,74,team+name,
miami-dolphins,Carl Barisich,DT,DT,DT,77,66,team+name,
miami-dolphins,Charlie Babb,DB,FS,S,83,72,team+name,
miami-dolphins,Cleveland Green,OT,RT,OT,74,67,team+name,
miami-dolphins,Delvin Williams,RB,RB,RB,86,87,team+name,
miami-dolphins,Don Bessillieu,DB,FS,S,77,63,team+name,
miami-dolphins,Don Strock,QB,QB,QB,75,72,team+name,
miami-dolphins,Doug Betters,DE,RE,DE,89,82,team+name,
miami-dolphins,Duriel Harris,WR,WR,WR,88,85,team+name,
miami-dolphins,Earnest Rhone,LB,LOLB,OLB,82,77,team+name,
miami-dolphins,Ed Newman,OG,LG,OG,82,72,team+name,
miami-dolphins,Ed Taylor,DB,CB,CB,79,68,team+name,
miami-dolphins,Eric Laakso,OT,LT,OT,72,64,team+name,
miami-dolphins,Gary Davis,RB,RB,RB,80,77,team+name,
miami-dolphins,George Roberts,P,P,P,81,75,team+name,
miami-dolphins,Gerald Small,DB,CB,CB,86,81,team+name,
miami-dolphins,Glenn Blackwood,DB,SS,S,78,67,team+name,
miami-dolphins,Guy Benjamin,QB,QB,QB,71,67,team+name,
miami-dolphins,Jeff Toews,OG,LG,OG,74,64,team+name,
miami-dolphins,Jim Langer,C,C,C,89,81,team+name,
miami-dolphins,Jimmy Cefalo,WR,WR,WR,79,71,team+name,
miami-dolphins,Jon Giesler,OT,LT,OT,75,67,team+name,
miami-dolphins,Kim Bokamper,DE,LOLB,OLB,86,83,team+name,
miami-dolphins,Larry Csonka,RB,FB,RB,86,79,team+name,
miami-dolphins,Larry Gordon,LB,ROLB,OLB,88,87,team+name,
miami-dolphins,Larry Little,OG,RG,OG,94,89,team+name,
miami-dolphins,Mark Dennard,C,C,C,74,59,team+name,
miami-dolphins,Mel Land,LB,LOLB,OLB,73,63,team+name,
miami-dolphins,Mike Current,OT,RT,OT,85,78,team+name,
miami-dolphins,Mike Kozlowski,DB,SS,S,76,65,team+name,
miami-dolphins,Nat Moore,WR,WR,WR,92,91,team+name,
miami-dolphins,Neal Colzie,DB,CB,CB,82,74,team+name,
miami-dolphins,Norm Bulaich,RB,FB,RB,84,76,team+name,
miami-dolphins,Norris Thomas,DB,CB,CB,82,74,team+name,
miami-dolphins,Ralph Ortega,LB,ROLB,OLB,76,69,team+name,
miami-dolphins,Ronnie Lee,OT,TE,TE,75,64,team+name,
miami-dolphins,Rusty Chambers,LB,MLB,MLB,80,72,team+name,
miami-dolphins,Steve Howell,RB,FB,RB,65,45,team+name,
miami-dolphins,Steve Towle,LB,MLB,MLB,85,80,team+name,
miami-dolphins,Tim Foley,DB,SS,S,88,82,team+name,
miami-dolphins,Tony Nathan,RB,RB,RB,79,74,team+name,
miami-dolphins,Uwe Von Schamann,K,K,K,84,82,team+name,
miami-dolphins,Vern Den Herder,DE,LE,DE,90,88,team+name,
minnesota-vikings,Ahmad Rashad,WR,WR,WR,91,90,team+name,
minnesota-vikings,Bob Tucker,TE,TE,TE,83,74,team+name,
minnesota-vikings,Bobby Bryant,DB,CB,CB,81,72,team+name,
minnesota-vikings,Brent McClanahan,RB,FB,RB,80,68,team+name,
minnesota-vikings,Charlie Goodrum,OT,LG,OG,83,76,team+surname+position,
minnesota-vikings,Chuck Foreman,RB,FB,RB,81,69,team+name,
minnesota-vikings,Dave Huffman,OG,C,C,74,59,team+name,
minnesota-vikings,Dave Roller,DT,DT,DT,79,69,team+name,
minnesota-vikings,Dennis Swilley,C,C,C,84,74,team+name,
minnesota-vikings,Derrel Luce,LB,LOLB,OLB,78,70,team+name,
minnesota-vikings,Doug Sutherland,DT,DT,DT,83,74,team+name,
minnesota-vikings,Douglas Cunningham,WR,WR,WR,64,52,team+name,
minnesota-vikings,Frank Myers,OT,RT,OT,77,70,team+name,
minnesota-vikings,Fred McNeill,LB,ROLB,OLB,87,85,team+name,
minnesota-vikings,Greg Coleman,P,P,P,81,75,team+name,
minnesota-vikings,James White,DT,DT,DT,82,72,team+name,
minnesota-vikings,Jeff Siemon,LB,MLB,MLB,90,88,team+name,
minnesota-vikings,Jim Hough,OG,LG,OG,74,64,team+name,
minnesota-vikings,Jim Marshall,DE,RE,DE,82,71,team+name,
minnesota-vikings,Jimmy Edwards,RB,RB,RB,64,45,team+name,
minnesota-vikings,John Turner,DB,CB,CB,82,74,team+name,
minnesota-vikings,Keith Nord,DB,FS,S,79,66,team+name,
minnesota-vikings,Kevin Miller,WR,WR,WR,73,63,team+name,
minnesota-vikings,Kurt Knoff,DB,FS,S,73,58,team+name,
minnesota-vikings,Mark Mullaney,DE,LE,DE,80,65,team+name,
minnesota-vikings,Matt Blair,LB,LOLB,OLB,93,90,team+name,
minnesota-vikings,Nate Allen,DB,CB,CB,79,68,team+name,
minnesota-vikings,Nate Wright,DB,CB,CB,80,70,team+name,
minnesota-vikings,Paul Krause,DB,FS,S,83,72,team+name,
minnesota-vikings,Phillip Wise,DB,SS,S,75,64,team+surname+position,
minnesota-vikings,Randy Holloway,DE,RE,DE,76,62,team+name,
minnesota-vikings,Rick Danmeier,K,K,K,72,68,team+name,
minnesota-vikings,Rickey Young,RB,RB,RB,81,81,team+name,
minnesota-vikings,Robert Miller,RB,RB,RB,76,68,team+name,
minnesota-vikings,Robert Steele,WR,WR,WR,74,64,team+name,
minnesota-vikings,Ron Yary,OT,RT,OT,87,85,team+name,
minnesota-vikings,Sammy White,WR,WR,WR,87,84,team+name,
minnesota-vikings,Scott Studwell,LB,MLB,MLB,83,75,team+name,
minnesota-vikings,Steve Dils,QB,QB,QB,72,68,team+name,
minnesota-vikings,Steve Niehaus,DT,DT,DT,75,64,team+name,
minnesota-vikings,Steve Riley,OT,LT,OT,83,79,team+name,
minnesota-vikings,Stu Voigt,TE,TE,TE,81,72,team+name,
minnesota-vikings,Ted Brown,RB,FB,RB,82,69,team+name,
minnesota-vikings,Terry LeCount,WR,WR,WR,78,69,team+name,
minnesota-vikings,Tim Baylor,DB,FS,S,81,69,team+name,
minnesota-vikings,Tom Hannon,DB,SS,S,85,77,team+name,
minnesota-vikings,Tommy Kramer,QB,QB,QB,83,86,team+name,
minnesota-vikings,Wally Hilgenberg,LB,ROLB,OLB,76,69,team+name,
minnesota-vikings,Wes Hamilton,OG,RG,OG,83,76,team+name,
new-england-patriots,Allan Clark,RB,RB,RB,67,54,team+name,
new-england-patriots,Andy Johnson,RB,RB,RB,80,77,team+name,
new-england-patriots,Bill Lenkaitis,C,C,C,86,77,team+name,
new-england-patriots,Bill Matthews,LB,MLB,MLB,66,54,team+name,
new-england-patriots,Bob Cryder,OG,RT,OT,72,66,team+name,
new-england-patriots,Bob Golic,DT,DT,DT,76,65,team+name,
new-england-patriots,Carlos Pennywell,WR,WR,WR,73,63,team+name,
new-england-patriots,Dick Conn,DB,FS,S,79,66,team+name,
new-england-patriots,Don Calhoun,RB,FB,RB,84,76,team+name,
new-england-patriots,Don Hasselbeck,TE,TE,TE,85,78,team+name,
new-england-patriots,Donald Westbrook,WR,WR,WR,73,63,team+surname+position,
new-england-patriots,Doug Beaudoin,DB,SS,S,77,67,team+name,
new-england-patriots,Dwight Wheeler,C,LT,OT,79,73,team+name,
new-england-patriots,Eddie Hare,P,P,P,72,64,team+name,
new-england-patriots,Garry Puetz,OG,RG,OG,83,76,team+name,
new-england-patriots,Harold Jackson,WR,WR,WR,89,87,team+name,
new-england-patriots,Horace Ivory,RB,RB,RB,80,77,team+name,
new-england-patriots,John Hannah,OG,LG,OG,99,96,team+name,
new-england-patriots,John Smith,K,K,K,79,76,team+name,
new-england-patriots,John Zamberlin,LB,MLB,MLB,75,66,team+name,
new-england-patriots,Julius Adams,DE,RE,DE,85,75,team+name,
new-england-patriots,Mark Buben,DE,DT,DT,78,67,team+name,
new-england-patriots,Mark Washington,DB,CB,CB,77,65,team+name,
new-england-patriots,Matt Cavanaugh,QB,QB,QB,69,66,team+name,
new-england-patriots,Mel Lunsford,DT,LE,DE,85,76,team+name,
new-england-patriots,Mike Hawkins,LB,LOLB,OLB,77,68,team+name,
new-england-patriots,Mike Haynes,DB,CB,CB,96,98,team+name,
new-england-patriots,Mosi Tatupu,RB,FB,RB,79,65,team+name,
new-england-patriots,Pete Brock,C,LT,OT,78,71,team+name,
new-england-patriots,Prentice McCray,DB,SS,S,84,74,team+name,
new-england-patriots,Ray Costict,LB,LOLB,OLB,73,63,team+name,
new-england-patriots,Ray Hamilton,DT,DT,DT,86,78,team+name,
new-england-patriots,Ray Jarvis,WR,WR,WR,72,62,team+name,
new-england-patriots,Raymond Clayborn,DB,CB,CB,91,87,team+name,
new-england-patriots,Richard Bishop,DT,RE,DE,87,76,team+name,
new-england-patriots,Rick Sanford,DB,CB,CB,74,63,team+name,
new-england-patriots,Rod Shoate,LB,ROLB,OLB,83,79,team+name,
new-england-patriots,Russ Francis,TE,TE,TE,95,96,team+name,
new-england-patriots,Sam Adams,OG,RG,OG,91,85,team+name,
