file,iden,role,teamID,name_before,name_after,provenance,how
2000,593C5D81-336E-966D-25D0-727DAD8F8609,Head Physio,Free Agent,Mike Butler,Mike Butler,real (name in a real source),inferred
2000,13A6AE19-66B8-D214-127B-EF645D82A4F5,Off Co-ord,Free Agent,Gene Senat,Calvin Chavez,"invented (both names from the invented lists, no real source)",inferred
2000,01F7C520-EB3E-DE09-A4A9-2BF9296C9A49,Def Co-ord,Free Agent,Quinyon Bell,Amir Wetherby,"invented (both names from the invented lists, no real source)",inferred
2000,DF98C489-77D2-C582-AE60-0106E9BA0286,Special Teams,Free Agent,Orrin Calloway,Darrell Canales,"invented (both names from the invented lists, no real source)",inferred
2000,C1AC0B6E-95DB-15DC-761B-DB1EA9A6EBB7,Head Scout,Free Agent,Marist Moore,Tyrone Jessop,"invented (scout/physio, the standing exception)",inferred
2000,45A39963-E20E-627C-F952-DDF78353F21E,Off Scout,Free Agent,Fenwick Ruffin,Fenwick Ruffin,"invented (scout/physio, the standing exception)",inferred
2000,77DF0DB1-5866-97D6-1769-C3114A5F7C42,Def Scout,Free Agent,Herbert Sedillo,Wilfred Quillen,"invented (scout/physio, the standing exception)",inferred
2000,E374AC06-CAA8-25F4-3E1F-A56FE32C7E94,Head Physio,Free Agent,Ellis Okafor,Frank Inchcape,"invented (scout/physio, the standing exception)",inferred
2000,D2E9F860-4D21-7B6A-DF1B-19F1B323D090,Assistant Physio,Free Agent,Perry Quillen,Aaron Patterson,"invented (scout/physio, the standing exception)",inferred
2004,705FB860-150C-40C7-9959-8FF393E88EE7,Head Coach,ARI,Dennis Green,Dennis Green,real (name in a real source),inferred
2004,3D76A09B-41A5-4D88-B9E5-E85B84F0BF3D,Off Co-ord,ARI,Alex Wood,Alex Wood,real (name in a real source),inferred
2004,2188C361-0955-4CF3-BCD5-51941F5A7E65,Def Co-ord,ARI,Clancy Pendergast,Clancy Pendergast,"unknown (no real source, not from the invented lists)",inferred
2004,EF26F4D7-FF1C-416E-BD0D-0634D97FE40E,Special Teams,ARI,Kevin O'Dea,Kevin O'Dea,real (name in a real source),inferred
2004,0A6246B3-2274-4D63-BDFF-8C04852CA9AE,Head Scout,ARI,Justin Murphy,Justin Murphy,"invented (scout/physio, the standing exception)",inferred
2004,83C41EA9-36B2-451D-88AB-D59279D4D71B,Off Scout,ARI,Thomas Parker,Thomas Parker,"invented (scout/physio, the standing exception)",inferred
2004,EF597A0A-5899-4F3F-B77B-5CE69A2BC0AB,Def Scout,ARI,Scott Reed,Scott Reed,"invented (scout/physio, the standing exception)",inferred
2004,74B851F4-7CAB-45AB-A8A0-F29E3760D4CA,Head Physio,ARI,Brian Roberts,Brian Roberts,"invented (scout/physio, the standing exception)",inferred
2004,C07855D4-ABA4-4949-A141-F893400912FA,Assistant Physio,ARI,John Collins,John Collins,"invented (scout/physio, the standing exception)",inferred
2004,7410AEC1-59EF-43FB-8D18-C153405C9853,Head Coach,ATL,Jim Mora,Jim Mora,real (name in a real source),inferred
2004,68CBE88B-B67A-4901-B270-1EB756892B3F,Off Co-ord,ATL,Greg Knapp,Greg Knapp,real (name in a real source),inferred
2004,895168C0-ADE0-46F2-AA31-27E882522FF9,Def Co-ord,ATL,Ed Donatell,Ed Donatell,real (name in a real source),inferred
2004,92A34D47-BB7B-4B82-8DE0-46CFDF0B1BA9,Special Teams,ATL,Joe DeCamillis,Joe DeCamillis,real (name in a real source),inferred
2004,F1EA39C5-9DFF-47B4-BA36-44E28D5EE6F9,Head Scout,ATL,Richard Scott,Richard Scott,"invented (scout/physio, the standing exception)",inferred
2004,E1FA2C5D-0346-4666-A8B2-C32B4A783F46,Off Scout,ATL,Justin Richardson,Justin Richardson,"invented (scout/physio, the standing exception)",inferred
2004,A389DD4B-60F0-4AA2-BD24-D274694A16A3,Def Scout,ATL,Steven Rogers,Ralph Dunmore,"invented (scout/physio, the standing exception)",inferred
2004,21C629C9-E59F-4A4C-87D2-5E61CD2236AC,Head Physio,ATL,Harold Cook,Harold Cook,"invented (scout/physio, the standing exception)",inferred
2004,BDA86912-A61D-4FC4-9ABF-6ACABDFA7598,Assistant Physio,ATL,Dennis Wilson,Dennis Wilson,"invented (scout/physio, the standing exception)",inferred
2004,007C54E0-9404-425D-B21B-8BF86DDC0118,Head Coach,BAL,Brian Billick,Brian Billick,real (name in a real source),inferred
2004,8CDC0272-982B-47A6-8F92-5D3C86D71D50,Off Co-ord,BAL,Matt Cavanaugh,Matt Cavanaugh,real (name in a real source),inferred
2004,3E9BF571-D704-4F6B-B7AB-C9255A13634D,Def Co-ord,BAL,Mike Nolan,Mike Nolan,real (name in a real source),inferred
2004,6EB2209A-46F2-4A10-957C-2EE558E2DDED,Special Teams,BAL,Gary Zauner,Gary Zauner,real (name in a real source),inferred
2004,25B5EF27-3078-4CA7-8720-F48F51438AB0,Head Scout,BAL,Michael Baker,Michael Baker,"invented (scout/physio, the standing exception)",inferred
2004,907CF39C-98CC-4A98-9B78-54A5426672C8,Off Scout,BAL,Justin Campbell,Amir Oakleigh,"invented (scout/physio, the standing exception)",inferred
2004,4548FB45-E38D-4CEF-AEEA-BFBEEE032B03,Def Scout,BAL,George Hall,George Hall,"invented (scout/physio, the standing exception)",inferred
2004,1E347411-DE25-4E4A-A9E7-8D088D6E9F6C,Head Physio,BAL,Raymond Clark,Raymond Clark,"invented (scout/physio, the standing exception)",inferred
2004,296DC5C9-1F89-47B4-B9B2-119F5A757759,Assistant Physio,BAL,Patrick Carter,Orville Woodbury,"invented (scout/physio, the standing exception)",inferred
2004,FC7FF0E1-9B4B-403D-BB43-ECD600B71AEC,Head Coach,BUF,Mike Mularkey,Mike Mularkey,real (name in a real source),inferred
2004,C9A094F0-9506-4762-85C1-82322DEBB6F3,Off Co-ord,BUF,Tom Clements,Tom Clements,real (name in a real source),inferred
2004,C567E3B0-A669-42A5-93B7-94BD917706AE,Def Co-ord,BUF,Jerry Gray,Jerry Gray,real (name in a real source),inferred
2004,68F334A2-D4A4-4EC8-A621-4BE4D3C89ED3,Special Teams,BUF,Bobby April,Bobby April,real (name in a real source),inferred
2004,5CD71DE7-3EF8-487E-B488-6DC727A4108B,Head Scout,BUF,Gary Carter,Sten Trumbull,"invented (scout/physio, the standing exception)",inferred
2004,AFC93AE8-A4EC-4AE2-B0EC-833529CB9FA9,Off Scout,BUF,James Adams,James Adams,"invented (scout/physio, the standing exception)",inferred
2004,706ADE5F-BC0A-43BA-963D-5EFC61393E15,Def Scout,BUF,David Lewis,David Lewis,real (name in a real source),inferred
2004,E794B41C-E390-4E75-B054-FC3853597469,Head Physio,BUF,Jason Baker,Jason Baker,real (name in a real source),inferred
2004,FC3AD175-2963-483E-8239-678B211A7A80,Assistant Physio,BUF,Timothy Hall,Caspian Holbrook,"invented (scout/physio, the standing exception)",inferred
2004,EC567198-96DA-4D1B-BC3C-BE909F41DBC0,Head Coach,CAR,John Fox,John Fox,real (name in a real source),inferred
2004,DA6626A8-3D60-4918-ABC2-5EE6D6488D18,Off Co-ord,CAR,Dan Henning,Dan Henning,real (name in a real source),inferred
2004,0B348F2C-7E59-49C6-8940-623A89EAB718,Def Co-ord,CAR,Mike Trgovac,Mike Trgovac,real (name in a real source),inferred
2004,415F48FD-ADF8-4266-BDDD-94790D056033,Special Teams,CAR,Scott O'Brien,Scott O'Brien,real (name in a real source),inferred
2004,12169C1C-2E56-48F3-9378-D8D90BE962A6,Head Scout,CAR,Brandon Moore,Brandon Moore,real (name in a real source),inferred
2004,5A763404-C3F5-4513-9CF1-A7CF1B4DF688,Off Scout,CAR,Peter Cook,Jocelyn Little,"invented (scout/physio, the standing exception)",inferred
2004,439DCB14-3323-4A9C-80D1-9E28D1641AC1,Def Scout,CAR,Harold Reed,Harold Reed,"invented (scout/physio, the standing exception)",inferred
2004,5AB1AB68-D7F6-4255-953F-04CC53F6C893,Head Physio,CAR,James Edwards,James Edwards,"invented (scout/physio, the standing exception)",inferred
2004,C87525CB-5224-4038-B76D-4E6F1FFB67D2,Assistant Physio,CAR,Jerry Roberts,Jerry Roberts,real (name in a real source),inferred
2004,88B40810-CE11-4AC9-9033-18E03049B346,Head Coach,CHI,Lovie Smith,Lovie Smith,real (name in a real source),inferred
2004,4B96E37A-BFEC-46FA-BE0C-1273207029B3,Off Co-ord,CHI,Terry Shea,Terry Shea,"unknown (no real source, not from the invented lists)",inferred
2004,76AAFDD5-913D-4A23-9E2B-D4B0E28CD2BF,Def Co-ord,CHI,Ron Rivera,Ron Rivera,real (name in a real source),inferred
2004,050BE355-674B-40F8-91C8-436C952CFCB4,Special Teams,CHI,Dave Toub,Dave Toub,real (name in a real source),inferred
2004,6D7BA350-0DFE-4117-AEE1-843F2754B122,Head Scout,CHI,Harold Clark,Harold Clark,"invented (scout/physio, the standing exception)",inferred
2004,AD5161CA-4E60-4796-86D8-B20B6ED4E4F1,Off Scout,CHI,Thomas Hall,Thomas Hall,"invented (scout/physio, the standing exception)",inferred
2004,2ED60DFD-4D1D-4D7C-BCED-CBB0BD240EB7,Def Scout,CHI,David Phillips,David Phillips,"invented (scout/physio, the standing exception)",inferred
2004,A7BDAA14-5858-47C5-A6E2-AA4F3AC9B376,Head Physio,CHI,Gregory Lewis,Dan Clark,"invented (scout/physio, the standing exception)",inferred
2004,B3FCACB1-716A-4A53-80BC-A550443E8166,Assistant Physio,CHI,James Scott,James Scott,real (name in a real source),inferred
2004,FE0B7935-F533-47DC-9EBD-76A8E8496981,Head Coach,CIN,Marvin Lewis,Marvin Lewis,real (name in a real source),inferred
2004,739C5574-DCCE-4EC7-AC0E-12444C6772D0,Off Co-ord,CIN,Bob Bratkowski,Bob Bratkowski,real (name in a real source),inferred
2004,06D99D2F-3542-4565-BE28-748C981C4BC3,Def Co-ord,CIN,Leslie Frazier,Leslie Frazier,real (name in a real source),inferred
2004,7A555E1C-4B5F-44FD-94BA-86F22E17118C,Special Teams,CIN,Darrin Simmons,Darrin Simmons,real (name in a real source),inferred
2004,39BA55CF-832D-498D-A214-FD1D94BC1BC5,Head Scout,CIN,Robert Cooper,Robert Cooper,"invented (scout/physio, the standing exception)",inferred
2004,A533BA58-CF02-4069-9428-32BD7B6956B1,Off Scout,CIN,Mark Wilson,Mark Wilson,real (name in a real source),inferred
2004,0A1576F3-8171-467D-8D8B-9F5102940EDC,Def Scout,CIN,Robert Adams,Robert Adams,"invented (scout/physio, the standing exception)",inferred
2004,EE5FF300-0124-4205-9D15-7E1CDDD8803A,Head Physio,CIN,Jeffrey Lewis,Bardolf Ashgrove,"invented (scout/physio, the standing exception)",inferred
2004,D70EA2B4-7C63-4F87-96A8-55617FC14CDD,Assistant Physio,CIN,Charles Thompson,Charles Thompson,"invented (scout/physio, the standing exception)",inferred
2004,3DD850E9-545F-4F19-87F6-06F3C54B79FB,Head Coach,CLE,Butch Davis,Butch Davis,real (name in a real source),inferred
2004,3AC9C836-216F-4242-A74A-87D543459712,Off Co-ord,CLE,Rob Chudzinski,Rob Chudzinski,real (name in a real source),inferred
2004,41D6150B-899A-4A2B-A279-D33DC365FADF,Def Co-ord,CLE,Dave Campo,Dave Campo,real (name in a real source),inferred
2004,71BF02AA-3361-4403-A9AA-7C377EED94DD,Special Teams,CLE,Jerry Rosburg,Jerry Rosburg,real (name in a real source),inferred
2004,D8617B64-C057-4526-978D-1DB5D64684EA,Head Scout,CLE,Douglas Evans,Johnny Hollingsworth,"invented (scout/physio, the standing exception)",inferred
2004,76C39126-18DB-43B0-BA2D-BA8E493E60BF,Off Scout,CLE,Gregory Edwards,Barry Sandoval,"invented (scout/physio, the standing exception)",inferred
2004,3AAAB6E2-A770-4E3E-8680-94EC13CBB987,Def Scout,CLE,Timothy Bell,Rakim Clark,"invented (scout/physio, the standing exception)",inferred
2004,38758A3C-6037-475F-9EDE-A68F9FB01041,Head Physio,CLE,Mark Lewis,Mark Lewis,real (name in a real source),inferred
2004,9D583EF6-4FC4-401E-A946-C7B6215E2018,Assistant Physio,CLE,Gregory Parker,Darren Hunnicutt,"invented (scout/physio, the standing exception)",inferred
2004,8930214D-7FF4-4771-BE56-761C27ECF51A,Head Coach,DAL,Bill Parcells,Bill Parcells,real (name in a real source),inferred
2004,5D5B44ED-8FBE-47A2-90A3-115A67358896,Off Co-ord,DAL,Maurice Carthon,Maurice Carthon,real (name in a real source),inferred
2004,D86B12D9-576F-4603-BC66-AD8CE2B4C2A6,Def Co-ord,DAL,Mike Zimmer,Mike Zimmer,real (name in a real source),inferred
2004,14636A90-3B73-4C92-9D4F-67E4D5B0D02F,Special Teams,DAL,Bruce DeHaven,Bruce DeHaven,real (name in a real source),inferred
2004,1B980D00-C4B2-49C8-8D9D-0DCC88DF3C6D,Head Scout,DAL,Charles Turner,Charles Turner,"invented (scout/physio, the standing exception)",inferred
2004,073573AB-01B8-4082-842D-629E0776A040,Off Scout,DAL,Larry Taylor,Ivor Ashdown,"invented (scout/physio, the standing exception)",inferred
2004,DC84AB5D-C1B6-48E1-B13E-A26F670DFB2B,Def Scout,DAL,Scott Adams,Scott Adams,"invented (scout/physio, the standing exception)",inferred
2004,60452139-E494-4573-BC7E-EC47E90BB087,Head Physio,DAL,Robert Stewart,Dwayne Ashdown,"invented (scout/physio, the standing exception)",inferred
2004,C1B892EA-FE21-4499-A96C-B11C2938F1B1,Assistant Physio,DAL,Jason Anderson,Jason Anderson,"invented (scout/physio, the standing exception)",inferred
2004,E85237B1-3A60-47D4-9922-AEB28298578C,Head Coach,DEN,Mike Shanahan,Mike Shanahan,real (name in a real source),inferred
2004,AB9C4C86-43A6-494A-929C-0505AAD263AB,Off Co-ord,DEN,Gary Kubiak,Gary Kubiak,real (name in a real source),inferred
2004,3DA35B1B-55D9-47E2-B7A3-25C04608E504,Def Co-ord,DEN,Larry Coyer,Larry Coyer,"unknown (no real source, not from the invented lists)",inferred
2004,F6B130D6-6B09-4189-B556-0996BB81A143,Special Teams,DEN,Ronnie Bradford,Ronnie Bradford,real (name in a real source),inferred
2004,7BF54847-B320-467B-A5BE-EDD3B556BFE3,Head Scout,DEN,Richard Edwards,Richard Edwards,"invented (scout/physio, the standing exception)",inferred
2004,CD71472D-868B-4A39-B5E1-E813F190E5A5,Off Scout,DEN,Charles Hall,Charles Hall,"invented (scout/physio, the standing exception)",inferred
2004,DA5C7D75-12BC-4925-86C4-2447C1328A8A,Def Scout,DEN,Patrick Turner,Patrick Turner,real (name in a real source),inferred
2004,A47756D7-21F4-44B1-AD96-DBF7595F9A9A,Head Physio,DEN,John Roberts,John Roberts,"invented (scout/physio, the standing exception)",inferred
2004,F732D1F5-7C34-4BB7-9920-8C4AA4DB139F,Assistant Physio,DEN,Brian Bailey,Brian Bailey,"invented (scout/physio, the standing exception)",inferred
2004,E8D375D4-27C6-4D66-B8FC-80504EB96DE1,Head Coach,DET,Steve Mariucci,Steve Mariucci,real (name in a real source),inferred
2004,F53863BD-E28B-4970-A607-58B8E0B5B659,Off Co-ord,DET,Sherman Lewis,Sherman Lewis,real (name in a real source),inferred
2004,C6449560-13E0-45DB-A7AF-D29D21BB204D,Def Co-ord,DET,Dick Jauron,Dick Jauron,real (name in a real source),inferred
2004,1BA5CB55-B724-4BC8-A9B2-B228155AE634,Special Teams,DET,Chuck Priefer,Chuck Priefer,real (name in a real source),inferred
2004,FE017E21-3326-49F8-A657-00E254C3094B,Head Scout,DET,Brandon Murphy,Brandon Murphy,"invented (scout/physio, the standing exception)",inferred
2004,86F1CEA1-BD87-441B-8AB0-A462BC7DCC4F,Off Scout,DET,David Mitchell,David Mitchell,"invented (scout/physio, the standing exception)",inferred
2004,22662EB5-86DD-452A-BE50-151DDCA20A6D,Def Scout,DET,John Bailey,John Bailey,"invented (scout/physio, the standing exception)",inferred
2004,3A61D295-692D-48CD-B5C3-B55003F58E96,Head Physio,DET,Roger Young,Darren Rogers,"invented (scout/physio, the standing exception)",inferred
2004,B1E68F03-B55F-4B94-9004-0AC24D0427D4,Assistant Physio,DET,Harold Edwards,Harold Edwards,"invented (scout/physio, the standing exception)",inferred
2004,BB97C67E-8363-4C27-92C7-DEC42DA66F2E,Head Coach,GB,Mike Sherman,Mike Sherman,real (name in a real source),inferred
2004,2D941F49-D19B-480C-98A5-BCA11800A687,Off Co-ord,GB,Tom Rossley,Tom Rossley,real (name in a real source),inferred
2004,7ABC1183-F4ED-49A1-93B0-999D8E3B07D1,Def Co-ord,GB,Bob Slowik,Bob Slowik,real (name in a real source),inferred
2004,A1D848FF-E26E-4CDA-B3FA-9090E59916FE,Special Teams,GB,John Bonamego,John Bonamego,real (name in a real source),inferred
2004,4F88FCDB-3174-4310-806B-CAA8C41CBFEC,Head Scout,GB,Michael Campbell,Michael Campbell,real (name in a real source),inferred
2004,6D20F37E-511E-45B7-9C12-D23C9DA7483B,Off Scout,GB,Steven Anderson,John Hollingsworth,"invented (scout/physio, the standing exception)",inferred
2004,4F22C67D-3549-4960-A9EA-9FD5378B2175,Def Scout,GB,Charles Morris,Charles Morris,"invented (scout/physio, the standing exception)",inferred
2004,DC32E71A-E095-4434-9DA4-131F68113F60,Head Physio,GB,Gary Baker,Gary Baker,"invented (scout/physio, the standing exception)",inferred
2004,73891977-C299-4AE1-8057-2771C9485F7E,Assistant Physio,GB,Larry Adams,Larry Adams,real (name in a real source),inferred
2004,02217914-D0E6-412F-B66A-84B0653A274A,Head Coach,HOU,Dom Capers,Dom Capers,real (name in a real source),inferred
2004,0FBB034F-F8F9-40AA-9A98-52AF398B0ADD,Off Co-ord,HOU,Chris Palmer,Chris Palmer,real (name in a real source),inferred
2004,59D217FF-478E-4B2E-84D3-B37F1DDC0368,Def Co-ord,HOU,Vic Fangio,Vic Fangio,real (name in a real source),inferred
2004,5ADFBAA2-6237-4770-B535-9EE8572E41D3,Special Teams,HOU,Joe Marciano,Joe Marciano,real (name in a real source),inferred
2004,6BAD552B-83EE-494A-AD71-7B9B4F912804,Head Scout,HOU,Mark Scott,Mark Scott,"invented (scout/physio, the standing exception)",inferred
2004,08F8A1BB-EF15-4D74-AD1C-CBE8629D6D2E,Off Scout,HOU,Justin Nelson,Justin Nelson,"invented (scout/physio, the standing exception)",inferred
2004,82A25DD8-149E-47AD-BB6B-3E0F858B9350,Def Scout,HOU,Harold Roberts,Harold Roberts,"invented (scout/physio, the standing exception)",inferred
2004,566C8249-A684-4308-8E14-0474D37D9D02,Head Physio,HOU,Roger Thompson,Roger Thompson,"invented (scout/physio, the standing exception)",inferred
2004,390C8327-A35E-4B89-8874-A943BAEEB695,Assistant Physio,HOU,Timothy Baker,Brian Yeager,"invented (scout/physio, the standing exception)",inferred
2004,0A709233-40F2-4C77-8E18-36F4A510A436,Head Coach,IND,Tony Dungy,Tony Dungy,real (name in a real source),inferred
2004,4442E9AC-FF38-4A36-B049-54AACB24E9BA,Off Co-ord,IND,Tom Moore,Tom Moore,real (name in a real source),inferred
2004,DA58959F-CCCB-40F3-AB11-D05299AFEAD8,Def Co-ord,IND,Ron Meeks,Ron Meeks,"unknown (no real source, not from the invented lists)",inferred
2004,3D353466-D60E-4A7D-B37C-F2C23175B728,Special Teams,IND,Russ Purnell,Russ Purnell,real (name in a real source),inferred
2004,AB1BC497-553F-4094-B3A7-BEAFBB668725,Head Scout,IND,Michael Moore,Michael Moore,real (name in a real source),inferred
2004,9C1A596A-5AD1-4E52-BB8E-6B3F3A33ADA2,Off Scout,IND,Michael Murphy,Michael Murphy,"invented (scout/physio, the standing exception)",inferred
2004,1B7D29B1-14E2-4DF0-BFEC-20ACF7A3D25E,Def Scout,IND,Thomas Nelson,Thomas Nelson,"invented (scout/physio, the standing exception)",inferred
2004,F45F13FE-6848-45FB-A700-E2C8BF44C78E,Head Physio,IND,Scott Clark,Scott Clark,"invented (scout/physio, the standing exception)",inferred
2004,5F7E1028-E63F-4556-A6A9-AAF41A9B36A2,Assistant Physio,IND,James Anderson,James Anderson,real (name in a real source),inferred
2004,739AC515-967B-4918-BC91-205CE017429B,Head Coach,JAX,Jack Del Rio,Jack Del Rio,real (name in a real source),inferred
2004,9FDD9F32-FCEC-4B81-B80B-12FA3ACB9953,Off Co-ord,JAX,Bill Musgrave,Bill Musgrave,real (name in a real source),inferred
2004,AB24B63C-F1E4-44D5-B3F8-8F2EA797A2B3,Def Co-ord,JAX,Mike Smith,Mike Smith,real (name in a real source),inferred
2004,3F07260F-FBAB-46A1-AA5A-F27427713021,Special Teams,JAX,Pete Rodriguez,Pete Rodriguez,real (name in a real source),inferred
2004,85A03151-4DA9-483A-A32C-BFC3BF99B10A,Head Scout,JAX,Timothy Allen,Caspian Dinsmore,"invented (scout/physio, the standing exception)",inferred
2004,D7B14104-30A2-4DBA-B5E2-92BF985F912C,Off Scout,JAX,Paul Taylor,Ryan Nadeau,"invented (scout/physio, the standing exception)",inferred
2004,C944D16E-29E2-4AB5-B722-8C37F3DC44A1,Def Scout,JAX,Raymond Cooper,Raymond Cooper,"invented (scout/physio, the standing exception)",inferred
2004,9EF51432-C8DA-4561-9F82-CB86EC4F307D,Head Physio,JAX,Ronald Phillips,Ronald Phillips,"invented (scout/physio, the standing exception)",inferred
2004,55B232BB-8E68-4AC0-947E-2F2D64005BA1,Assistant Physio,JAX,Kevin King,Kevin King,real (name in a real source),inferred
2004,8F794747-AD58-484D-831F-A95438A2BF50,Head Coach,KC,Dick Vermeil,Dick Vermeil,real (name in a real source),inferred
2004,98307805-4A78-4ED0-8D61-7480F19ECDE5,Off Co-ord,KC,Al Saunders,Al Saunders,real (name in a real source),inferred
2004,BF31301D-E2D2-47EB-AB83-68CAA9696C41,Def Co-ord,KC,Gunther Cunningham,Gunther Cunningham,real (name in a real source),inferred
2004,7B835142-7567-409B-8718-6CF9B0BA1991,Special Teams,KC,Frank Gansz Jr.,Frank Gansz Jr.,"unknown (no real source, not from the invented lists)",inferred
2004,E9AD0550-D146-4ED7-A91D-EC746E07C56A,Head Scout,KC,Paul Wright,Paul Wright,"invented (scout/physio, the standing exception)",inferred
2004,1C4FE8AB-6142-4C2F-AE8C-D6CCED87BD17,Off Scout,KC,Frank Thompson,Frank Thompson,"invented (scout/physio, the standing exception)",inferred
2004,09EBB6F8-AB3C-4142-BA74-BB531F3965D3,Def Scout,KC,Joseph Reed,Greg Rademacher,"invented (scout/physio, the standing exception)",inferred
2004,B37589A7-9721-40C6-B7EA-FCEE842DE2AB,Head Physio,KC,Robert Walker,Robert Walker,"invented (scout/physio, the standing exception)",inferred
2004,58285939-9A1A-4699-B535-3AC3E2DE66CE,Assistant Physio,KC,Mark Mitchell,Mark Mitchell,real (name in a real source),inferred
2004,3740152F-0B7B-46F1-A7D5-CD40B72CAB69,Head Coach,MIA,Dave Wannstedt,Dave Wannstedt,real (name in a real source),inferred
2004,D782FCE5-73B0-4C31-8B23-0856A170800F,Off Co-ord,MIA,Chris Foerster,Chris Foerster,"unknown (no real source, not from the invented lists)",inferred
2004,60C8DA5F-E0AC-426D-A9E4-428957E44A5F,Def Co-ord,MIA,Jim Bates,Jim Bates,real (name in a real source),inferred
2004,01455AC9-5B39-4D58-A6D8-84A61BA55D3A,Special Teams,MIA,Keith Armstrong,Keith Armstrong,real (name in a real source),inferred
2004,179BDF6C-D421-4FD3-B79C-F521DEE0CA6D,Head Scout,MIA,Scott Sanchez,Ansel Petrosian,"invented (scout/physio, the standing exception)",inferred
2004,83CC83D6-2699-46F9-8A32-EDC7A63BEDC8,Off Scout,MIA,Jeffrey Bell,Tim Satterfield,"invented (scout/physio, the standing exception)",inferred
2004,8707ED33-9529-404D-9ED3-44A091513184,Def Scout,MIA,Mark Nelson,Mark Nelson,"invented (scout/physio, the standing exception)",inferred
2004,BE6D8D61-F09A-41E1-8427-BDC27FD52D15,Head Physio,MIA,Paul Wilson,Paul Wilson,"invented (scout/physio, the standing exception)",inferred
2004,70C4075A-123E-42D1-8987-944EEC1C5753,Assistant Physio,MIA,Roger Carter,Greg Ontiveros,"invented (scout/physio, the standing exception)",inferred
2004,48473C85-6816-4A3E-9190-7E629AF66134,Head Coach,MIN,Mike Tice,Mike Tice,real (name in a real source),inferred
2004,36ECB39E-4B3A-4A8B-8430-407EE808B8FD,Off Co-ord,MIN,Scott Linehan,Scott Linehan,real (name in a real source),inferred
2004,C2E32E9D-37C2-4C77-8AB0-C72F80BD2D35,Def Co-ord,MIN,Ted Cottrell,Ted Cottrell,real (name in a real source),inferred
2004,2FB522C2-4F42-49AD-A51D-0EF4FC9E2382,Special Teams,MIN,Rusty Tillman,Rusty Tillman,real (name in a real source),inferred
2004,FA86C385-2C74-420D-BE0A-6F163EB65089,Head Scout,MIN,Joseph Bailey,Isaiah Ontiveros,"invented (scout/physio, the standing exception)",inferred
2004,62AB3362-ED97-4D3F-AE4C-29C178A1322A,Off Scout,MIN,Scott Moore,Scott Moore,"invented (scout/physio, the standing exception)",inferred
2004,E790B99A-9A27-4867-AF8D-F5E38FD3B172,Def Scout,MIN,Douglas Roberts,Lorne Kitchens,"invented (scout/physio, the standing exception)",inferred
2004,F0FB9DEE-B6DD-4988-9C17-3A885A78E076,Head Physio,MIN,Richard Phillips,Richard Phillips,"invented (scout/physio, the standing exception)",inferred
2004,B34E001E-44B2-48A0-8802-154556268D39,Assistant Physio,MIN,Kevin Lewis,Kevin Lewis,real (name in a real source),inferred
2004,DDDDF0DD-36B0-4F0E-882F-E8540E84F253,Head Coach,NE,Bill Belichick,Bill Belichick,real (name in a real source),inferred
2004,3029B8E8-7015-4691-8B38-32D74BA49BCE,Off Co-ord,NE,Charlie Weis,Charlie Weis,real (name in a real source),inferred
2004,2268E6BF-AFB3-4EEB-BFE8-25AA119C1E26,Def Co-ord,NE,Romeo Crennel,Romeo Crennel,real (name in a real source),inferred
2004,345B6C26-419E-4976-B4A3-A7C00A56A46A,Special Teams,NE,Brad Seely,Brad Seely,real (name in a real source),inferred
2004,8DBA1DB5-07D9-4124-BE05-E6AAB8077E06,Head Scout,NE,William Cook,William Cook,"invented (scout/physio, the standing exception)",inferred
2004,8D09EAC4-19AD-42A8-9F2C-658AF64CBAC2,Off Scout,NE,Kevin Anderson,Kevin Anderson,"invented (scout/physio, the standing exception)",inferred
2004,041BB7E4-79E8-48DF-A3F2-CD39BE8B8F8E,Def Scout,NE,Gary Richardson,Gary Richardson,"invented (scout/physio, the standing exception)",inferred
2004,F297F9E1-CF08-4627-8CF6-CE50EDF54E4F,Head Physio,NE,Carl Thompson,Carl Thompson,"invented (scout/physio, the standing exception)",inferred
2004,4C49E800-F58D-4EA5-A24C-03F3BF997935,Assistant Physio,NE,Paul Clark,Paul Clark,"invented (scout/physio, the standing exception)",inferred
2004,BB7772F7-A737-45CD-97CF-A63DA46CB343,Head Coach,NO,Jim Haslett,Jim Haslett,real (name in a real source),inferred
2004,F6BA63EB-E089-4F0E-A45B-E6ECAB786B8A,Off Co-ord,NO,Mike McCarthy,Mike McCarthy,real (name in a real source),inferred
2004,DE433DFE-1020-43AE-99F9-5DDC55164491,Def Co-ord,NO,Rick Venturi,Rick Venturi,real (name in a real source),inferred
2004,ACF6EB8E-6AFB-4D69-9A98-F898EB83DBB7,Special Teams,NO,Al Everest,Al Everest,real (name in a real source),inferred
2004,D500C17D-5E07-4F0C-B2ED-94A673BE3D0F,Head Scout,NO,Thomas Clark,Thomas Clark,"invented (scout/physio, the standing exception)",inferred
2004,75B72155-6A59-4296-9C6D-560A7045E12F,Off Scout,NO,Thomas Bell,Jared Gravesend,"invented (scout/physio, the standing exception)",inferred
2004,DADACB54-D958-473E-83AA-1368D3E48DC7,Def Scout,NO,Joseph Turner,Marcus Morgan,"invented (scout/physio, the standing exception)",inferred
2004,CF14B3C7-1311-44C3-AAFD-2C874E5803F4,Head Physio,NO,John Carter,Vernon Culley,"invented (scout/physio, the standing exception)",inferred
