file,iden,name,position,team,before,after,source
1979,6B1C706B-1A33-CBD2-64F8-66C3B5088CD6,Scott Hunter,QB,DET,light,light,"Mike period layer, PSKI {'1': 4, '0': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL']"
1979,5A5A8879-8D38-C3C5-C5D0-71C2C6E8AD8D,Tom Skladany,P,DET,light,light,"Mike period layer, PSKI {'1': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,20201641-D47A-28B5-9C1A-833FC8CD7226,Tony Leonard,CB,DET,dark,dark,"Mike period layer, PSKI {'5': 6}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL']"
1979,A449F851-AA84-F7B4-9FC5-A9C494F504B2,Ulysses Norris,TE,DET,dark,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,5B52ABEF-045C-CA2D-160E-47DB8E959C6F,Wally Pesuit,OG,DET,light,light,"Mike period layer, PSKI {'1': 3, '0': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,EAE51AF4-D57B-B870-7859-E4B4A6825931,Walt Williams,CB,DET,dark,dark,"Mike period layer, PSKI {'5': 2, '4': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2D0454D9-BD95-9ED9-05D8-D44053B3C1F5,William Gay,DE,DET,dark,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,6E9B9F95-DF04-16EA-C95A-86E57F83EEA7,Aundra Thompson,WR,GB,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,E5A55BB3-A912-C634-6FD1-EEF8D49869C4,Barty Smith,RB,GB,dark,light,"Mike period layer, PSKI {'0': 1, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,1B5B9A41-A1DF-B6B9-EE45-B790EFF38496,Bob Barber,DE,GB,light,light,"Mike period layer, PSKI {'2': 1, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,3D5A9860-820A-5FB0-3455-D73B00859894,Bobby Kimball,WR,GB,dark,dark,archive fallback — not in Mike
1979,79FF13AD-3F92-123F-38CE-37EF3420E9BF,Carl Barzilauskas,DT,GB,light,light,"Mike period layer, PSKI {'2': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,38E25E65-7338-4CF8-2053-847B9A32C271,Casey Merrill,DE,GB,dark,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,59B39B55-8BD8-92BB-7697-8DC276B8910E,Charles Johnson,DT,GB,dark,dark,"Mike period layer, PSKI {'5': 1, '4': 2}, files ['1996Roster.PLAY.csv', 'MuscleMike-LM67 3.PL']"
1979,2DBA98BA-9CA1-8476-3ED7-F2362F21AA67,Chester Marcol,K,GB,light,light,"Mike period layer, PSKI {'1': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,F0FC9B6F-BA72-7694-4C5F-5E5EC89FE0D2,Dave Simmons,OLB,GB,dark,light,"Mike period layer, PSKI {'0': 2}, files ['1966Roster (1).PLAY.', 'Mike-NFL1941-1969.PL']"
1979,833F6F75-919E-0F87-31CB-F4820ED7E77D,David Beverly,P,GB,light,light,"Mike period layer, PSKI {'1': 2, '0': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL']"
1979,F39B867A-0E13-DB7C-1998-B4F6CC00F00F,David Whitehurst,QB,GB,light,light,"Mike period layer, PSKI {'1': 1, '0': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,E781B7BA-51EA-04C2-EEF0-DC315E076C8C,Derrel Gofourth,OG,GB,dark,light,"Mike period layer, PSKI {'1': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,FAF015FB-919F-0B45-4EE8-DCA8A9B53603,Earl Edwards,DT,GB,dark,dark,"Mike period layer, PSKI {'4': 8, '5': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,288EDEC1-6186-762F-5281-6487C233F716,Eddie Lee Ivery,RB,GB,dark,dark,"Mike period layer, PSKI {'5': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,5EF005D4-E081-E2B0-C002-E734B83BE8CC,Eric Torkelson,RB,GB,light,light,"Mike period layer, PSKI {'0': 1, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,E94CB14E-41F9-F0E7-8C10-7530117F3423,Estus Hood,CB,GB,dark,dark,"Mike period layer, PSKI {'5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2143D4BE-9407-5CD8-E669-A0CFE33B3C22,Ezra Johnson,DE,GB,dark,dark,"Mike period layer, PSKI {'5': 1, '4': 4}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,5DE33EDB-7929-3AD8-F7FD-3D1479836A5B,Gary Weaver,OLB,GB,light,dark,"Mike period layer, PSKI {'5': 3, '6': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'MuscleMike-LM67 3.PL']"
1979,967036BB-0D36-168D-4967-959E1973B565,Greg Koch,OT,GB,light,light,"Mike period layer, PSKI {'1': 2, '0': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,73116759-5768-4B0B-2B0B-34F54F50566F,Henry Monroe,CB,GB,dark,dark,archive fallback — not in Mike
1979,4CC9B9D1-3C91-336A-D71D-15D02C623B94,Howard Sampson,CB,GB,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,3D24A7A0-D59D-D34E-B221-18B9F13B3F15,James Lofton,WR,GB,dark,dark,"Mike period layer, PSKI {'4': 9, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,400DFC73-534B-2579-BEF9-B98834D7EBE3,Jim Culbreath,RB,GB,light,dark,"Mike period layer, PSKI {'3': 1}, files ['1978Roster (1).PLAY.']"
1979,9F387966-2849-786B-4253-86D93EBAB76D,Jim Gueno,OLB,GB,dark,light,"Mike period layer, PSKI {'0': 1, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,78B748E6-4A0E-4025-3FEE-01B4BC666EB4,Joe McLaughlin,MLB,GB,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,FB1C0FF4-1B19-0C8C-E470-047CD6E2AF45,John Anderson,OLB,GB,dark,light,"Mike period layer, PSKI {'0': 1, '1': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,8DC5B759-F830-C543-310B-E1996220098B,John Thompson,TE,GB,light,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2DCF27C9-4FB4-2702-0551-2EA58239C602,Johnnie Gray,S,GB,dark,dark,"Mike period layer, PSKI {'4': 1, '5': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,AB865F61-DB32-8EC0-11E4-82E389C9ED7B,Larry McCarren,C,GB,light,light,"Mike period layer, PSKI {'1': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,ABA23E58-3C53-6CB0-4F01-EF6B36721DD1,Leotis Harris,OG,GB,dark,dark,"Mike period layer, PSKI {'5': 1, '6': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,520DF643-FA1B-DF85-101C-DA622643F926,Lynn Dickey,QB,GB,light,light,"Mike period layer, PSKI {'1': 6}, files ['1976Roster.PLAY.csv', 'Mike-NFL1970-1974.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,0ED96B53-F91C-B155-C686-9D7FA40CF3DC,Mark Koncar,OT,GB,light,light,"Mike period layer, PSKI {'0': 1}, files ['1976Roster.PLAY.csv']"
1979,728BADAF-D428-FE8C-8647-7DE7BEA7E452,Melvin Jackson,OG,GB,dark,dark,"Mike period layer, PSKI {'4': 1, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,5CFB94BA-6A37-D8F1-DFE9-5FEEEFB1C7C6,Mike Butler,DE,GB,dark,dark,"Mike period layer, PSKI {'5': 1, '4': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,AF74C521-7846-FD90-D9D4-BDB807CEF9F8,Mike Douglass,OLB,GB,dark,dark,"Mike period layer, PSKI {'5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2B643A76-BFC5-E5DC-7CE2-A6F73E8ADB7B,Mike Hunt,MLB,GB,light,light,"Mike period layer, PSKI {'1': 1}, files ['1978Roster (1).PLAY.']"
1979,C81A33B9-D47E-4982-14AF-3842B18FB64A,Mike McCoy,CB,GB,dark,light,"Mike period layer, PSKI {'1': 7, '5': 1, '4': 2}, files ['1966Roster (1).PLAY.', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,BF90FDF3-C01A-A582-20EF-14C470F8B3F3,Mike Wellman,C,GB,light,light,archive fallback — not in Mike
1979,77EAA0C9-8FBE-C9D0-8013-674C7AE4EA4F,Nate Simpson,RB,GB,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,E64D9CC3-75D4-88C4-2D10-DE656BE9B4E0,Paul Coffman,TE,GB,light,light,"Mike period layer, PSKI {'0': 3, '1': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,5719ED24-AF0D-7DA5-8F1D-876DC0D084F6,Paul Rudzinski,MLB,GB,dark,light,"Mike period layer, PSKI {'1': 1}, files ['1978Roster (1).PLAY.']"
1979,807B41D1-B686-E286-FF8A-C7ED15B2A280,Rich Wingo,MLB,GB,light,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,974FF8DD-AD7D-A43B-DAEB-200A4F8297F5,Ricky Patton,RB,GB,dark,dark,"Mike period layer, PSKI {'5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,8D01F975-D11E-41D5-6755-8180CDF02645,Ron Cassidy,WR,GB,dark,dark,archive fallback — not in Mike
1979,BDC651C4-3091-3AC6-0648-3D3DEF81BF0B,Sammy Johnson,RB,GB,light,light,"Mike period layer, PSKI {'1': 4}, files ['1976Roster.PLAY.csv', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,E8060AEC-8A52-0FAF-7A3E-B5E27A6062ED,Steve Atkins,RB,GB,dark,dark,archive fallback — not in Mike
1979,930120CC-4A2F-5708-2E18-FDBB4A05E5A9,Steve Luke,S,GB,light,dark,"Mike period layer, PSKI {'4': 1, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,8DB99A13-8033-B463-B6FA-CEE072F76CE5,Steve Odom,WR,GB,light,dark,"Mike period layer, PSKI {'4': 1, '5': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,87BB6ADE-72F8-D415-1FC7-82B6B62BFDAA,Steve Stewart,MLB,GB,dark,light,"Mike period layer, PSKI {'1': 1}, files ['1978Roster (1).PLAY.']"
1979,ECAE1B7A-4421-BD12-BD3A-1A45B917C11D,Steve Wagner,S,GB,dark,dark,"Mike period layer, PSKI {'5': 3, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,78186BE9-8054-C075-AA6D-3DF85A1D0038,Terdell Middleton,RB,GB,dark,dark,"Mike period layer, PSKI {'5': 1, '4': 1}, files ['1978Roster (1).PLAY.', 'Mike-USFL_WFL.PLAY.c']"
1979,3AEC6519-B8D5-7721-3354-3C652AE57594,Terry Jones,DT,GB,dark,dark,"Mike period layer, PSKI {'5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,A5E905DF-BB9B-9210-8687-3EB9DFB7C5BE,Timothy Stokes,OT,GB,dark,dark,archive fallback — not in Mike
1979,84229443-2759-C948-C445-AB8C46D3053C,Tom Birney,K,GB,dark,dark,archive fallback — not in Mike
1979,3BD9D9FF-6AE0-13D1-3F8C-1E4A7FAE7739,Walt Landers,RB,GB,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,10296C6F-B585-2E4D-C28D-949BB3A4EC65,Walter Tullis,WR,GB,dark,dark,"Mike period layer, PSKI {'5': 1}, files ['1978Roster (1).PLAY.']"
1979,0FADC473-ADC2-92B6-C669-31A6836CF38B,Wylie Turner,CB,GB,dark,dark,archive fallback — not in Mike
1979,DF32EF71-3B2F-3725-2895-62DAC4EEF84A,Andy Dorris,DE,HOU,light,light,"Mike period layer, PSKI {'0': 5, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,017716B3-54FD-EFCC-A029-C6439CD12052,Art Stringer,MLB,HOU,dark,dark,"Mike period layer, PSKI {'5': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,475D95EE-D13F-24A8-565E-06761B0876DC,Bill Currier,S,HOU,light,light,"Mike period layer, PSKI {'1': 3, '0': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,D8929D56-1B85-CDF3-9058-E56A9ADCB523,Billy Johnson,WR,HOU,dark,dark,"Mike period layer, PSKI {'4': 9, '5': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,6A552478-B96A-83E6-A42B-7B964E9135B8,Boobie Clark,RB,HOU,dark,dark,"Mike period layer, PSKI {'5': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'MuscleMike-LM67 3.PL']"
1979,247A44C1-5E56-08B9-0AED-9EB0D144E70F,Carl Mauck,C,HOU,light,light,"Mike period layer, PSKI {'1': 5, '0': 4}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,4A25A15D-BE5B-F1E6-D33F-10050A944DD0,Carter Hartwig,S,HOU,dark,dark,archive fallback — Mike abstains (PSKI 7 / split)
1979,FAC5D2AA-1180-D88F-982E-3FAC21EF0110,Charles Jefferson,CB,HOU,dark,dark,"Mike period layer, PSKI {'4': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2270B638-72BF-8EBB-993E-97CA60A7F5EB,Cliff Parsley,P,HOU,light,light,"Mike period layer, PSKI {'1': 4}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,7A660DC8-0C52-A215-43F7-37342E871FDE,Conrad Rucker,TE,HOU,dark,dark,"Mike period layer, PSKI {'3': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,EA1D7AD0-39BC-0A8E-18FB-3A4A83E91329,Conway Hayman,OG,HOU,light,dark,"Mike period layer, PSKI {'4': 1, '5': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,E2D8D670-803B-C6E8-2956-A3F9E198CB8C,Curley Culp,DT,HOU,dark,dark,"Mike period layer, PSKI {'3': 5}, files ['1978Roster (1).PLAY.', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,017F0A58-EC2E-AC48-E2EF-871C112078D2,Dan Pastorini,QB,HOU,light,light,"Mike period layer, PSKI {'1': 10}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,AFE54494-D3DB-B91D-B581-392EB1827C6C,Daryl Hunt,MLB,HOU,dark,dark,"Mike period layer, PSKI {'5': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,C8A61442-FE4B-B110-C53C-35BCB6B7F2BF,David Carter,C,HOU,dark,light,"Mike period layer, PSKI {'1': 3, '0': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,69048942-F273-D0C2-4127-6D9BC297227E,Earl Campbell,RB,HOU,dark,dark,"Mike period layer, PSKI {'4': 6, '5': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,A1A8A716-160C-A057-748C-E2C435E4E4AE,Ed Fisher,OG,HOU,light,light,"Mike period layer, PSKI {'1': 4, '0': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,E0D48300-8ACF-6773-7FF5-37CC7DB3EF22,Eddie Foster,WR,HOU,dark,dark,archive fallback — not in Mike
1979,BF422C39-44F7-DE19-8FA4-554473200AC0,Elvin Bethea,DE,HOU,dark,dark,"Mike period layer, PSKI {'5': 2, '4': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,AC64A1D7-C583-C198-FBF0-FEA00E44889B,George Reihner,OG,HOU,light,light,"Mike period layer, PSKI {'1': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,D855A52C-8CCB-D77D-817A-431932D8CF45,Gifford Nielsen,QB,HOU,light,light,"Mike period layer, PSKI {'0': 2, '1': 1}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,888E10EB-2C7B-6F68-F814-59F88DF1C184,Greg Stemrick,CB,HOU,dark,dark,"Mike period layer, PSKI {'5': 7}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,B31F6F27-6902-37CA-08DD-DB076372D1C9,Gregg Bingham,MLB,HOU,light,light,"Mike period layer, PSKI {'1': 5}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL']"
1979,444D91C1-7907-EA81-A613-9479D489B1F7,Guido Merkens,WR,HOU,dark,light,"Mike period layer, PSKI {'0': 1}, files ['Mike-NFL1980-1989.PL']"
1979,D36DF28E-F7C4-E767-399B-8914B4A8DC27,J.C. Wilson,CB,HOU,dark,dark,"Mike period layer, PSKI {'4': 2, '5': 3}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,11522402-AF2E-CA82-7C04-24026012240D,Jeff Groth,WR,HOU,dark,light,"Mike period layer, PSKI {'0': 2, '1': 1}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,2149F945-2AEA-5F9F-C5F9-5AF89B24B110,Jesse Baker,DE,HOU,dark,dark,"Mike period layer, PSKI {'6': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,058251B0-5FFB-E764-79CD-3904E3E2BC7A,Jim Young,DE,HOU,dark,dark,archive fallback — not in Mike
1979,15F5EBA2-BEC6-9BE4-C825-FAADF3AAA4EC,Jimbo Elrod,MLB,HOU,light,light,"Mike period layer, PSKI {'0': 1, '1': 1}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.']"
1979,DBCBBB03-D889-4E62-5816-565B3A8905A2,Ken Burrough,WR,HOU,dark,dark,"Mike period layer, PSKI {'5': 10}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,AFFC373F-7053-8A26-C2D0-A624B1AB8603,Ken Kennard,DT,HOU,dark,dark,"Mike period layer, PSKI {'5': 3, '4': 2}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,BEDDC84F-BED2-3978-370F-DCE11E6CB26F,Kenny King,RB,HOU,dark,dark,"Mike period layer, PSKI {'6': 5, '5': 1}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,E96B9E57-46ED-7EAC-754C-36C2F58075BA,Leon Gray,OT,HOU,dark,dark,"Mike period layer, PSKI {'5': 5, '4': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,71409388-CED7-FD0B-41C4-59F213A6254F,Mike Barber,TE,HOU,dark,light,"Mike period layer, PSKI {'1': 10, '0': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,C9DCFF31-0F3B-19D5-A01D-1B59A2FE49E1,Mike Murphy,OLB,HOU,light,light,"Mike period layer, PSKI {'0': 1}, files ['Mike-USFL_WFL.PLAY.c']"
1979,506D3D9F-C467-ADAF-EDE9-A04348EC1DBB,Mike Reinfeldt,S,HOU,light,light,"Mike period layer, PSKI {'1': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,3B8E5576-1F4D-3467-6DBF-BA90D4A1D8DB,Mike Renfro,WR,HOU,dark,light,"Mike period layer, PSKI {'1': 6, '0': 1}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,BA4A793D-8ECB-E262-C8AB-84DB529AE23F,Mike Stensrud,DT,HOU,dark,light,"Mike period layer, PSKI {'0': 2}, files ['Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,C6D45CFE-F840-6E9D-FC8A-10267EEA1A74,Morris Towns,OT,HOU,dark,dark,"Mike period layer, PSKI {'5': 5}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,AAD7FAC9-A7E1-9D0D-2AB4-93D07F11FB46,Rich Caster,WR,HOU,dark,dark,"Mike period layer, PSKI {'4': 4, '5': 8}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,CEC0E200-D29B-BB0D-F1CA-D622C69B83A9,Rich Ellender,RB,HOU,dark,dark,archive fallback — not in Mike
1979,D64541DE-206A-F195-9F61-494754D85A1F,Rob Carpenter,RB,HOU,dark,light,"Mike period layer, PSKI {'1': 2, '0': 5}, files ['1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,A34ACBEA-A4CB-A1DA-B949-BBB264F80294,Robert Brazile,OLB,HOU,dark,dark,"Mike period layer, PSKI {'5': 9}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'Mike-USFL_WFL.PLAY.c', 'MuscleMike-LM67 3.PL']"
1979,D09C71E8-241F-D6D8-E863-F7C80B3FBEA1,Ronnie Coleman,RB,HOU,dark,dark,"Mike period layer, PSKI {'5': 7}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1970-1974.PL', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
1979,7D8E4972-E44C-C941-50E2-00DB0232973E,Steve Baumgartner,OLB,HOU,dark,light,"Mike period layer, PSKI {'0': 1, '1': 3}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'MuscleMike-LM67 3.PL']"
1979,573EC412-46F2-406B-0E2D-13A8027DF2B7,Ted Thompson,MLB,HOU,light,light,"Mike period layer, PSKI {'0': 1, '1': 3, '5': 2}, files ['1976Roster.PLAY.csv', '1978Roster (1).PLAY.', 'Mike-NFL1975-1979.PL', 'Mike-NFL1980-1989.PL', 'MuscleMike-LM67 3.PL']"
