doc_id,stratum,path,title_as_filed,year_as_filed,has_text,format,klass,per_player,read_method,note,bytes,words,ev_year_min,ev_year_max,ev_year_modal,ev_football,ev_baseball,ev_hockey,ev_basketball,ev_college,ev_bio_labels,ev_bio_prose,ev_htwt,ev_roster_rows,ev_name_pos,ev_stat_heads,ev_stat_rows,dup_relation,dup_with,dup_containment,dup_n_partners
49ers-1974-media-guide-san-francisco-c,nfl-books,nfl-books/text_all/49ers-1974-media-guide-san-francisco-c.txt,San Francisco 49ers 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,302565,48521,1906,1983,1973,270,4,0,0,39,152,117,28,146,13,4,28,,,,0
bears-1974-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1974-media-guide-chicago.txt,Chicago Bears 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,196162,31079,1854,1980,1973,202,0,0,0,14,6,11,0,5,3,1,40,,,,0
bengals-1974-media-guide-cincinnati-c,nfl-books,nfl-books/text_all/bengals-1974-media-guide-cincinnati-c.txt,Cincinnati Bengals 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,151384,23944,1854,2005,1973,117,0,0,0,21,0,14,0,0,18,31,38,,,,0
bills-1974-media-guide-buffalo-c,nfl-books,nfl-books/text_all/bills-1974-media-guide-buffalo-c.txt,Buffalo Bills 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,272895,43559,1904,2003,1973,328,0,0,0,42,175,52,124,78,2,8,21,,,,0
broncos-1974-media-guide-denver,nfl-books,nfl-books/text_all/broncos-1974-media-guide-denver.txt,Denver Broncos 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,224316,36120,1856,2008,1973,210,0,0,0,28,129,32,90,24,47,39,92,,,,0
browns-1974-media-guide-cleveland-c,nfl-books,nfl-books/text_all/browns-1974-media-guide-cleveland-c.txt,Cleveland Browns 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,292036,48787,1863,2026,1973,273,2,0,0,16,261,53,0,212,50,7,16,,,,0
cardinals-1974-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1974-media-guide-st.-louis-c.txt,St. Louis Cardinals 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,251092,41765,1851,2013,1973,240,1,0,0,20,0,132,0,13,63,39,21,,,,0
chargers-1974-media-guide-san-diego-a-b,nfl-books,nfl-books/text_all/chargers-1974-media-guide-san-diego-a-b.txt,San Diego Chargers 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,243887,40400,1851,2007,1973,213,0,0,0,12,6,191,0,107,101,23,41,,,,0
chiefs-1974-media-guide-kansas-city-c,nfl-books,nfl-books/text_all/chiefs-1974-media-guide-kansas-city-c.txt,Kansas City Chiefs 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,228040,36909,1851,2021,1973,202,0,0,0,28,97,41,0,2,48,13,46,,,,0
colts-1974-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1974-media-guide-baltimore.txt,Baltimore Colts 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,328726,51392,1851,1978,1973,316,0,0,0,21,161,28,0,1,1,13,55,,,,0
cowboys-1974-media-guide-dallas,nfl-books,nfl-books/text_all/cowboys-1974-media-guide-dallas.txt,Dallas Cowboys 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,278681,46867,1851,2010,1973,280,0,0,0,11,125,41,0,54,170,90,39,,,,0
dolphins-1974-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-1974-media-guide-miami.txt,Miami Dolphins 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,283218,46446,1851,2019,1973,295,0,0,0,16,270,105,0,3,230,93,84,,,,0
eagles-1974-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1974-media-guide-philadelphia-c.txt,Philadelphia Eagles 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,270520,43470,1881,2027,1973,277,0,0,0,17,216,139,1,43,5,44,39,,,,0
falcons-1974-media-guide-atlanta-c,nfl-books,nfl-books/text_all/falcons-1974-media-guide-atlanta-c.txt,Atlanta Falcons 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,243159,40861,1866,2001,1973,280,1,0,2,59,7,46,0,21,54,15,22,,,,0
giants-1974-media-guide-new-york-c,nfl-books,nfl-books/text_all/giants-1974-media-guide-new-york-c.txt,New York Giants 1974 Media Guide,1974,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,259728,42833,1851,2010,1971,216,3,0,0,14,95,132,0,0,1,12,15,,,,0
jets-1974-media-guide-new-york-c,nfl-books,nfl-books/text_all/jets-1974-media-guide-new-york-c.txt,New York Jets 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,295554,51088,1851,2010,1973,235,1,0,1,22,210,57,0,61,271,35,66,,,,0
lions-1974-media-guide-detroit-c,nfl-books,nfl-books/text_all/lions-1974-media-guide-detroit-c.txt,Detroit Lions 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,242776,41076,1920,2021,1973,249,0,0,0,14,174,6,1,6,581,3,89,,,,0
oilers-1974-media-guide-houston-c,nfl-books,nfl-books/text_all/oilers-1974-media-guide-houston-c.txt,Houston Oilers 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,291841,46019,1872,2005,1973,285,0,0,0,9,174,64,0,11,79,9,15,,,,0
packers-1974-media-guide-green-bay-c,nfl-books,nfl-books/text_all/packers-1974-media-guide-green-bay-c.txt,Green Bay Packers 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,234140,39529,1874,1999,1972,256,0,0,0,31,24,73,106,140,14,6,12,,,,0
patriots-1974-media-guide-new-england-b,nfl-books,nfl-books/text_all/patriots-1974-media-guide-new-england-b.txt,New England Patriots 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,253423,42565,1851,2021,1973,240,0,0,0,24,1,4,0,34,83,28,114,,,,0
raiders-1974-media-guide-oakland-c,nfl-books,nfl-books/text_all/raiders-1974-media-guide-oakland-c.txt,Oakland Raiders 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,228360,36703,1929,2013,1973,283,3,0,0,31,168,120,0,25,121,70,14,,,,0
redskins-1974-media-guide-washington-c,nfl-books,nfl-books/text_all/redskins-1974-media-guide-washington-c.txt,Washington Redskins 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,248768,41718,1863,2013,1973,236,2,0,0,56,141,72,4,3,422,11,30,,,,0
saints-1974-media-guide-new-orleans,nfl-books,nfl-books/text_all/saints-1974-media-guide-new-orleans.txt,New Orleans Saints 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,235958,37903,1851,2009,1973,214,0,0,0,36,226,150,0,8,0,16,23,,,,0
steelers-1974-media-guide-pittsburgh-c,nfl-books,nfl-books/text_all/steelers-1974-media-guide-pittsburgh-c.txt,Pittsburgh Steelers 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,294673,47854,1856,2018,1973,267,1,1,0,18,269,82,0,22,0,38,83,,,,0
vikings-1974-media-guide-minnesota-c,nfl-books,nfl-books/text_all/vikings-1974-media-guide-minnesota-c.txt,Minnesota Vikings 1974 Media Guide,1974,1,ocr-text,unread,unread,unread,,170063,29526,1851,2025,1973,147,1,0,0,19,134,38,0,88,19,21,10,,,,0
49ers-1975-media-guide-san-francisco-b,nfl-books,nfl-books/text_all/49ers-1975-media-guide-san-francisco-b.txt,San Francisco 49ers 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,327195,52521,1897,2024,1974,295,5,0,0,38,149,128,39,111,10,6,16,,,,0
bears-1975-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1975-media-guide-chicago.txt,Chicago Bears 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,319241,52735,1851,2026,1974,146,1,0,0,21,48,78,1,4,46,9,91,,,,0
bengals-1975-media-guide-cincinnati-c,nfl-books,nfl-books/text_all/bengals-1975-media-guide-cincinnati-c.txt,Cincinnati Bengals 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,163722,25127,1918,2005,1974,132,1,0,0,22,3,19,0,3,21,33,63,,,,0
broncos-1975-media-guide-denver,nfl-books,nfl-books/text_all/broncos-1975-media-guide-denver.txt,Denver Broncos 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,224581,36139,1851,2021,1974,220,0,0,0,22,132,28,70,20,101,31,58,,,,0
browns-1975,nfl-books,,Cleveland Browns 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
buffalo-bills-1975-media-guide-cover.jpg,nfl-books,,Buffalo Bills 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
cardinals-1975-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1975-media-guide-st.-louis-c.txt,St. Louis Cardinals 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,259298,43652,1851,2010,1973,241,0,0,0,23,1,101,0,66,4,37,20,,,,0
chargers-1975,nfl-books,,San Diego Chargers 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
colts-1975-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1975-media-guide-baltimore.txt,Baltimore Colts 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,343711,53889,1876,2025,1974,308,0,0,2,27,169,37,0,20,6,15,46,,,,0
cowboys-1975-media-guide-dallas,nfl-books,nfl-books/text_all/cowboys-1975-media-guide-dallas.txt,Dallas Cowboys 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,285864,47793,1851,2010,1974,274,0,0,0,10,125,40,0,59,183,105,71,,,,0
dolphins-1975-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-1975-media-guide-miami.txt,Miami Dolphins 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,305699,51612,1851,2020,1973,316,2,0,0,23,214,64,0,5,243,103,124,,,,0
eagles-1975-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1975-media-guide-philadelphia-c.txt,Philadelphia Eagles 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,276488,44572,1851,2027,1974,269,1,0,0,15,204,129,0,44,4,27,43,,,,0
falcons-1975,nfl-books,,Atlanta Falcons 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
giants-1975-media-guide-new-york-b,nfl-books,nfl-books/text_all/giants-1975-media-guide-new-york-b.txt,New York Giants 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,283441,47552,1851,2010,1974,240,1,0,0,19,97,133,0,34,35,9,5,,,,0
houston-oilers-1975-media-guide-cover-rear,nfl-books,,Houston Oilers 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
jets-1975-media-guide-new-york-c,nfl-books,nfl-books/text_all/jets-1975-media-guide-new-york-c.txt,New York Jets 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,335513,59278,1851,2010,1974,285,2,0,1,22,300,90,0,1,277,31,58,,,,0
kansas-city-chiefs-1975-media-guide-cover,nfl-books,,Kansas City Chiefs 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
lions-1975-media-guide-detroit-c,nfl-books,nfl-books/text_all/lions-1975-media-guide-detroit-c.txt,Detroit Lions 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,246105,42261,1859,2021,1974,188,0,0,0,13,102,13,2,11,593,6,47,,,,0
oakland-raiders-1975-media-guide-cover,nfl-books,nfl-books/text_all/oakland-raiders-1975-media-guide-cover.txt,Oakland Raiders 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,238066,39590,1855,2013,1974,313,3,0,1,35,171,131,1,26,99,34,37,,,,0
packers-1975-media-guide-green-bay-b,nfl-books,nfl-books/text_all/packers-1975-media-guide-green-bay-b.txt,Green Bay Packers 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,265987,41778,1860,2008,1974,336,1,0,0,27,21,78,140,15,14,10,24,,,,0
patriots-1975-media-guide-new-england-b,nfl-books,nfl-books/text_all/patriots-1975-media-guide-new-england-b.txt,New England Patriots 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,214689,36872,1851,2021,1974,243,1,0,1,25,1,8,0,21,201,24,27,,,,0
rams-1975-media-guide-los-angeles-b,nfl-books,nfl-books/text_all/rams-1975-media-guide-los-angeles-b.txt,Los Angeles Rams 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,372162,60742,1854,2005,1974,303,1,0,0,27,149,159,186,17,21,49,25,,,,0
redskins-1975-media-guide-washington-c,nfl-books,nfl-books/text_all/redskins-1975-media-guide-washington-c.txt,Washington Redskins 1975 Media Guide,1975,1,ocr-text,unread,unread,unread,,240943,40721,1861,1999,1973,219,2,0,0,34,134,84,6,5,417,8,29,,,,0
steelers-1975,nfl-books,,Pittsburgh Steelers 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
vikings-1975,nfl-books,,Minnesota Vikings 1975 Media Guide Cover,1975,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
49ers-1976-media-guide-san-francisco-b,nfl-books,nfl-books/text_all/49ers-1976-media-guide-san-francisco-b.txt,San Francisco 49ers 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,342656,55938,1906,1987,1975,346,5,0,1,41,134,127,30,86,31,4,21,,,,0
bears-1976-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1976-media-guide-chicago.txt,Chicago Bears 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,342160,55967,1852,2008,1975,199,4,0,1,20,68,78,1,1,60,4,67,,,,0
bengals-1976,nfl-books,,Cincinnati Bengals 1976 Media Guide Cover,1976,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
bills-1976-media-guide-buffalo-cbd,nfl-books,nfl-books/text_all/bills-1976-media-guide-buffalo-cbd.txt,Buffalo Bills 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,298605,47780,1851,2021,1975,361,0,0,0,37,211,57,142,39,29,16,44,,,,0
broncos-1976-media-guide-denver,nfl-books,nfl-books/text_all/broncos-1976-media-guide-denver.txt,Denver Broncos 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,233824,37384,1880,1993,1975,204,0,0,0,28,137,41,67,42,96,28,42,,,,0
browns-1976-media-guide-cleveland-c,nfl-books,nfl-books/text_all/browns-1976-media-guide-cleveland-c.txt,Cleveland Browns 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,293861,49635,1863,2026,1975,295,1,0,0,19,214,38,0,147,46,18,20,,,,0
buccaneers-1976,nfl-books,,Tampa Bay Buccaneers 1976 Media Guide Cover,1976,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
cardinals-1976-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1976-media-guide-st.-louis-c.txt,St. Louis Cardinals 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,275732,46545,1851,2010,1975,294,0,0,0,20,1,103,0,39,3,49,5,,,,0
chargers-1976,nfl-books,,San Diego Chargers 1976 Media Guide Cover,1976,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
chiefs-1976-media-guide-kansas-city-c,nfl-books,nfl-books/text_all/chiefs-1976-media-guide-kansas-city-c.txt,Kansas City Chiefs 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,286923,47013,1851,2025,1975,233,1,0,1,23,96,67,0,19,125,11,22,,,,0
colts-1976-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1976-media-guide-baltimore.txt,Baltimore Colts 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,388071,64332,1851,2010,1975,515,3,1,1,39,186,108,0,9,26,13,127,,,,0
cowboys-1976-media-guide-dallas,nfl-books,nfl-books/text_all/cowboys-1976-media-guide-dallas.txt,Dallas Cowboys 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,300297,50092,1851,2010,1975,278,0,0,0,13,127,30,0,69,210,111,51,,,,0
dolphins-1976-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-1976-media-guide-miami.txt,Miami Dolphins 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,377602,64372,1851,2028,1975,405,1,0,1,45,6,87,0,57,26,31,62,,,,0
eagles-1976-media-guide-philadelphia-b,nfl-books,nfl-books/text_all/eagles-1976-media-guide-philadelphia-b.txt,Philadelphia Eagles 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,298591,48669,1851,2027,1975,270,0,0,0,20,176,126,0,59,4,36,40,,,,0
falcons-1976-media-guide-atlanta-c,nfl-books,nfl-books/text_all/falcons-1976-media-guide-atlanta-c.txt,Atlanta Falcons 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,219711,36476,1874,2000,1975,261,0,0,3,32,12,37,0,18,47,20,22,,,,0
giants-1976-media-guide-new-york-b,nfl-books,nfl-books/text_all/giants-1976-media-guide-new-york-b.txt,New York Giants 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,300650,49571,1851,2010,1974,274,2,0,1,17,144,134,0,0,0,10,14,,,,0
jets-1976,nfl-books,,New York Jets 1976 Media Guide Cover,1976,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
lions-1976,nfl-books,nfl-books/text_all/lions-1976.txt,Detroit Lions 1976 Media Guide,1976,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",'Lions' Facts Book',258792,44382,1850,2021,1975,207,0,0,0,8,32,11,39,5,593,4,111,,,,0
official-1976-national-football-league-record-manual,nfl-books,nfl-books/text_all/official-1976-national-football-league-record-manual.txt,NFL Official Record Manual 1976,1976,1,ocr-text,unread,unread,unread,,830868,131180,1851,2010,1967,541,0,0,0,4,14,7,0,6,439,19,580,,,,0
oilers-1976-media-guide-houston-b,nfl-books,nfl-books/text_all/oilers-1976-media-guide-houston-b.txt,Houston Oilers 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,362762,62104,1860,2022,1975,368,0,0,1,18,176,84,1,29,19,13,28,,,,0
packers-1976-media-guide-green-bay-b,nfl-books,nfl-books/text_all/packers-1976-media-guide-green-bay-b.txt,Green Bay Packers 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,272160,46040,1912,1977,1975,350,1,0,0,29,129,92,79,308,30,10,22,,,,0
patriots-1976-media-guide-new-england-b,nfl-books,nfl-books/text_all/patriots-1976-media-guide-new-england-b.txt,New England Patriots 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,232259,39537,1851,2021,1975,261,1,0,0,33,2,13,0,30,150,23,36,,,,0
rams-1976-media-guide-los-angeles-b,nfl-books,nfl-books/text_all/rams-1976-media-guide-los-angeles-b.txt,Los Angeles Rams 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,352262,56675,1851,2021,1975,309,0,0,0,26,122,138,175,68,9,51,20,,,,0
redskins-1976-media-guide-washington-b,nfl-books,nfl-books/text_all/redskins-1976-media-guide-washington-b.txt,Washington Redskins 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,235420,39657,1850,2027,1974,176,2,0,0,29,122,80,2,4,336,9,22,,,,0
saints-1976-media-guide-new-orleans,nfl-books,nfl-books/text_all/saints-1976-media-guide-new-orleans.txt,New Orleans Saints 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,271484,45424,1851,2010,1975,208,0,0,1,43,238,158,0,37,2,15,4,,,,0
seahawks-1976-media-guide-seattle,nfl-books,nfl-books/text_all/seahawks-1976-media-guide-seattle.txt,Seattle Seahawks 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,156828,25275,1946,2010,1975,175,2,0,1,54,270,111,0,0,2,16,0,,,,0
steelers-1976-media-guide-pittsburgh-c,nfl-books,nfl-books/text_all/steelers-1976-media-guide-pittsburgh-c.txt,Pittsburgh Steelers 1976 Media Guide,1976,1,ocr-text,unread,unread,unread,,314436,51960,1856,2003,1975,229,0,0,0,15,255,75,1,27,1,48,125,,,,0
vikings-1976,nfl-books,,Minnesota Vikings 1976 Media Guide Cover,1976,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
49ers-1977-media-guide-san-francisco-b,nfl-books,nfl-books/text_all/49ers-1977-media-guide-san-francisco-b.txt,San Francisco 49ers 1977 Media Guide,1977,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",explicit PLAYER / PERSONAL headings,388217,64872,1858,1998,1976,368,4,0,0,58,151,149,1,100,23,1,7,,,,0
bears-1977-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1977-media-guide-chicago.txt,Chicago Bears 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,399923,65267,1854,2022,1975,206,3,0,1,21,61,68,0,3,34,5,55,,,,0
bengals-1977-media-guide-cincinnati-c,nfl-books,nfl-books/text_all/bengals-1977-media-guide-cincinnati-c.txt,Cincinnati Bengals 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,157642,25485,1854,2000,1976,114,0,0,0,18,1,24,0,0,6,40,47,,,,0
bills-1977-media-guide-buffalo-c,nfl-books,nfl-books/text_all/bills-1977-media-guide-buffalo-c.txt,Buffalo Bills 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,321727,51716,1851,2021,1976,388,0,0,0,34,195,58,137,12,29,10,58,,,,0
broncos-1977-media-guide-denver,nfl-books,nfl-books/text_all/broncos-1977-media-guide-denver.txt,Denver Broncos 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,340329,53526,1851,2029,1976,306,0,0,0,17,101,33,0,50,78,30,39,,,,0
browns-1977,nfl-books,,Cleveland Browns 1977 Media Guide Cover,1977,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
buccaneers-1977-media-guide-tampa-bay-c,nfl-books,nfl-books/text_all/buccaneers-1977-media-guide-tampa-bay-c.txt,Tampa Bay Buccaneers 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,194321,31380,1851,2005,1976,211,1,0,0,36,255,18,114,0,0,79,78,,,,0
cardinals-1977-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1977-media-guide-st.-louis-c.txt,St. Louis Cardinals 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,310219,53493,1851,1979,1975,292,0,0,0,24,42,86,0,50,7,44,10,,,,0
chargers-1977.jpg,nfl-books,,San Diego Chargers 1977 Media Guide Cover,1977,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
chiefs-1977-media-guide-kansas-city-c,nfl-books,nfl-books/text_all/chiefs-1977-media-guide-kansas-city-c.txt,Kansas City Chiefs 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,347864,56566,1873,1978,1976,258,1,0,0,23,95,71,0,26,149,13,27,,,,0
colts-1977-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1977-media-guide-baltimore.txt,Baltimore Colts 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,390144,65088,1870,2008,1975,475,4,0,1,48,202,111,0,8,103,13,62,,,,0
cowboys-1977-media-guide-dallas,nfl-books,nfl-books/text_all/cowboys-1977-media-guide-dallas.txt,Dallas Cowboys 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,317628,52493,1851,1978,1976,281,0,0,1,16,130,38,0,98,230,94,34,,,,0
dolphins-1977-media-guide-miami,nfl-books,nfl-books/text_all/dolphins-1977-media-guide-miami.txt,Miami Dolphins 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,396375,69015,1854,2029,1976,383,1,0,1,28,1,66,0,51,17,29,54,,,,0
eagles-1977-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1977-media-guide-philadelphia-c.txt,Philadelphia Eagles 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,287703,48224,1853,2027,1976,254,0,0,0,17,185,83,0,21,12,32,119,,,,0
falcons-1977,nfl-books,,Atlanta Falcons 1977 Media Guide Cover,1977,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
jets-1977,nfl-books,,New York Jets 1977 Media Guide Cover,1977,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
lions-1977-media-guide-detroit-c,nfl-books,nfl-books/text_all/lions-1977-media-guide-detroit-c.txt,Detroit Lions 1977 Media Guide,1977,1,ocr-text,unread,unread,unread,,212995,36336,1866,2021,1950,108,0,0,0,9,27,10,0,8,550,3,76,,,,0
